,Unnamed: 0,source_id,EPIC,ra,dec,G,G_err,bp,rp,parallax,parallax_err,BP_err,RP_err,Name,Mass,r'mag,Kmag,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,Kpmag,PrCat,PCat,All,2M,Simbad,_RA,_DE,prot
817,21552,664423297433229312,211997857,130.03378860192305,20.218450690235446,18.226187,0.01,20.020054000000002,16.806957,5.926150896541448,0.22032322732839835,0.2,0.01,HSHJ299,0.18,19.31,13.81, 0.83, 0.1449,0,Y, 0.00886,       ,       , ,N,N,N,    , 0.02815, 0.64412,2,18.51,0,2,All,2M,Simbad,130.033967,20.218506,0.83
818,21553,664344274332354304,211997888,129.72970630779432,20.21906831514138,16.315823,0.002,17.798622,15.097006,5.226147235262618,0.13452142169143427,0.2,0.01,JS255  ,0.33,17.0,12.55, 0.97, 0.8922,0,Y, 0.00806,       ,       , ,N,N,N,    , 0.05163, 2.42972,2,16.43,1,2,All,2M,Simbad,129.729881,20.219160000000002,0.97
819,21560,663805754152866688,211998019,126.3541204327802,20.221550505390603,15.441096,0.002,16.692192000000002,14.323523499999999,5.2479591688199045,0.06441984700619433,0.01,0.01,AD 0738,0.49,15.89,11.93,18.55, 0.3109,0,Y, 0.00841, 0.5119, 0.1189,0,Y,Y,Y,    , 0.00553, 0.16210,2,15.21,0,2,All,2M,Simbad,126.35432,20.221593,18.55
820,21564,664388357876585344,211998178,129.39590153451527,20.223980109255155,14.666873,0.002,15.787425,13.609005999999999,5.168909203448628,0.09257094467974716,0.01,0.01,JS191  ,0.6,15.08,11.36,15.57, 0.6637,0,Y, 0.00751,       ,       , ,N,Y,Y,cand, 0.01062, 0.44291,2,14.63,0,1,All,2M,Simbad,129.396097,20.224048,15.57
821,21565,661573608108602752,211998192,132.20457350134427,20.22420594549211,15.156143,0.002,16.288813,14.0942335,5.3674782573548505,0.043751570789042175,0.01,0.01,       ,0.52,15.55,11.83,19.27, 0.3622,0,Y, 0.00802,       ,       , ,N,Y,N,    , 0.00812, 0.28755,2,15.05,0,1,All,2M,Simbad,132.204756,20.22427,19.27
822,21571,661424074527577600,211998346,130.43240050227243,20.226816426525023,10.350761,0.0003,10.64717,9.920475,5.508442278230015,0.07467698761992543,0.002,0.002,KW418  ,1.2,10.32,9.14, 5.51, 0.4020,0,Y, 0.00859,       ,       , ,N,Y,N,    , 0.00844, 0.25709,K,10.35,1,1,All,2M,Simbad,130.432573,20.226865,5.51
823,21574,664380111539399552,211998436,129.11777266219994,20.228536119224703,12.356578,0.0003,12.864744,11.715506,5.284375592118106,0.06035791307707996,0.002,0.002,KW535  ,0.85,12.3,10.44,10.29, 0.5970,0,Y, 0.00798,       ,       , ,N,Y,N,cand, 0.01941, 0.75208,D,12.29,1,2,All,2M,Simbad,129.11793799999998,20.228591,10.29
825,21587,661391982532062848,211998650,131.09653561676188,20.232077309123856,17.376284,0.01,19.022125,16.099394,5.3473178498339555,0.1246521994378391,0.2,0.01,AD 3312,0.22,18.06,13.35, 2.09, 0.3050,0,Y, 0.00840,       ,       , ,N,Y,Y,    , 0.02290, 0.87113,2,17.53,0,2,All,2M,Simbad,131.096719,20.23214,2.09
826,21592,661527600418921600,211998837,132.35005639132484,20.235072056423878,17.549889,0.01,19.43306,16.21651,5.301011023864512,0.13438331026281314,0.2,0.01,       ,0.21,18.46,13.42, 0.67, 0.1969,0,Y, 0.00787, 1.0757, 0.0416,1,M,N,Y,    , 0.01377, 0.35709,2,16.45,0,1,All,2M,Simbad,132.35019599999998,20.235146,0.67
827,21615,663782904926907392,211999343,126.96070952027638,20.243358535118446,13.849449,0.002,14.660298000000001,12.97782,5.269640263103491,0.04040498670647262,0.01,0.002,AD 1025,0.62,13.85,11.07,14.52, 0.5538,0,Y, 0.00830,       ,       , ,N,Y,N,    , 0.00737, 0.25599,2,14.19,1,2,All,2M,Simbad,126.960844,20.243416,14.52
828,21631,660862052286909312,211999627,133.38746084553705,20.248208756732254,16.945567999999998,0.002,18.565176,15.692502,5.368505604313637,0.09455807263020796,0.2,0.01,AD 4098,0.25,17.67,13.08,22.27, 0.0892,0,Y, 0.00662,       ,       , ,N,Y,N,    , 0.03243, 1.02400,2,17.13,0,2,All,2M,Simbad,133.387621,20.248241,22.27
830,21647,664425054076741120,211999969,130.11055319468574,20.253595839554933,15.678181,0.002,16.948387,14.546851,5.279415275413722,0.06128636587163337,0.01,0.01,AD 2759,0.41,16.02,12.19,24.24, 0.5535,0,Y, 0.00850,       ,       , ,N,N,N,    , 0.01953, 0.85212,2,15.35,0,2,All,2M,Simbad,130.11072099999998,20.253693,24.24
832,21708,664380695654828160,212001425,129.17143133541234,20.277703104642924,16.999879999999997,0.002,18.552374,15.757097,5.302751236813709,0.1851941655286998,0.2,0.01,AD 2205,0.24,17.63,13.16, 8.35, 0.3920,0,Y, 0.00737,       ,       , ,N,Y,N,    , 0.02883, 1.37123,2,16.42,0,2,All,2M,Simbad,129.171615,20.277765,8.35
833,21754,661391157898332160,212002216,131.20278936192454,20.290503211112174,12.608421,0.0003,13.175258,11.917593,5.362164184118453,0.03700456150883314,0.01,0.002,JS576  ,0.83,12.55,10.51,10.93, 0.4485,0,Y, 0.00884,       ,       , ,N,N,N,    , 0.01687, 0.53219,K,12.52,1,2,All,2M,Simbad,131.20295900000002,20.290554,10.93
834,21767,664439416447387392,212002525,129.92497535626842,20.295809620814442,17.081114000000003,0.01,18.778837,15.79219,5.294607910852057,0.13385899264313594,0.2,0.01,AD 2615,0.24,17.84,13.14,12.63, 0.5122,0,Y, 0.00739,       ,       , ,N,Y,N,cand, 0.07935, 3.48291,2,17.25,0,2,All,2M,Simbad,129.925145,20.295851000000003,12.63
835,21787,663082653459050752,212002808,128.34772107312318,20.300875389480506,18.469151999999998,0.01,20.390562,17.08922,5.216260581264177,0.2683908321372201,0.2,0.2,AD 1750,0.17,19.41,14.13, 0.33, 0.0228,0,Y, 0.00734,       ,       , ,N,N,N,    , 0.03035, 0.06402,2,18.67,0,2,All,2M,Simbad,128.34786200000002,20.300907000000002,0.33
837,21821,664428833647956480,212003469,130.11915690330244,20.312399132594503,11.37837,0.0003,11.854503999999999,10.770347000000001,5.432828564416383,0.08663431310098403,0.002,0.002,KW297  ,1.12,11.36,9.46, 8.14, 0.7021,0,Y, 0.00776,       ,       , ,N,Y,N,conf, 0.01064, 0.47408,K,11.32,1,2,All,2M,Simbad,130.11933100000002,20.31246,8.14
838,21843,661429292911672320,212003867,130.42377339148678,20.31895978213096,18.627865,0.01,20.370070000000002,17.201328,5.511257555617758,0.32402366021383744,0.2,0.2,AD 3002,0.16,19.78,14.34, 0.22, 0.0118,0,N, 0.00736,       ,       , ,M,N,N,    , 0.02974, 0.10815,S,17.04,0,2,All,2M,Simbad,130.423991,20.319012,0.22
839,21849,664404713111939072,212003893,129.2356386521102,20.319390209663435,14.762062,0.002,16.001783,13.635466000000001,5.617649783890982,0.292679787912409,0.01,0.01,JS157  ,0.61,15.14,11.23, 2.13, 0.4710,0,Y, 0.00792,16.0727, 0.1291,0,Y,Y,M,cand, 0.03377, 1.14732,2,14.26,0,2,All,2M,Simbad,129.235769,20.31948,2.13
840,21884,661438260802777600,212004731,130.81545939530417,20.333732170388462,11.943006500000001,0.0003,12.098522,11.395608,2.3551387852963197,0.05160927559711507,0.002,0.002,KW548  ,0.8,11.81,10.59, 3.96, 0.1085,0,N, 0.00838,       ,       , ,M,Y,Y,conf, 0.00157, 0.02363,2,11.79,0,0,All,2M,Simbad,130.815494,20.333748,3.96
842,21897,661438913637806208,212004983,130.75211354398243,20.337744979622727,11.259017,0.0003,11.641185,10.744736999999999,5.431982088925898,0.061824537885363386,0.002,0.002,KW488  ,1.04,11.22,9.77, 8.94, 0.6804,0,Y, 0.00801,       ,       , ,N,Y,N,conf, 0.00937, 0.35066,K,11.23,1,1,All,2M,Simbad,130.75228,20.337799,8.94
843,21898,664429005446645376,212005017,130.15769433450944,20.33824311094836,14.38916,0.002,15.327115,13.433084,5.236413610336276,0.03270704883102672,0.01,0.01,JS373  ,0.6,14.46,11.37,15.65, 0.1141,0,Y, 0.00865,       ,       , ,N,Y,N,    , 0.00992, 0.21371,2,14.36,1,2,All,2M,Simbad,130.15786,20.338288000000002,15.65
845,21925,661429675164926464,212005503,130.46614275075495,20.34659144273679,15.654278,0.002,16.898948999999998,14.534117000000002,5.402545214803951,0.07716549029650092,0.01,0.01,JS459  ,0.41,15.82,12.19,20.73, 0.1143,1,Y, 0.00789,       ,       , ,N,Y,N,    , 0.00938, 0.25855,2,15.29,0,2,All,2M,Simbad,130.466306,20.346621,20.73
846,21926,664431204469943808,212005504,130.33679154676858,20.346503121209565,15.749804999999999,0.002,17.003767,14.628860999999999,5.0316187307660565,0.0602825256358726,0.2,0.01,JS426  ,0.39,16.13,12.27,21.78, 0.3499,0,Y, 0.00797,       ,       , ,N,Y,N,    , 0.01422, 0.54894,2,15.51,0,2,All,2M,Simbad,130.336925,20.346638000000002,21.78
847,21933,664429585265395328,212005551,130.04402777116195,20.347294242718906,19.001625,0.01,20.19961,17.525272,6.036356718315285,0.4143293115753985,0.2,0.2,AD 2703,0.15,20.13,14.41, 0.26, 0.0113,1,N, 0.00754,       ,       , ,N,Y,Y,    , 0.04420, 0.05829,2,17.91,0,2,All,2M,Simbad,130.044196,20.347366,0.26
849,21966,664396294976119680,212006108,129.60556298471255,20.355768309507827,18.10805,0.01,19.837671,16.780722,5.131529477220979,0.26926734798125723,0.2,0.01,       ,0.17,19.01,14.03, 3.16, 0.4319,0,Y, 0.00794,       ,       , ,N,N,N,    , 0.03604, 1.39856,2,17.33,0,1,All,2M,Simbad,129.605715,20.355841,3.16
850,21976,661766778557840000,212006227,131.26744414921714,20.357684991560813,10.244328,0.0003,10.523946,9.832527,5.542117949542688,0.046195914451931865,0.002,0.002,JS587  ,1.2,10.21,9.13, 3.67, 0.3961,0,Y, 0.00860,       ,       , ,N,Y,N,    , 0.00882, 0.34561,K,10.21,1,1,All,2M,Simbad,131.2676,20.357739000000002,3.67
851,22001,661441494914973184,212006723,130.96171977273522,20.36569020802064,14.780137,0.002,15.854079999999998,13.745826000000001,5.7461398608434,0.05091310802212652,0.01,0.01,JS552  ,0.58,14.96,11.51,18.79, 0.7462,0,Y, 0.00821,       ,       , ,N,Y,Y,    , 0.00984, 0.47261,2,14.76,0,2,All,2M,Simbad,130.961879,20.365762,18.79
852,22002,663842755294579712,212006725,126.34248821755637,20.365711118600462,18.9462,0.01,20.765285000000002,17.493064999999998,5.525744046456216,0.35976136805296033,0.2,0.2,AD 0733,0.16,20.2,14.33, 0.20, 0.0313,0,N, 0.00651,       ,       , ,Y,N,Y,    , 0.07610, 0.12791,2,17.68,0,2,All,2M,Simbad,126.342652,20.365768,0.2
853,22031,664441615470632064,212007145,130.00543203626884,20.372872337102926,18.357283,0.01,20.007938,16.994156,5.2346404767179315,0.23924861865920985,0.2,0.01,AD 2668,0.16,19.27,14.21, 0.87, 0.2536,0,Y, 0.00724,       ,       , ,N,N,N,    , 0.04810, 1.70779,2,18.55,0,2,All,2M,Simbad,130.00561100000002,20.372944,0.87
854,22043,664406087501474048,212007343,129.16429728098393,20.375972990389702,16.86107,0.002,18.252014000000003,15.376948,5.483803620141307,0.1856969137779652,0.2,0.01,JS141  ,0.29,17.14,12.75,16.98, 0.1153,0,Y, 0.00678, 1.4396, 0.0275,0,Y,N,Y,    , 0.01510, 0.55679,2,16.74,0,2,All,2M,Simbad,129.164487,20.376104,16.98
856,22048,664431548067327616,212007419,130.2959378141317,20.377295417309114,15.167747,0.002,16.326447,14.096357999999999,5.305034338634736,0.047730813827665405,0.01,0.01,JS411  ,0.52,15.43,11.82,18.55, 0.2497,0,Y, 0.00836,       ,       , ,N,Y,N,    , 0.01614, 0.44275,2,15.13,0,2,All,2M,Simbad,130.296097,20.377373000000002,18.55
857,22079,661430705957076096,212008129,130.44948557912667,20.3895874896097,18.372082000000002,0.01,20.054485,17.017338,5.048390522233333,0.2544412921399989,0.2,0.2,AD 3015,0.16,19.34,14.23, 0.33, 0.2867,0,Y, 0.00776,       ,       , ,N,Y,N,    , 0.03304, 1.02154,2,18.61,0,2,All,2M,Simbad,130.449687,20.389618,0.33
858,22111,660878991637884672,212008710,133.75917557600332,20.398297808069135,13.524284,0.002,14.254892000000002,12.703933000000001,5.410014361191279,0.02449560921052637,0.01,0.002,AD 4269,0.65,13.52,10.95,11.65, 0.2089,1,Y, 0.00775,       ,       , ,N,Y,Y,    , 0.00980, 0.22123,2,13.55,0,2,All,2M,Simbad,133.75933799999999,20.398351,11.65
860,22124,661591475172494464,212008913,132.00083719527188,20.40181985301601,17.745138,0.01,19.465906,16.432351999999998,5.429342262868482,0.2289722023349609,0.2,0.01,       ,0.19,18.61,13.69, 2.25, 0.2992,0,Y, 0.00729,       ,       , ,N,N,M,    , 0.02124, 0.84377,2,16.76,0,1,All,2M,Simbad,132.000999,20.401899,2.25
861,22133,663140102941534720,212009131,127.89961444858228,20.405288503147087,18.556438,0.01,20.505564,17.131313000000002,5.547516958512438,0.3280685600322117,0.2,0.2,AD 1516,0.16,19.72,14.18, 0.24, 0.1566,0,Y, 0.00783,       ,       , ,Y,N,M,    , 0.04326, 0.16944,2,18.87,0,2,All,2M,Simbad,127.89979299999999,20.405348,0.24
863,22138,664407427531262464,212009190,129.24938612192437,20.406455797693546,14.253985,0.002,15.169257,13.310296,5.32579296940759,0.06912020317755148,0.01,0.01,AD 2250,0.6,14.31,11.32,15.26, 0.9022,0,Y, 0.00815,       ,       , ,N,Y,N,    , 0.01647, 0.78676,2,14.22,1,2,All,2M,Simbad,129.24956,20.406513,15.26
864,22143,664444914005442304,212009294,129.7921762806622,20.40832422644786,13.766079999999999,0.002,14.5818,12.891468,5.498522590347513,0.0392539689155185,0.01,0.002,JS273  ,0.63,13.77,11.0,13.98, 0.5141,0,Y, 0.00862,       ,       , ,N,Y,N,    , 0.02146, 0.68607,2,13.73,1,2,All,2M,Simbad,129.792343,20.408392000000003,13.98
865,22152,663140171661012480,212009427,127.87430869761644,20.410365863838948,14.000644,0.002,15.024135000000001,12.995645,5.428999261424536,0.035324854554358236,0.01,0.002,AD 1508,0.72,14.14,10.77, 1.56, 0.8841,0,Y, 0.00875,       ,       , ,N,Y,N,cand, 0.04566, 2.05561,P,14.07,1,2,All,2M,Simbad,127.874459,20.410422,1.56
867,22154,664409175581692288,212009464,129.17408286239692,20.411041118953797,12.594963,0.0003,13.135057000000002,11.930854,5.153553882442396,0.08410075155456552,0.01,0.002,JS143  ,0.82,12.52,10.52,11.01, 0.2767,0,N, 0.00883,       ,       , ,N,Y,N,    , 0.01817, 0.70551,2,12.52,1,2,All,2M,Simbad,129.174249,20.411089,11.01
868,22174,664442233945917440,212009944,130.04160395273942,20.41889388534714,14.679635999999999,0.002,15.846673000000001,13.606031,5.36163368944178,0.05256533919419089,0.01,0.01,JS340  ,0.6,14.98,11.31,19.02, 0.5296,0,N, 0.00830, 4.4121, 0.3667,0,Y,N,N,cand, 0.01452, 0.54508,2,14.67,0,2,All,2M,Simbad,130.041762,20.418951999999997,19.02
869,22187,661768771422658816,212010154,131.35814915334385,20.422886817446553,14.147637,0.002,15.038251,13.219778,5.257900214997648,0.0293990384498052,0.01,0.01,JS595  ,0.61,14.2,11.21,14.38, 0.6720,0,Y, 0.00740,       ,       , ,N,Y,Y,    , 0.00684, 0.29625,2,14.26,1,2,All,2M,Simbad,131.358321,20.422945000000002,14.38
870,22197,661768771422658688,212010383,131.35811949751357,20.427334551976344,13.66073,0.002,14.4670725,12.786639,5.483357748694867,0.0421556473909156,0.01,0.002,JS594  ,0.67,13.66,10.88,14.52, 0.2858,0,Y, 0.00851,       ,       , ,M,Y,Y,    , 0.01070, 0.32429,2,13.61,1,2,All,2M,Simbad,131.358295,20.427394,14.52
871,22216,664444639127529728,212010627,129.86095314686386,20.431152044445714,16.404968,0.002,17.946651,15.172507000000001,5.483812045693628,0.129985884056405,0.2,0.01,AD 2562,0.31,17.19,12.66, 4.73, 0.1984,0,Y, 0.00801,       ,       , ,N,Y,N,    , 0.00866, 0.17314,2,16.53,0,2,All,2M,Simbad,129.861153,20.431198000000002,4.73
872,22232,664401960036152960,212011152,129.53351784023096,20.439481221021076,11.519134,0.0003,11.928094999999999,10.978164999999999,5.3520468441583295,0.07614164721997609,0.002,0.002,KW542  ,1.02,11.48,9.93, 9.16, 0.5142,0,Y, 0.00817,       ,       , ,N,Y,N,    , 0.01377, 0.53445,K,11.47,0,1,All,2M,Simbad,129.533717,20.439526,9.16
874,22249,661598175321463936,212011394,132.20810043181058,20.443276101188296,15.186316,0.002,16.327185,14.118635999999999,5.22944835151913,0.06584851699833298,0.01,0.01,       ,0.51,15.53,11.86,19.65, 0.3722,1,Y, 0.00786,       ,       , ,N,Y,N,    , 0.00897, 0.27963,2,15.21,0,1,All,2M,Simbad,132.20826100000002,20.443332,19.65
875,22261,664401964332947584,212011557,129.53391425824518,20.446090508264035,15.476082,0.002,16.715454,14.363923000000002,5.51053324585842,0.07028625848373987,0.01,0.01,       ,0.46,15.69,12.02,21.63, 0.6439,0,Y, 0.00755,       ,       , ,N,Y,Y,    , 0.02355, 1.05650,2,15.35,0,1,All,2M,Simbad,129.534046,20.446122,21.63
876,22269,664402170491377920,212011731,129.53026274866565,20.448748652790318,15.531444,0.002,16.783064000000003,14.407101,5.426250453421254,0.07839422984234252,0.01,0.01,       ,0.45,15.86,12.04,21.47, 0.8781,0,Y, 0.00870,       ,       , ,N,N,Y,    , 0.03669, 1.59981,2,15.33,1,1,All,2M,Simbad,129.530453,20.448794,21.47
877,22281,661770729927747456,212012042,131.27528207910728,20.45363963633913,19.151239999999998,0.01,20.81844,17.725985,5.919479859444267,0.3262916833778312,0.2,0.2,AD 3370,0.14,20.21,14.68,20.04, 0.0280,1,N, 0.00713, 0.7243, 0.0207,1,Y,N,N,    , 0.06901, 0.66475,2,18.06,1,2,All,2M,Simbad,131.275469,20.45372,20.04
878,22291,664437286143573760,212012299,130.26076024738802,20.457651294278516,12.092864,0.0003,12.568679,11.480014,5.348402729577359,0.044297902363325134,0.002,0.002,       ,0.9,12.06,10.29, 9.63, 0.2783,0,N, 0.00743,       ,       , ,N,Y,N,    , 0.01224, 0.60377,2,12.02,0,2,All,2M,Simbad,130.260917,20.457701,9.63
879,22308,664445532480726912,212012721,129.82849347929002,20.46442988256106,15.584529000000002,0.002,16.738955999999998,14.508654,4.587628158537128,0.0651442223082355,0.01,0.01,JS285  ,0.4,15.81,12.23,23.49, 0.4535,0,Y, 0.00877,       ,       , ,N,N,N,    , 0.00643, 0.19800,2,15.58,0,2,All,2M,Simbad,129.828591,20.464467000000003,23.49
880,22310,663883132283474560,212012745,127.10258758798236,20.464919418025726,18.649227,0.01,20.364925,17.305733,5.699940950526706,0.2599692826354462,0.2,0.2,       ,0.15,19.58,14.55, 0.54, 0.0321,0,Y, 0.00758,       ,       , ,N,N,N,    , 0.08596, 0.69819,2,18.87,0,1,All,2M,Simbad,127.10273000000001,20.465011999999998,0.54
882,22327,664436770747504128,212013132,130.18424619841775,20.47179753559605,13.517692000000002,0.002,14.468022,12.550516,5.046806492259383,0.05161949450337168,0.01,0.002,JS379  ,0.86,13.62,10.4, 2.13, 0.4385,0,Y, 0.00759,12.3168, 0.1648,0,Y,N,N,cand, 0.02412, 0.76497,D,13.54,1,2,All,2M,Simbad,130.184406,20.471852,2.13
883,22338,664437320503310336,212013222,130.27198826437746,20.47342034334239,14.418907,0.002,15.357709,13.461872,5.231505120538272,0.033783684192221754,0.01,0.01,JS405  ,0.6,14.47,11.41,14.81, 0.1769,0,Y, 0.00884,       ,       , ,N,Y,N,    , 0.02654, 0.63128,2,14.41,0,2,All,2M,Simbad,130.27213799999998,20.473481,14.81
884,22345,664436770747502208,212013297,130.19532134510885,20.4747146883746,15.165906,0.002,16.359562,14.04964,4.955712204410348,0.1842693740306251,0.01,0.01,JS384  ,0.55,15.43,11.68,18.79, 0.7689,0,Y, 0.00906, 1.0205, 0.0293,0,Y,N,N,    , 0.01871, 0.83554,2,15.13,0,2,All,2M,Simbad,130.195472,20.47475,18.79
885,22355,664437561021480192,212013502,130.23946747328569,20.478116316606762,18.440483,0.01,20.10888,17.083157,5.492787579584603,0.26195541350657753,0.2,0.2,AD 2859,0.16,19.33,14.31, 0.23, 0.2182,0,Y, 0.01071,       ,       , ,N,N,N,    , 0.04759, 0.15581,2,17.09,1,2,All,2M,Simbad,130.239652,20.478193,0.23
886,22358,664438248216250880,212013619,130.19893868923614,20.479902953029498,15.989424,0.002,17.415861,14.798719,5.378689369395588,0.1079765253035086,0.2,0.01,AD 2825,0.4,16.58,12.25, 7.36, 0.4180,0,Y, 0.00764,       ,       , ,N,Y,N,    , 0.02106, 0.89646,2,16.02,1,2,All,2M,Simbad,130.199141,20.479975,7.36
887,22363,664586476127906560,212013705,128.40975453804674,20.481225223063497,17.327484,0.01,18.925106,16.068545999999998,5.120074669128282,0.13294715930701614,0.2,0.01,AD 1786,0.21,18.01,13.43, 2.14, 0.5876,0,Y, 0.00793,       ,       , ,N,N,N,    , 0.02600, 1.17131,2,17.48,0,2,All,2M,Simbad,128.409919,20.481268,2.14
890,22392,661775265413200640,212014492,131.4410377766603,20.494684507459134,15.598495999999999,0.002,16.870617000000003,14.469619,5.576882243267776,0.07028991516732537,0.01,0.01,JS609  ,0.44,16.11,12.1,17.79, 0.6380,0,Y, 0.00877,       ,       , ,N,Y,N,    , 0.02123, 0.99512,2,15.09,0,2,All,2M,Simbad,131.441216,20.494736,17.79
891,22438,661458365546507776,212015396,130.82415945349217,20.510348094309204,11.611212,0.0003,12.058024000000001,11.025953999999999,5.456443479481597,0.06201296798961355,0.002,0.002,JS529  ,1.04,11.59,9.78, 9.00, 0.1768,0,Y, 0.00796,       ,       , ,N,Y,N,cand, 0.02154, 0.46628,D,11.55,2,1,All,2M,Simbad,130.824326,20.510395000000003,9.0
892,22448,661458915302263296,212015476,130.73600329032877,20.511636133620797,17.446798,0.01,19.08127,16.16217,5.3290701781394105,0.2836733763144493,0.2,0.01,AD 3148,0.2,18.23,13.48, 1.39, 0.1079,0,Y, 0.00741,       ,       , ,N,N,Y,    , 0.01579, 0.40257,2,17.62,0,2,All,2M,Simbad,130.73617099999998,20.511738,1.39
893,22449,661773375627598208,212015504,131.26086216480763,20.512105100861188,14.395109,0.002,15.531029,13.334551000000001,8.27852395775601,0.03612128492497543,0.01,0.01,JS586  ,0.62,14.59,11.1,24.64, 0.6077,0,Y, 0.00792,       ,       , ,N,Y,Y,cand, 0.00980, 0.34072,2,14.36,1,2,All,2M,Simbad,131.261007,20.51216,24.64
894,22451,664446666352164224,212015538,129.96917333554222,20.51282790939461,16.242851,0.002,17.704262,15.035289,5.333183719556115,0.10713786893094757,0.2,0.01,JS715  ,0.34,16.89,12.52, 0.90, 0.5848,0,Y, 0.00774,       ,       , ,N,N,N,    , 0.03282, 1.21920,2,16.37,0,2,All,2M,Simbad,129.969357,20.512892,0.9
895,22476,661458979725746304,212016014,130.72954762335593,20.520571322269774,19.097182999999998,0.01,20.46555,17.65614,5.0668468009349805,0.565829798767107,0.2,0.2,AD 3145,0.15,20.13,14.57, 0.85, 0.0451,0,Y, 0.00757,       ,       , ,N,Y,M,    , 0.07866, 0.98440,2,18.08,0,2,All,2M,Simbad,130.729696,20.520679,0.85
896,22516,664458791043242368,212016785,130.40640416080007,20.533436174280094,18.599102,0.01,20.429295,17.221998000000003,4.883613550801819,0.30980306901477184,0.2,0.2,AD 2991,0.16,19.58,14.35, 0.52, 0.0305,1,Y, 0.00734,       ,       , ,N,Y,N,    , 0.04458, 0.57422,2,18.78,0,2,All,2M,Simbad,130.406592,20.533459,0.52
897,22520,661775845232285312,212016828,131.50798813269034,20.534138931952814,18.658579,0.01,19.975657,17.286531,5.605558776134963,0.30603898113795297,0.2,0.2,AD 3475,0.16,19.63,14.36, 0.59, 0.0499,0,Y, 0.00771,       ,       , ,N,Y,M,    , 0.05934, 0.23740,2,18.93,0,2,All,2M,Simbad,131.50817,20.534212,0.59
898,22522,664414505637352832,212016898,129.3348697496993,20.535489438903827,18.38866,0.01,20.299343,16.94122,6.311590174618003,0.8068576894794176,0.2,0.01,AD 2302,0.17,19.39,14.02, 0.33, 0.0223,0,Y, 0.00701,       ,       , ,N,N,Y,    , 0.02485, 0.08774,2,18.62,1,2,All,2M,Simbad,129.335011,20.535532,0.33
899,22528,661459774295768960,212016988,130.9035356364515,20.53716413729072,15.356056,0.002,16.538088000000002,14.270442000000001,5.270755075890219,0.04731624361089076,0.01,0.01,JS542  ,0.48,15.66,11.94,19.27, 0.1352,0,Y, 0.00694,       ,       , ,N,Y,Y,    , 0.00912, 0.23407,2,15.27,0,2,All,2M,Simbad,130.90371299999998,20.537217000000002,19.27
900,22539,661459774295767936,212017183,130.9033489551647,20.54005750181632,16.353266,0.002,17.871451999999998,15.134289,5.072006647331335,0.08189578028329865,0.2,0.01,AD 3225,0.32,17.04,12.59, 0.74, 0.0784,0,Y, 0.00658,       ,       , ,N,N,Y,    , 0.01129, 0.34747,2,16.46,0,2,All,2M,Simbad,130.903533,20.540135999999997,0.74
901,22543,664403506224429184,212017273,129.50548744697136,20.541466093451472,18.20682,0.01,20.004261,16.830498000000002,5.024309966124153,0.2846929438374015,0.2,0.01,       ,0.18,19.21,13.88, 1.09, 0.0463,0,N, 0.00793,       ,       , ,Y,Y,Y,    , 0.02076, 0.31564,2,17.23,0,1,All,2M,Simbad,129.505676,20.541531,1.09
902,22547,664461578478588672,212017328,130.32271372345787,20.542446394038336,17.091986,0.01,18.719257,15.826088,5.352993755792936,0.14304964741095627,0.2,0.01,JS727  ,0.25,17.73,13.11,15.03, 0.3700,0,Y, 0.00929,       ,       , ,N,Y,Y,    , 0.04473, 1.98142,2,17.18,0,2,All,2M,Simbad,130.32289,20.542519,15.03
903,22550,664417494934591488,212017486,129.30238187682914,20.544779408638934,14.144938,0.002,15.028244,13.222095999999999,5.422464144403653,0.062362655605368814,0.01,0.01,JS169  ,0.6,14.2,11.37,13.98, 0.5152,0,Y, 0.00777,       ,       , ,N,Y,N,    , 0.01668, 0.65831,2,14.12,0,2,All,2M,Simbad,129.302556,20.544856,13.98
904,22571,664634820279791488,212017838,128.30596310961877,20.55027087871445,16.309242,0.002,17.881948,15.077786999999999,5.296690620748408,0.09412217231444377,0.2,0.01,AD 1727,0.35,16.95,12.48, 0.67, 0.0071,0,Y, 0.00659,       ,       , ,N,Y,N,    , 0.02197, 0.57309,2,15.57,0,2,All,2M,Simbad,128.30623300000002,20.550393,0.67
906,22583,664600907218072064,212018005,129.06640575248807,20.553049813667577,14.103219000000001,0.002,14.971796,13.186117999999999,5.517238461476961,0.052121961717589566,0.01,0.01,JS118  ,0.61,14.14,11.23,13.36, 0.1252,0,Y, 0.00786,       ,       , ,N,Y,N,    , 0.01574, 0.75457,2,14.08,1,2,All,2M,Simbad,129.066574,20.553112,13.36
907,22616,661460083533415040,212018728,130.85405574296436,20.565317202503888,14.438607999999999,0.002,15.393720000000002,13.472017999999998,5.32694105574077,0.036729174364252375,0.01,0.01,JS533  ,0.6,14.57,11.4,16.51, 0.5666,0,Y, 0.00811,       ,       , ,N,Y,N,    , 0.01851, 0.68121,2,14.41,1,2,All,2M,Simbad,130.854221,20.565367000000002,16.51
