,Unnamed: 0,source_id,EPIC,ra,dec,G,G_err,bp,rp,parallax,parallax_err,BP_err,RP_err,Name,Mass,r'mag,Kmag,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,Kpmag,PrCat,PCat,All,2M,Simbad,_RA,_DE,prot
908,22623,664495457180572288,212018862,129.76625810347556,20.56725444133011,15.942639999999999,0.002,17.368392999999998,14.760646,5.7530294317691855,0.11725165592575487,0.2,0.01,JS266  ,0.39,16.45,12.28, 3.68, 0.1611,0,Y, 0.00648,       ,       , ,N,N,Y,    , 0.01461, 0.61923,2,16.02,0,2,All,2M,Simbad,129.766448,20.567314,3.68
909,22627,664403991557398784,212018902,129.56224039754272,20.56776085132002,11.244786999999999,0.0003,11.633686,10.735727,5.394970759194517,0.09008009013220923,0.002,0.002,KW543  ,1.05,11.24,9.72, 9.36, 0.5313,0,Y, 0.01065,       ,       , ,N,Y,N,    , 0.01623, 0.53755,K,11.2,1,1,All,2M,Simbad,129.562468,20.567839000000003,9.36
910,22628,664461853356491264,212018903,130.40192481389573,20.56783656661601,17.168179000000002,0.01,18.82491,15.892476,5.213139345864851,0.12718367444224285,0.2,0.01,JS733  ,0.24,17.9,13.18, 6.17, 0.3383,0,Y, 0.00825,       ,       , ,N,Y,N,    , 0.08022, 2.51650,2,17.3,0,2,All,2M,Simbad,130.402109,20.56785,6.17
911,22633,664459031561436544,212018959,130.42511886385935,20.568860328099262,17.94889,0.01,19.68596,16.6208,5.290551215120281,0.2126050790163963,0.2,0.01,AD 3003,0.18,18.81,13.83, 0.86, 0.1454,0,Y, 0.00797,       ,       , ,N,Y,M,    , 0.04331, 1.38999,2,18.13,0,2,All,2M,Simbad,130.425284,20.568867,0.86
912,22654,661462312620257664,212019252,130.70179848491935,20.573373602513854,12.207367,0.0003,12.702906,11.573817,3.899299195111357,0.061076552604579275,0.002,0.002,JS503  ,0.92,12.16,10.26,11.26, 0.4920,0,Y, 0.00836,       ,       , ,N,Y,N,    , 0.00529, 0.16428,D,12.14,2,2,All,2M,Simbad,130.70195900000002,20.573431,11.26
913,22662,664497209527231872,212019439,129.69194458283602,20.57671625455086,12.174534,0.0003,12.655479,11.558397,5.308317594683201,0.052339942361631316,0.002,0.002,KW544  ,0.89,12.13,10.31, 9.36, 0.4424,0,Y, 0.00783,       ,       , ,N,Y,N,    , 0.02344, 0.75711,K,12.13,1,2,All,2M,Simbad,129.692107,20.57678,9.36
914,22670,664453778817920256,212019656,129.96352042792535,20.580480145426282,15.109928,0.002,16.294613000000002,14.014729,5.4743561856957115,0.05707481570533219,0.01,0.01,JS318  ,0.57,15.21,11.59, 1.84, 0.8517,0,Y, 0.00920,       ,       , ,N,Y,Y,    , 0.04180, 1.98173,P,14.88,0,2,All,2M,Simbad,129.96371499999998,20.580548,1.84
915,22705,661779796602531712,212020223,131.37687975615574,20.590108936298048,9.720362,0.0003,9.962874000000001,9.357484,5.412289737755958,0.0563619839104143,0.002,0.002,JS600  ,1.32,9.72,8.77, 0.95, 0.0577,1,Y, 0.00884,       ,       , ,Y,N,N,conf, 0.00112, 0.01325,2,9.76,1,1,All,2M,Simbad,131.37704499999998,20.590168,0.95
916,22714,661463446491712384,212020360,130.6889373735317,20.592583015050614,18.201159,0.01,19.93215,16.866787,5.139091122427195,0.20544034748059373,0.2,0.01,       ,0.17,19.09,14.13, 0.52, 0.0991,0,Y, 0.00797,       ,       , ,N,N,N,    , 0.04025, 0.20276,2,18.41,0,1,All,2M,Simbad,130.689113,20.592669,0.52
917,22752,664451609857973376,212020850,130.14545749428234,20.60100658434992,18.064686,0.01,19.81341,16.720045000000002,5.744313304231511,0.2506078259684077,0.2,0.01,AD 2791,0.18,18.91,13.96, 0.79, 0.0528,0,Y, 0.00662,       ,       , ,N,Y,Y,    , 0.01852, 0.44586,2,17.3,0,2,All,2M,Simbad,130.14566499999998,20.601057,0.79
918,22766,664463502623929088,212021051,130.4337484947705,20.60440860432122,16.86871,0.002,18.464787,15.619713,5.3240430715171625,0.1035371048718996,0.2,0.01,AD 3010,0.26,17.48,12.99, 7.40, 0.5340,0,Y, 0.00802,       ,       , ,N,Y,N,    , 0.04172, 2.07063,2,16.97,0,2,All,2M,Simbad,130.43391599999998,20.604443,7.4
921,22784,664419556518886272,212021253,129.36841692860702,20.60786507810245,14.749160999999999,0.002,15.818133,13.716638,5.628978500805397,0.07861859105173484,0.01,0.01,JS181  ,0.59,14.83,11.49, 7.24, 0.8205,0,Y, 0.00794,       ,       , ,N,Y,N,    , 0.07387, 3.40926,P,14.75,0,2,All,2M,Simbad,129.368592,20.607941,7.24
922,22794,664600804138934400,212021375,129.1666180310231,20.609728063875302,11.67919,0.0003,12.095384,11.126469,5.273767338922731,0.09316362644493964,0.002,0.002,JS142  ,0.99,11.65,10.08, 8.89, 0.2626,0,N, 0.00796,       ,       , ,N,Y,N,    , 0.00641, 0.25317,2,11.6,1,2,All,2M,Simbad,129.16680300000002,20.609919,8.89
923,22821,664604549350339200,212021901,128.98523932882125,20.618548390747808,18.297417000000003,0.01,20.17831,16.946827,6.1917636050056455,0.4955238043848507,0.2,0.01,AD 2082,0.17,19.26,14.08, 1.22, 0.8126,0,Y, 0.00729,       ,       , ,N,N,N,    , 0.08672, 3.85886,2,17.53,0,2,All,2M,Simbad,128.98546000000002,20.61862,1.22
926,22924,664455118847781760,212023280,130.09322513136922,20.64080639129397,14.20535,0.002,15.116194,13.268105499999999,5.5285577380620765,0.03872515662509116,0.01,0.01,JS353  ,0.61,14.27,11.22,14.73, 0.4982,0,Y, 0.00762,       ,       , ,N,Y,N,    , 0.02185, 0.94928,D,14.17,2,2,All,2M,Simbad,130.093397,20.640869,14.73
927,22935,661836284012503552,212023593,131.00261446008622,20.645917166045088,18.378557,0.01,20.191545,17.04855,5.4906781773967115,0.2188933706804148,0.2,0.2,AD 3267,0.16,19.25,14.27, 0.57, 0.1215,0,Y, 0.00784,       ,       , ,N,Y,N,    , 0.02709, 0.10970,2,17.26,0,2,All,2M,Simbad,131.0028,20.645966,0.57
928,22961,664502084313453568,212024154,129.88332757279142,20.655593873341427,11.835549,0.0003,12.379775,11.164844500000001,4.649497958671148,0.3399035755704599,0.002,0.002,JS297  ,1.04,11.75,9.77,10.54, 0.5061,0,N, 0.00763,       ,       , ,N,Y,Y,cand, 0.00955, 0.33251,2,11.76,1,2,All,2M,Simbad,129.8835,20.655656,10.54
929,22968,664510949126187136,212024396,129.5190974796008,20.659721952057275,16.98931,0.002,18.630948999999998,15.740454000000001,5.143951842114146,0.13872328735978665,0.2,0.01,JS704  ,0.24,17.71,13.14,16.70, 0.7030,0,Y, 0.00832,       ,       , ,N,Y,N,    , 0.05420, 2.30589,2,17.17,0,1,All,2M,Simbad,129.51927,20.659798000000002,16.7
930,22978,664499954009909760,212024554,129.69020694771964,20.66215922609626,17.575352,0.01,19.19184,16.292273,5.572125347193949,0.22723758378477896,0.2,0.01,AD 2452,0.2,18.31,13.6, 1.34, 0.0377,0,N, 0.00685,       ,       , ,N,Y,N,    , 0.01887, 0.48821,2,16.82,0,2,All,2M,Simbad,129.690392,20.662201,1.34
931,22979,663904126083650048,212024569,127.73989373787882,20.66242825025065,14.741109,0.002,15.682820999999999,13.784791,5.003428940005512,0.05647268761995616,0.01,0.01,AD 1423,0.55,14.7,11.72,15.49, 0.2864,0,Y, 0.00840,       ,       , ,N,N,N,    , 0.00796, 0.18426,2,14.89,0,2,All,2M,Simbad,127.74001499999999,20.662463,15.49
933,23012,664464808293984000,212025163,130.4165500451054,20.672141222866767,9.522808,0.0003,9.754986,9.176066,5.182855385882038,0.0762859184592595,0.002,0.002,JS446  ,1.42,9.53,8.59, 1.06, 0.1133,0,Y, 0.00811,       ,       , ,Y,N,N,    , 0.00090, 0.01379,2,9.64,1,1,All,2M,Simbad,130.416701,20.672195000000002,1.06
934,23024,664608638159278080,212025613,129.29938716174306,20.67978509581013,15.885694,0.002,17.177906,14.750851,5.696068766299502,0.13515755046363065,0.2,0.01,JS166  ,0.39,16.28,12.29,11.30, 0.0290,1,Y, 0.00816,       ,       , ,N,Y,Y,    , 0.03608, 0.25074,2,15.69,0,2,All,2M,Simbad,129.299611,20.679872,11.3
936,23050,664605270904832768,212025985,129.0645446318721,20.685986254276578,14.8284025,0.002,15.878354000000002,13.814615,5.192883283366923,0.07382382575065881,0.01,0.01,JS117  ,0.56,14.91,11.63,17.27, 0.4589,0,Y, 0.00821,       ,       , ,N,Y,Y,    , 0.01562, 0.39024,2,14.82,1,2,All,2M,Simbad,129.064719,20.686044,17.27
937,23081,661699566613242880,212026716,132.24945269449864,20.698739970268022,17.929232,0.01,19.85439,16.554434,4.915080325393865,0.17679745722629084,0.2,0.01,       ,0.19,18.97,13.72, 0.30, 0.0390,0,Y, 0.00792,       ,       , ,N,N,Y,    , 0.02077, 0.13072,2,18.21,0,1,All,2M,Simbad,132.249606,20.698763,0.3
938,23089,664456626379853696,212026805,130.0704498019142,20.70011805795692,18.430542000000003,0.01,20.02959,17.067324,5.688967550893962,0.29552517243668885,0.2,0.2,HSHJ309,0.16,19.37,14.26, 0.60, 0.1604,0,Y, 0.00776,       ,       , ,N,N,Y,    , 0.04333, 1.01796,2,18.66,0,2,All,2M,Simbad,130.070626,20.700198999999998,0.6
939,23099,664641348629985280,212026921,128.31408962212126,20.702435465774236,12.459369,0.0003,12.986339,11.800583,5.478656257565709,0.045435446259438204,0.002,0.002,JS 25  ,0.85,12.39,10.44,12.07, 0.4166,0,Y, 0.00860,       ,       , ,M,Y,N,    , 0.00954, 0.31002,2,12.51,0,2,All,2M,Simbad,128.314256,20.702492000000003,12.07
941,23124,661690736160492928,212027377,132.64680736282722,20.710382175157093,17.464418,0.01,19.134937,16.172556,5.3547532219566465,0.13915054285379527,0.2,0.01,AD 3788,0.21,18.29,13.4, 1.11, 0.5018,0,Y, 0.00777,       ,       , ,N,N,N,    , 0.03633, 1.25283,2,17.64,0,2,All,2M,Simbad,132.64699299999998,20.710466,1.11
943,23128,664456733755404928,212027446,130.07025169748803,20.71166684767974,16.820768,0.002,18.371086,15.582623000000002,5.2917402862711205,0.1186763520680105,0.2,0.01,JS720  ,0.26,17.42,12.97, 5.31, 0.8714,0,Y, 0.00813,       ,       , ,N,Y,Y,    , 0.06622, 3.28754,P,16.91,0,2,All,2M,Simbad,130.070418,20.71174,5.31
944,23133,664641413053011328,212027544,128.30790802181116,20.713389386222797,18.642104999999997,0.01,20.294611,17.26579,5.18096980257374,0.2929844449988753,0.2,0.2,AD 1728,0.15,19.58,14.4, 0.46, 0.0873,0,Y, 0.00761,       ,       , ,N,Y,Y,    , 0.08512, 0.19530,2,18.87,1,2,All,2M,Simbad,128.308072,20.713425,0.46
946,23144,661699910210446848,212027750,132.3113302739501,20.716874521494653,13.319320999999999,0.002,14.00448,12.5261345,4.396436809177773,0.024479043518402303,0.01,0.002,       ,0.69,13.31,10.82,20.31, 0.3107,0,Y, 0.00810,       ,       , ,N,Y,Y,    , 0.00210, 0.05459,2,13.32,1,1,All,2M,Simbad,132.311534,20.716921,20.31
947,23145,661838281173303808,212027753,131.05116375689153,20.716862469445022,17.699846,0.01,19.510105,16.380589999999998,5.6927828955830435,0.14249008894014287,0.2,0.01,AD 3283,0.2,18.58,13.54, 1.00, 0.7123,0,Y, 0.00858,       ,       , ,N,Y,N,    , 0.08397, 3.68681,2,17.03,0,2,All,2M,Simbad,131.05134099999998,20.716955,1.0
948,23179,664513049366544256,212028430,129.59926074695244,20.727951500792802,14.257169000000001,0.002,15.174588,13.312368,5.339991116670405,0.04159442362652704,0.01,0.01,JS227  ,0.6,14.28,11.3,15.33, 0.7339,0,Y, 0.00928,       ,       , ,N,Y,Y,    , 0.01159, 0.54683,2,14.24,1,1,All,2M,Simbad,129.599439,20.728011,15.33
949,23189,664505898245002496,212028729,129.86346960817013,20.73299967043802,18.86655,0.01,20.46348,17.459019,5.496582244082751,0.4727754878466763,0.2,0.2,AD 2565,0.15,20.02,14.51, 0.51, 0.2222,0,Y, 0.00956,       ,       , ,N,N,Y,    , 0.04044, 0.99992,2,17.44,0,2,All,2M,Simbad,129.863662,20.733093,0.51
950,23206,664506143059189888,212029094,129.82505464661259,20.739210318696532,15.452684,0.002,16.650742,14.360157999999998,5.396699185476153,0.06104829895742494,0.01,0.01,JS284  ,0.45,15.78,12.06,19.91, 0.5500,0,Y, 0.00919,       ,       , ,N,Y,N,    , 0.02244, 0.91514,2,15.42,1,2,All,2M,Simbad,129.825208,20.739261,19.91
951,23210,664477968073854720,212029226,130.30837654065346,20.741529409204897,16.042955,0.002,17.648266,14.791963,5.474778125275375,0.10828831150381148,0.2,0.01,JS416  ,0.42,16.67,12.15, 1.52, 0.0186,0,N, 0.00683,       ,       , ,Y,N,N,    , 0.03454, 1.08096,2,15.29,1,2,All,2M,Simbad,130.30856,20.741606,1.52
952,23246,664506173122311936,212030244,129.8396137520143,20.758073978552307,11.727034,0.0003,12.1588955,11.158872,5.476006236323181,0.047116845269998715,0.002,0.002,JS286  ,1.0,11.69,10.03, 9.19, 0.6833,0,Y, 0.00860,       ,       , ,N,Y,N,    , 0.01465, 0.63956,D,11.67,1,2,All,2M,Simbad,129.839768,20.758183,9.19
956,23281,664478620908806784,212031366,130.3299410147743,20.777495271485407,13.054496,0.002,13.695604000000001,12.303730999999999,5.0098298947984965,0.057992857116035725,0.01,0.002,JS424  ,0.76,13.0,10.7,12.42, 0.9446,0,Y, 0.00951,       ,       , ,N,Y,N,    , 0.01793, 0.87872,2,13.0,0,2,All,2M,Simbad,130.330098,20.777565,12.42
957,23285,664610562304515712,212031440,129.27961041095926,20.778840763839327,16.67051,0.002,18.238428,15.419816,5.311259756047178,0.20224964949636065,0.2,0.01,AD 2272,0.29,17.29,12.76,16.89, 0.1791,0,Y, 0.00737,       ,       , ,N,M,Y,    , 0.00844, 0.24628,2,16.05,0,2,All,2M,Simbad,129.279782,20.778868,16.89
958,23300,664516000007445632,212031837,129.4548643916745,20.7851717377384,18.86893,0.01,20.666477,17.445906,5.727081366658808,0.3800472724185669,0.2,0.2,       ,0.15,19.84,14.58, 1.63, 0.1404,0,Y, 0.00709,       ,       , ,N,N,M,    , 0.04820, 1.63054,2,17.44,0,1,All,2M,Simbad,129.455043,20.785232999999998,1.63
959,23305,664518856162322304,212031993,129.728017544743,20.78797215989124,18.325346,0.01,19.970774,16.957912,5.498813828623271,0.3136034769980525,0.2,0.01,       ,0.17,19.24,14.06, 1.16, 0.0152,0,Y, 0.00628,       ,       , ,N,M,N,    , 0.02631, 0.54352,2,18.57,0,1,All,2M,Simbad,129.728205,20.788027,1.16
960,23317,664516107383262208,212032381,129.45748926246063,20.79459635297208,17.932285,0.01,19.692728,16.605646,5.169035535983634,0.19856586780014407,0.2,0.01,       ,0.19,18.72,13.78, 1.72, 0.4683,0,Y, 0.00837,       ,       , ,N,N,N,    , 0.04524, 1.95000,2,17.3,0,1,All,2M,Simbad,129.45767800000002,20.79464,1.72
961,23334,664508616960346752,212032714,129.8421441904897,20.799486258096035,17.412622,0.01,19.151579,16.101942,4.859985298637034,0.26252793173312144,0.2,0.01,HSHJ261,0.22,18.27,13.36, 0.42, 0.1664,0,N, 0.00925,       ,       , ,N,N,Y,    , 0.03581, 0.02978,2,17.6,0,2,All,2M,Simbad,129.842323,20.799557,0.42
963,23379,664625302630788608,212034371,128.98712031728292,20.82625336691887,11.629719,0.0003,12.058297999999999,11.040685,5.236612307135159,0.04971474433339405,0.002,0.002,JS102  ,1.03,11.76,9.83, 1.21, 0.3959,0,Y, 0.00773,       ,       , ,N,Y,Y,conf, 0.02411, 0.70822,2,11.56,0,2,All,2M,Simbad,128.98728799999998,20.826318,1.21
964,23399,664625714949149312,212035051,129.0133383014415,20.837644221886123,17.817992999999998,0.01,19.521735999999997,16.503733,5.599503250746182,0.2577037229922122,0.2,0.01,HSHJ 96,0.19,18.68,13.78, 1.88, 0.1553,0,Y, 0.00756,       ,       , ,N,N,Y,    , 0.05493, 1.14892,2,18.01,1,2,All,2M,Simbad,129.013542,20.837702,1.88
965,23404,664658700297947008,212035441,128.13500931081163,20.844674849904234,16.491255,0.002,17.995767999999998,15.280429000000002,5.054071212692633,0.1208393791444938,0.2,0.01,JS 10  ,0.29,17.32,12.72,16.51, 0.2359,0,Y, 0.00847,       ,       , ,N,Y,Y,    , 0.03634, 0.89140,2,16.57,0,2,All,2M,Simbad,128.135183,20.844728,16.51
967,23420,664520294975172608,212036187,129.73564278338307,20.857665949121987,17.281285999999998,0.01,19.145374,15.95836,5.344064389145535,0.1745987151087668,0.2,0.01,HSHJ236,0.25,18.15,13.12, 0.77, 0.1480,0,Y, 0.00865, 1.1866, 0.0271,0,N,Y,N,    , 0.01470, 0.40953,2,17.48,0,2,All,2M,Simbad,129.735826,20.857735,0.77
968,23459,665412690396632832,212038642,127.80446362771586,20.9000723763573,16.640852,0.002,18.20733,15.401128,5.178153601580656,0.13681798046497526,0.2,0.01,AD 1465,0.28,17.47,12.8,18.44, 0.1359,0,Y, 0.00734,       ,       , ,N,N,Y,    , 0.02102, 0.87916,2,16.06,0,2,All,2M,Simbad,127.804617,20.90011,18.44
970,23502,685766025015273856,212064701,133.01426199636626,21.36023073929189,12.308469,0.0003,12.867763,11.624338999999999,6.591107259378685,0.037391200888596834,0.002,0.002,AD 3937,0.97,12.16,10.17, 9.51, 0.2182,0,Y, 0.00831,       ,       , ,N,Y,N,cand, 0.00762, 0.33417,2,12.28,1,2,All,2M,Simbad,133.01439299999998,21.360267999999998,9.51
972,23523,664926049125744640,212066424,130.75215916528595,21.391102229654397,18.491316,0.01,20.517592999999998,17.062666,9.218618080357844,0.2377656847255331,0.2,0.2,AD 3155,0.17,19.72,14.07,24.85, 0.2520,0,Y, 0.00854,       ,       , ,N,N,N,    , 0.03617, 1.20528,2,17.5,0,2,All,2M,Simbad,130.752288,21.391151,24.85
974,23590,664763085183100160,212068782,129.59522482678406,21.43342191011763,18.390514000000003,0.01,19.747412,17.041948,5.607176179862133,0.2859020107499931,0.2,0.2,       ,0.17,19.31,14.13, 1.89, 0.2492,0,Y, 0.00783,       ,       , ,N,Y,Y,    , 0.06709, 1.87327,2,18.63,0,1,All,2M,Simbad,129.595396,21.433489,1.89
975,23602,665458595007014912,212069223,128.44553632591365,21.44094450968768,14.047726,0.002,14.93322,13.1286125,5.359653624352469,0.042201965964822466,0.01,0.01,JS 45  ,0.62,14.23,11.15,14.66, 0.7871,0,Y, 0.00857,       ,       , ,N,Y,N,    , 0.00767, 0.34713,2,14.09,1,2,All,2M,Simbad,128.445705,21.441010000000002,14.66
978,23613,665490339108666368,212069380,127.87429506168723,21.444050369673864,19.42485,0.01,21.286272,18.00753,5.1805909447695635,0.522913635482635,0.2,0.2,       ,0.14,20.56,14.8, 0.27, 0.1817,0,Y, 0.00669,       ,       , ,N,N,N,    , 0.12061, 0.16047,2,18.71,0,1,All,2M,Simbad,127.87446000000001,21.44412,0.27
980,23691,664895988650515968,212070886,131.26583879357943,21.47164404902027,18.366865,0.01,20.071882000000002,17.028679,4.6288125336900166,0.3978099176569732,0.2,0.2,AD 3366,0.16,19.26,14.23, 0.58, 0.0770,0,N, 0.00790,       ,       , ,N,N,N,    , 0.03638, 0.43612,2,18.58,0,2,All,2M,Simbad,131.26601200000002,21.471714000000002,0.58
981,23751,664942404361149568,212072268,130.4307746112695,21.49726523363486,18.155972,0.01,20.058123000000002,16.765486,5.1397994650720635,0.2195440122438807,0.2,0.01,HSHJ386,0.19,19.22,13.63, 0.53, 0.0908,0,N, 0.00835,       ,       , ,N,N,N,    , 0.03551, 0.37490,2,18.48,0,2,All,2M,Simbad,130.430917,21.497341,0.53
982,23802,664989722016905728,212074153,131.45263357438907,21.532344860503674,16.414348999999998,0.002,17.960047,15.186029999999999,5.411465266664574,0.09828185448422816,0.2,0.01,JS756  ,0.33,16.92,12.57,15.33, 0.8066,0,Y, 0.00834,       ,       , ,N,M,Y,    , 0.04545, 2.15294,2,16.51,0,1,All,2M,Simbad,131.452843,21.532373,15.33
983,23833,664770472526841472,212074908,129.6173019131827,21.546058015865487,12.911442999999998,0.0003,13.697773000000002,12.052224,5.3942410124039135,0.4538923124640834,0.01,0.002,JS231  ,0.95,12.93,10.2,13.66, 0.2869,0,Y, 0.00775,       ,       , ,N,Y,N,conf, 0.00873, 0.40865,2,12.83,1,2,All,2M,Simbad,129.61746599999998,21.546126,13.66
984,23858,665129291274350976,212075775,130.15080951408973,21.561656990105504,11.53983,0.0003,11.937192,11.007102,5.3595791893474765,0.054918761699209485,0.002,0.002,       ,1.01,11.61,9.97, 9.02, 0.2018,0,Y, 0.00830,       ,       , ,N,Y,N,    , 0.00664, 0.26359,D,11.45,2,2,All,2M,Simbad,130.15098600000002,21.561719,9.02
985,23863,664814727869793536,212075988,129.24079877473912,21.565437984573173,13.902045000000001,0.002,14.722241,13.023156,5.2769078403266,0.02933360317313836,0.01,0.01,JS156  ,0.62,13.89,11.12,13.98, 0.6335,0,Y, 0.00896,       ,       , ,N,Y,N,    , 0.01245, 0.51515,D,13.8,2,2,All,2M,Simbad,129.240957,21.565496,13.98
986,23880,664946836767421696,212076402,130.35826895647853,21.573632349073552,18.11835,0.01,19.873568,16.781984,5.941569532952388,0.1746841771347333,0.2,0.01,HSHJ367,0.17,18.91,14.03, 0.66, 0.4409,0,Y, 0.00716,       ,       , ,N,N,N,    , 0.08092, 2.58393,2,18.31,0,2,All,2M,Simbad,130.358426,21.573695999999998,0.66
987,23901,662003860752394880,212077095,132.3186711735699,21.586712219874805,15.266303,0.002,16.765448000000003,14.062032,7.49803852465024,0.06960223440046487,0.01,0.01,HSHJ510,0.58,16.02,11.53, 1.13, 0.9605,0,Y, 0.00815,       ,       , ,N,N,Y,    , 0.06392, 2.91814,2,14.72,0,1,All,2M,Simbad,132.318818,21.586761,1.13
988,23907,665530406860150912,212077235,127.79337532501927,21.589489333949704,13.641035,0.002,14.307997,12.8661,4.150895098492423,0.02769849089924729,0.01,0.002,AD 1459,0.61,13.63,11.21,16.16, 0.2908,0,Y, 0.00748,       ,       , ,N,M,N,    , 0.01038, 0.28020,2,13.69,1,2,All,2M,Simbad,127.793522,21.589564000000003,16.16
990,23928,664991817960938112,212078299,131.53810113277453,21.607967895276733,17.258123,0.01,18.9401,15.966238,5.6650395111217176,0.12702742261036676,0.2,0.01,HSHJ498,0.24,18.08,13.18, 1.59, 0.2697,0,Y, 0.00762,       ,       , ,N,N,N,    , 0.03084, 0.74947,2,17.45,0,2,All,2M,Simbad,131.538321,21.608027,1.59
991,23934,665507969950936064,212078515,127.7019705894614,21.61250855410345,18.2288,0.01,19.922398,16.88327,5.290896196861013,0.2262305563212162,0.2,0.01,AD 1407,0.17,19.15,14.0, 1.32, 0.1354,0,Y, 0.00873,       ,       , ,N,M,Y,    , 0.06108, 1.32241,2,17.52,0,2,All,2M,Simbad,127.70215400000001,21.612593,1.32
992,23950,664909835625008256,212078811,131.22427383857732,21.618438824824,15.499498,0.002,16.731792000000002,14.377042999999999,5.54392617910772,0.0853041298558594,0.01,0.01,AD 3349,0.47,15.87,12.01,23.67, 0.7191,0,Y, 0.00792,       ,       , ,N,M,Y,    , 0.01146, 0.45626,2,15.19,0,2,All,2M,Simbad,131.224474,21.618479999999998,23.67
993,24018,665004702861616256,212080687,131.36626481121152,21.65353004826067,10.407047,0.0003,10.693706500000001,9.981182,5.236533849889874,0.0779136638207377,0.002,0.002,JS596  ,1.18,10.34,9.26, 4.92, 0.5092,0,Y, 0.00778,       ,       , ,N,Y,N,    , 0.00535, 0.15733,K,10.34,1,1,All,2M,Simbad,131.36643899999999,21.653576,4.92
994,24048,664963024499946496,212081702,130.84387194770818,21.67163315682793,10.40414,0.0003,10.767578,9.905735,5.597635847709588,0.047020672639445135,0.002,0.002,JS532  ,1.24,10.36,8.97,11.17, 0.7738,0,Y, 0.00804,       ,       , ,N,Y,N,conf, 0.01304, 0.59481,2,10.34,1,1,All,2M,Simbad,130.844045,21.671699,11.17
