id_starname,id_kic,id_koicand,id_kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,kic_kepmag,kic_jmag,kic_hmag,kic_kmag,cks_fp,cks_steff,cks_steff_err1,cks_steff_err2,cks_slogg,cks_slogg_err1,cks_slogg_err2,cks_smet,cks_smet_err1,cks_smet_err2,cks_svsini,cks_svsini_err1,cks_svsini_err2,iso_steff,iso_steff_err1,iso_steff_err2,iso_slogg,iso_slogg_err1,iso_slogg_err2,iso_smet,iso_smet_err1,iso_smet_err2,iso_srad,iso_srad_err1,iso_srad_err2,iso_smass,iso_smass_err1,iso_smass_err2,iso_sage,iso_sage_err1,iso_sage_err2,iso_slogage,iso_slogage_err1,iso_slogage_err2,iso_sparallax,iso_sparallax_err1,iso_sparallax_err2,iso_prad,iso_prad_err1,iso_prad_err2,iso_sma,iso_sma_err1,iso_sma_err2,iso_insol,iso_insol_err1,iso_insol_err2,iso_teq,iso_teq_err1,iso_teq_err2
406,K00511,6451936,K00511.02,Kepler-173 b,CONFIRMED,4.26374847,1.368e-05,-1.368e-05,2454966.72,0.00234,-0.00234,0.3197,0.1441,-0.3196,2.2885,0.069,-0.069,,,,183.1,7.4,-7.4,0.012558,0.000418,-0.000327,2.66952,0.79672,-0.6572,1.28,0.51,-0.2,0.0476,,,1179.0,,,457.15,546.58,-165.89,13.69,4.1,-4.1,22.912243,27.8,2,,6032.0,176.0,-158.0,4.395,0.146,-0.268,-0.78,0.3,-0.26,0.935,0.373,-0.148,0.793,0.105,-0.043,,,,stellar_q1_q16,14.209,13.081,12.763,12.668,False,5941.1,60.0,-60.0,4.434,0.1,-0.1,0.065,0.04,-0.04,3.6,1.0,-1.0,5933.0,65.0,-62.0,4.401,0.063,-0.084,0.06,0.043,-0.042,1.079,0.112096817082,-0.0751644623476,1.071,0.0352536012345,-0.0344647123882,3.54813389234,1.97933621903,-2.1324200126,9.55,0.192526402901,-0.399024510069,1.239,0.094,-0.117,1.48055179457,0.136048684327,-0.136048684327,0.0526810813713,0.000880873625982,-0.000880873625982,469.433903424,85.5254664709,-85.5254664709,1186.19786792,53.9957434632,-53.9957434632
407,K00517,8015907,K00517.01,Kepler-585 b,CONFIRMED,2.752359753,1.424e-06,-1.424e-06,2455004.26,0.000408,-0.000408,0.7477,0.064,-0.5188,2.1154,0.0317,-0.0317,,,,819.4,6.7,-6.7,0.028477,0.000125,-0.002003,0.88278,1.59211,-0.03386,3.64,1.38,-0.64,0.0384,,,1400.0,,,907.58,1019.76,-357.67,7.07,3.2,-3.2,93.211624,151.4,1,,5749.0,158.0,-164.0,4.3,0.154,-0.23,0.1,0.22,-0.26,1.17,0.445,-0.205,0.994,0.163,-0.099,,,,stellar_q1_q16,14.034,12.808,12.459,12.403,False,5542.3,60.0,-60.0,4.551,0.1,-0.1,0.264,0.04,-0.04,2.8,1.0,-1.0,5538.0,66.0,-65.0,4.478,0.043,-0.066,0.245,0.042,-0.042,0.953,0.0706207023471,-0.0488700685492,0.993,0.0359780433042,-0.0368160236853,3.98107170553,3.45504328428,-2.66204548704,9.6,0.271346096949,-0.479746571827,1.649,0.092,-0.114,2.96291128133,0.261294890381,-0.261294890381,0.0383591367287,0.000641076171364,-0.000641076171364,523.96115878,88.9729237875,-88.9729237875,1219.23746587,51.7737283266,-51.7737283266
408,K00518,8017703,K00518.01,Kepler-174 b,CONFIRMED,13.98177228,1.386e-05,-1.386e-05,2455014.975,0.000804,-0.000804,0.0661,0.3373,-0.0661,2.9526,0.0285,-0.0285,,,,1062.3,12.4,-12.4,0.028932,0.000822,-0.00025,4.9616,0.24172,-1.14084,1.88,0.08,-0.09,0.095,,,507.0,,,15.58,2.68,-2.56,37.15,1.8,-1.8,85.944534,97.9,3,,4590.0,88.0,-91.0,4.655,0.034,-0.018,-0.64,0.16,-0.14,0.595,0.025,-0.029,0.583,0.03,-0.018,,,,stellar_q1_q16,14.287,12.791,12.293,12.184,False,4693.0,60.0,-60.0,4.532,0.1,-0.1,-0.564,0.04,-0.04,2.1,1.0,-1.0,4699.0,64.0,-64.0,4.656,0.025,-0.019,-0.545,0.043,-0.045,0.614,0.0178829080409,-0.0186225239965,0.624,0.020291633744,-0.0187550099973,9.54992586021,4.35979573604,-5.91221274771,9.98,0.163318437654,-0.419171554468,3.15,0.11,-0.1,1.93752161471,0.160511562144,-0.160511562144,0.0971188114158,0.00163842633378,-0.00163842633378,17.398459702,3.01751858071,-3.01751858071,520.464636803,22.4891777269,-22.4891777269
409,K00518,8017703,K00518.02,Kepler-174 c,CONFIRMED,44.0004287,0.0001377,-0.0001377,2455043.76,0.00247,-0.00247,0.0182,0.3872,-0.0181,5.1685,0.0739,-0.0739,,,,644.5,16.5,-16.5,0.0225,0.000763,-0.000336,2.8723,0.0739,-0.84865,1.46,0.06,-0.07,0.2039,,,346.0,,,3.38,0.58,-0.55,66.49,1.7,-1.7,35.42724,41.3,3,,4590.0,88.0,-91.0,4.655,0.034,-0.018,-0.64,0.16,-0.14,0.595,0.025,-0.029,0.583,0.03,-0.018,,,,stellar_q1_q16,14.287,12.791,12.293,12.184,False,4693.0,60.0,-60.0,4.532,0.1,-0.1,-0.564,0.04,-0.04,2.1,1.0,-1.0,4699.0,64.0,-64.0,4.656,0.025,-0.019,-0.545,0.043,-0.045,0.614,0.0178829080409,-0.0186225239965,0.624,0.020291633744,-0.0187550099973,9.54992586021,4.35979573604,-5.91221274771,9.98,0.163318437654,-0.419171554468,3.15,0.11,-0.1,1.50681049171,0.126670392794,-0.126670392794,0.208570588882,0.00349096871525,-0.00349096871525,3.76433933615,0.651233539235,-0.651233539235,354.965150717,15.2482738212,-15.2482738212
410,K00518,8017703,K00518.03,Kepler-174 d,CONFIRMED,247.354265,0.001396,-0.001396,2455197.159,0.00334,-0.00334,0.1825,0.2434,-0.1823,8.686,0.122,-0.122,,,,1322.9,27.8,-27.8,0.032383,0.000882,-0.000702,3.3395,0.17574,-1.10644,2.1,0.09,-0.1,0.6448,,,194.0,,,0.34,0.06,-0.06,221.0,11.6,-11.6,40.41538,44.1,3,,4590.0,88.0,-91.0,4.655,0.034,-0.018,-0.64,0.16,-0.14,0.595,0.025,-0.029,0.583,0.03,-0.018,,,,stellar_q1_q16,14.287,12.791,12.293,12.184,False,4693.0,60.0,-60.0,4.532,0.1,-0.1,-0.564,0.04,-0.04,2.1,1.0,-1.0,4699.0,64.0,-64.0,4.656,0.025,-0.019,-0.545,0.043,-0.045,0.614,0.0178829080409,-0.0186225239965,0.624,0.020291633744,-0.0187550099973,9.54992586021,4.35979573604,-5.91221274771,9.98,0.163318437654,-0.419171554468,3.15,0.11,-0.1,2.16982811444,0.179133462613,-0.179133462613,0.659281846537,0.0110369407344,-0.0110369407344,0.377690062839,0.0641166331854,-0.0641166331854,199.777887156,8.43912781591,-8.43912781591
411,K00519,8022244,K00519.01,Kepler-175 b,CONFIRMED,11.90350858,2.956e-05,-2.956e-05,2455011.342,0.0019,-0.0019,0.5861,0.0803,-0.4283,4.2995,0.0676,-0.0676,,,,681.3,15.6,-15.6,0.024849,0.002627,-0.000877,0.75266,0.57428,-0.1289,2.72,1.15,-0.25,0.1047,,,827.0,,,110.54,137.37,-30.77,17.8,6.8,-6.8,40.268654,49.1,2,,6063.0,149.0,-199.0,4.47,0.045,-0.297,-0.02,0.2,-0.3,1.001,0.427,-0.092,1.079,0.202,-0.138,,,,stellar_q1_q16,14.939,13.773,13.487,13.496,False,5735.2,60.0,-60.0,4.211,0.1,-0.1,0.043,0.04,-0.04,2.3,1.0,-1.0,5735.0,66.0,-66.0,4.23,0.1,-0.1,0.042,0.041,-0.038,1.27,0.181783277559,-0.152135334489,1.003,0.0438566254972,-0.0377677587368,8.89201117858,1.62866845586,-1.63812557379,9.949,0.073043796087,-0.0884292976113,0.733,0.098,-0.092,3.42611226846,0.514460924608,-0.514460924608,0.102197393515,0.00171266386823,-0.00171266386823,149.317770568,40.5492195695,-40.5492195695,890.82295659,60.2640061542,-60.2640061542
412,K00519,8022244,K00519.02,Kepler-175 c,CONFIRMED,34.0350559,0.000141,-0.000141,2454967.428,0.00346,-0.00346,0.8619,0.04,-0.629,7.089,0.125,-0.125,,,,785.0,20.2,-20.2,0.029429,0.000154,-0.003407,0.14407,0.71331,-0.05088,3.22,1.37,-0.3,0.2109,,,583.0,,,27.24,33.86,-7.58,20.7,10.2,-10.2,34.868164,40.2,2,,6063.0,149.0,-199.0,4.47,0.045,-0.297,-0.02,0.2,-0.3,1.001,0.427,-0.092,1.079,0.202,-0.138,,,,stellar_q1_q16,14.939,13.773,13.487,13.496,False,5735.2,60.0,-60.0,4.211,0.1,-0.1,0.043,0.04,-0.04,2.3,1.0,-1.0,5735.0,66.0,-66.0,4.23,0.1,-0.1,0.042,0.041,-0.038,1.27,0.181783277559,-0.152135334489,1.003,0.0438566254972,-0.0377677587368,8.89201117858,1.62866845586,-1.63812557379,9.949,0.073043796087,-0.0884292976113,0.733,0.098,-0.092,4.07019426625,0.584773616726,-0.584773616726,0.205791551841,0.00341831650442,-0.00341831650442,37.0012829166,9.91871693919,-9.91871693919,628.518002581,42.0330589226,-42.0330589226
413,K00520,8037145,K00520.04,Kepler-176 e,CONFIRMED,51.16579,0.0006432,-0.0006432,2455005.308,0.0106,-0.0106,0.4537,0.47,-0.2484,4.715,0.325,-0.325,,,,304.7,24.7,-24.7,0.016054,0.000424,-0.001353,3.09428,1.48307,-0.90271,1.54,0.55,-0.16,0.2534,,,429.0,,,8.01,9.0,-2.19,75.4,36.1,-36.1,10.317428,13.7,4,,5229.0,178.0,-137.0,4.47,0.085,-0.269,0.07,0.27,-0.25,0.877,0.318,-0.089,0.826,0.11,-0.063,,,,stellar_q1_q16,14.55,13.097,12.686,12.567,False,5105.9,60.0,-60.0,4.577,0.1,-0.1,0.131,0.04,-0.04,1.4,1.0,-1.0,5106.0,65.0,-64.0,4.538,0.041,-0.048,0.124,0.042,-0.043,0.819,0.0423001702124,-0.033306221641,0.845,0.0318529433491,-0.0301763152157,7.76247116629,5.1785334736,-4.93981104225,9.89,0.221967992919,-0.43934141202,1.868,0.086,-0.094,1.43108420901,0.138346354574,-0.138346354574,0.255112033838,0.00425185585763,-0.00425185585763,6.2583891441,1.06604634887,-1.06604634887,403.068785624,17.0817544678,-17.0817544678
414,K00520,8037145,K00520.01,Kepler-176 c,CONFIRMED,12.75934834,1.748e-05,-1.748e-05,2455003.321,0.00106,-0.00106,0.2538,0.1188,-0.2538,3.5116,0.0358,-0.0358,,,,939.2,14.0,-14.0,0.027597,0.000432,-0.000499,2.45566,0.32111,-0.45053,2.64,0.96,-0.27,0.1004,,,682.0,,,51.05,57.32,-13.99,27.65,3.6,-3.6,53.457397,71.6,4,,5229.0,178.0,-137.0,4.47,0.085,-0.269,0.07,0.27,-0.25,0.877,0.318,-0.089,0.826,0.11,-0.063,,,,stellar_q1_q16,14.55,13.097,12.686,12.567,False,5105.9,60.0,-60.0,4.577,0.1,-0.1,0.131,0.04,-0.04,1.4,1.0,-1.0,5106.0,65.0,-64.0,4.538,0.041,-0.048,0.124,0.042,-0.043,0.819,0.0423001702124,-0.033306221641,0.845,0.0318529433491,-0.0301763152157,7.76247116629,5.1785334736,-4.93981104225,9.89,0.221967992919,-0.43934141202,1.868,0.086,-0.094,2.46923895495,0.203071093067,-0.203071093067,0.101043408364,0.00169054749149,-0.00169054749149,40.0596655939,6.9139254062,-6.9139254062,641.121521907,27.549221697,-27.549221697
415,K00520,8037145,K00520.02,Kepler-176 b,CONFIRMED,5.43312169,1.685e-05,-1.685e-05,2454971.369,0.00256,-0.00256,0.093,0.3596,-0.0929,2.3687,0.0754,-0.0754,,,,272.4,11.9,-11.9,0.014764,0.000698,-0.000363,3.56337,0.42564,-1.21885,1.41,0.52,-0.14,0.0568,,,906.0,,,159.51,179.08,-43.71,17.72,2.1,-2.1,25.7467,28.0,4,,5229.0,178.0,-137.0,4.47,0.085,-0.269,0.07,0.27,-0.25,0.877,0.318,-0.089,0.826,0.11,-0.063,,,,stellar_q1_q16,14.55,13.097,12.686,12.567,False,5105.9,60.0,-60.0,4.577,0.1,-0.1,0.131,0.04,-0.04,1.4,1.0,-1.0,5106.0,65.0,-64.0,4.538,0.041,-0.048,0.124,0.042,-0.043,0.819,0.0423001702124,-0.033306221641,0.845,0.0318529433491,-0.0301763152157,7.76247116629,5.1785334736,-4.93981104225,9.89,0.221967992919,-0.43934141202,1.868,0.086,-0.094,1.31960198216,0.115787500802,-0.115787500802,0.0572005052104,0.000948483021594,-0.000948483021594,124.80315428,21.2500045235,-21.2500045235,851.76524735,36.0394892845,-36.0394892845
416,K00520,8037145,K00520.03,Kepler-176 d,CONFIRMED,25.75260028,6.39e-05,-6.39e-05,2454969.444,0.00199,-0.00199,0.8581,0.0299,-0.585,2.914,0.101,-0.101,,,,805.7,22.7,-22.7,0.030267,5e-06,-0.004345,1.62762,7.91523,-0.56294,2.9,1.05,-0.3,0.1604,,,539.0,,,20.0,22.46,-5.48,38.5,18.7,-18.7,29.910378,38.4,4,,5229.0,178.0,-137.0,4.47,0.085,-0.269,0.07,0.27,-0.25,0.877,0.318,-0.089,0.826,0.11,-0.063,,,,stellar_q1_q16,14.55,13.097,12.686,12.567,False,5105.9,60.0,-60.0,4.577,0.1,-0.1,0.131,0.04,-0.04,1.4,1.0,-1.0,5106.0,65.0,-64.0,4.538,0.041,-0.048,0.124,0.042,-0.043,0.819,0.0423001702124,-0.033306221641,0.845,0.0318529433491,-0.0301763152157,7.76247116629,5.1785334736,-4.93981104225,9.89,0.221967992919,-0.43934141202,1.868,0.086,-0.094,2.70608782245,0.288355517007,-0.288355517007,0.161395883953,0.00270406816361,-0.00270406816361,15.7361626052,2.64594668652,-2.64594668652,507.560988754,21.2435627009,-21.2435627009
417,K00523,8806123,K00523.02,Kepler-177 b,CONFIRMED,36.8568008,0.0001623,-0.0001623,2454971.907,0.00367,-0.00367,0.9136,0.0192,-0.6311,8.674,0.267,-0.267,,,,803.5,20.4,-20.4,0.031101,0.00043,-0.004355,0.05233,0.56174,-0.01652,3.62,1.89,-0.37,0.2222,,,601.0,,,30.83,48.08,-9.08,15.55,7.6,-7.6,34.38799,44.2,2,,6220.0,156.0,-207.0,4.414,0.061,-0.319,-0.1,0.22,-0.3,1.066,0.557,-0.108,1.07,0.245,-0.119,,,,stellar_q1_q16,15.0,13.858,13.57,13.421,False,5732.5,60.0,-60.0,4.106,0.1,-0.1,-0.106,0.04,-0.04,1.7,1.0,-1.0,5717.0,71.0,-71.0,4.17,0.12,-0.12,-0.092,0.058,-0.048,1.36,0.231602763369,-0.211754197125,0.996,0.054752227352,-0.054752227352,8.01678063388,1.45058893475,-1.45071678986,9.904,0.0722293305855,-0.0866948987969,0.71,0.13,-0.1,4.60357384094,0.837770051289,-0.837770051289,0.216575378883,0.00401469324295,-0.00401469324295,38.3048226579,12.8664017285,-12.8664017285,633.981945201,53.2346594602,-53.2346594602
418,K00523,8806123,K00523.01,Kepler-177 c,CONFIRMED,49.41117582,6.312e-05,-6.312e-05,2455031.239,0.000888,-0.000888,0.8875,0.0057,-0.0133,5.3113,0.0769,-0.0769,,,,3584.8,34.4,-34.4,0.064244,0.00039,-0.001007,0.56415,0.08656,-0.04231,7.48,3.91,-0.76,0.2701,,,545.0,,,20.87,32.54,-6.15,41.76,6.4,-6.4,113.75881,123.9,2,,6220.0,156.0,-207.0,4.414,0.061,-0.319,-0.1,0.22,-0.3,1.066,0.557,-0.108,1.07,0.245,-0.119,,,,stellar_q1_q16,15.0,13.858,13.57,13.421,False,5732.5,60.0,-60.0,4.106,0.1,-0.1,-0.106,0.04,-0.04,1.7,1.0,-1.0,5717.0,71.0,-71.0,4.17,0.12,-0.12,-0.092,0.058,-0.048,1.36,0.231602763369,-0.211754197125,0.996,0.054752227352,-0.054752227352,8.01678063388,1.45058893475,-1.45071678986,9.904,0.0722293305855,-0.0866948987969,0.71,0.13,-0.1,9.54146222123,1.56696718818,-1.56696718818,0.263350052883,0.00479027406892,-0.00479027406892,25.7717365074,8.62749500842,-8.62749500842,574.181832113,48.236107626,-48.236107626
419,K00528,9941859,K00528.02,Kepler-178 d,CONFIRMED,96.6781926,0.0002802,-0.0002802,2454973.183,0.00254,-0.00254,0.5469,0.0143,-0.4611,5.7605,0.0883,-0.0883,,,,1021.4,23.8,-23.8,0.030104,0.002586,-0.001037,2.8375,1.85613,-0.31592,3.43,1.22,-0.6,0.3926,,,408.0,,,6.54,6.92,-2.49,111.9,36.6,-36.6,40.178936,44.4,3,,5675.0,160.0,-139.0,4.338,0.161,-0.231,-0.18,0.3,-0.24,1.042,0.372,-0.18,0.861,0.132,-0.061,,,,stellar_q1_q16,14.598,13.28,12.967,12.899,False,5385.8,60.0,-60.0,4.5,0.1,-0.1,-0.037,0.04,-0.04,0.8,1.0,-1.0,5383.0,67.0,-65.0,4.492,0.057,-0.066,-0.033,0.042,-0.042,0.877,0.0644333112606,-0.0492305961776,0.873,0.0338504298348,-0.0321535627886,8.12830516164,3.97826232571,-4.65173755754,9.91,0.173021027321,-0.36884932106,1.451,0.089,-0.101,2.88415106364,0.284847248211,-0.284847248211,0.394117565468,0.00658431871577,-0.00658431871577,3.75013055946,0.634008534709,-0.634008534709,354.629715032,14.9878477392,-14.9878477392
420,K00528,9941859,K00528.03,Kepler-178 c,CONFIRMED,20.55280793,3.513e-05,-3.513e-05,2454978.027,0.00139,-0.00139,0.5479,0.0014,-0.4628,2.2016,0.0431,-0.0431,,,,747.7,19.4,-19.4,0.025805,0.004446,-0.000826,10.59769,7.79033,-0.2835,2.94,1.04,-0.51,0.1399,,,683.0,,,51.5,54.48,-19.59,61.9,22.7,-22.7,34.92608,41.6,3,,5675.0,160.0,-139.0,4.338,0.161,-0.231,-0.18,0.3,-0.24,1.042,0.372,-0.18,0.861,0.132,-0.061,,,,stellar_q1_q16,14.598,13.28,12.967,12.899,False,5385.8,60.0,-60.0,4.5,0.1,-0.1,-0.037,0.04,-0.04,0.8,1.0,-1.0,5383.0,67.0,-65.0,4.492,0.057,-0.066,-0.033,0.042,-0.042,0.877,0.0644333112606,-0.0492305961776,0.873,0.0338504298348,-0.0321535627886,8.12830516164,3.97826232571,-4.65173755754,9.91,0.173021027321,-0.36884932106,1.451,0.089,-0.101,2.46673023054,0.323128136099,-0.323128136099,0.140424735038,0.00237951640764,-0.00237951640764,29.5848428814,5.06192820598,-5.06192820598,594.334365798,25.3996824382,-25.3996824382
421,K00528,9941859,K00528.01,Kepler-178 b,CONFIRMED,9.57666498,1.108e-05,-1.108e-05,2455009.683,0.000942,-0.000942,0.0027,0.3299,-0.0026,3.3468,0.0284,-0.0284,,,,751.6,10.5,-10.5,0.024883,0.000452,-0.000199,2.32199,0.08916,-0.42175,2.83,1.01,-0.49,0.0841,,,881.0,,,142.5,150.78,-54.19,22.412,0.861,-0.861,65.95241,78.7,3,,5675.0,160.0,-139.0,4.338,0.161,-0.231,-0.18,0.3,-0.24,1.042,0.372,-0.18,0.861,0.132,-0.061,,,,stellar_q1_q16,14.598,13.28,12.967,12.899,False,5385.8,60.0,-60.0,4.5,0.1,-0.1,-0.037,0.04,-0.04,0.8,1.0,-1.0,5383.0,67.0,-65.0,4.492,0.057,-0.066,-0.033,0.042,-0.042,0.877,0.0644333112606,-0.0492305961776,0.873,0.0338504298348,-0.0321535627886,8.12830516164,3.97826232571,-4.65173755754,9.91,0.173021027321,-0.36884932106,1.451,0.089,-0.101,2.3848926038,0.193369244386,-0.193369244386,0.0844140146024,0.00141262974186,-0.00141262974186,81.5736838339,13.9479745402,-13.9479745402,765.862922851,32.6327529148,-32.6327529148
422,K00534,10554999,K00534.01,Kepler-179 c,CONFIRMED,6.400147394,8.852e-06,-8.852e-06,2455007.024,0.00112,-0.00112,0.6696,0.0397,-0.4841,1.8672,0.0426,-0.0426,,,,788.4,18.8,-18.8,0.027207,0.000319,-0.001857,3.92897,5.02141,-0.13975,2.26,0.51,-0.17,0.0637,,,807.0,,,100.33,70.44,-22.8,20.41,8.7,-8.7,40.69642,50.1,2,,5294.0,170.0,-137.0,4.599,0.027,-0.141,-0.16,0.34,-0.28,0.761,0.171,-0.056,0.849,0.079,-0.096,,,,stellar_q1_q16,14.613,13.278,12.873,12.75,False,5256.9,60.0,-60.0,4.503,0.1,-0.1,0.121,0.04,-0.04,1.8,1.0,-1.0,5259.0,65.0,-63.0,4.501,0.052,-0.056,0.115,0.041,-0.043,0.867,0.0538672033802,-0.0435967384101,0.872,0.0329871732648,-0.0313074048749,8.51138038202,4.45321046917,-4.95425985419,9.93,0.182758815446,-0.378901419131,1.594,0.086,-0.095,2.57295228068,0.231784032648,-0.231784032648,0.0644724733014,0.00108372764338,-0.00108372764338,123.804138445,21.1959340887,-21.1959340887,850.055568549,36.3283450154,-36.3283450154
423,K00534,10554999,K00534.02,Kepler-179 b,CONFIRMED,2.735903375,4.797e-06,-4.797e-06,2455004.096,0.00139,-0.00139,0.0532,0.3885,-0.0531,1.9765,0.0479,-0.0479,,,,449.3,12.0,-12.0,0.019056,0.000658,-0.00037,3.16386,0.27727,-0.96486,1.58,0.36,-0.11,0.0361,,,1072.0,,,312.39,219.31,-70.98,10.778,0.945,-0.945,37.223118,43.3,2,,5294.0,170.0,-137.0,4.599,0.027,-0.141,-0.16,0.34,-0.28,0.761,0.171,-0.056,0.849,0.079,-0.096,,,,stellar_q1_q16,14.613,13.278,12.873,12.75,False,5256.9,60.0,-60.0,4.503,0.1,-0.1,0.121,0.04,-0.04,1.8,1.0,-1.0,5259.0,65.0,-63.0,4.501,0.052,-0.056,0.115,0.041,-0.043,0.867,0.0538672033802,-0.0435967384101,0.872,0.0329871732648,-0.0313074048749,8.51138038202,4.45321046917,-4.95425985419,9.93,0.182758815446,-0.378901419131,1.594,0.086,-0.095,1.80284610077,0.153601417169,-0.153601417169,0.0365967704929,0.000613060032303,-0.000613060032303,384.053198323,65.7251185459,-65.7251185459,1128.13577773,48.1925138377,-48.1925138377
424,K00543,11823054,K00543.01,Kepler-181 c,CONFIRMED,4.302143627,4.721e-06,-4.721e-06,2455006.438,0.000887,-0.000887,0.1935,0.2184,-0.1935,1.9687,0.0294,-0.0294,,,,767.4,13.8,-13.8,0.025041,0.000598,-0.000379,4.86015,0.44691,-1.17166,2.08,0.53,-0.15,0.0488,,,927.0,,,174.86,136.76,-39.06,16.82,1.5,-1.5,55.961987,63.3,2,,5324.0,170.0,-135.0,4.597,0.027,-0.155,-0.18,0.36,-0.28,0.761,0.193,-0.055,0.84,0.089,-0.09,,,,stellar_q1_q16,14.707,13.364,12.948,12.876,False,5120.0,60.0,-60.0,4.538,0.1,-0.1,-0.045,0.04,-0.04,2.0,1.0,-1.0,5124.0,65.0,-64.0,4.541,0.044,-0.044,-0.041,0.041,-0.042,0.801,0.039403558215,-0.0348947044693,0.813,0.0341231241243,-0.0298226021668,8.70963589956,4.55693906625,-5.31412692887,9.94,0.182758815446,-0.409095117821,1.655,0.078,-0.08,2.18798803845,0.18054879255,-0.18054879255,0.0483293873289,0.00081394706392,-0.00081394706392,169.239153657,28.7627692306,-28.7627692306,919.154964506,38.9999573974,-38.9999573974
425,K00543,11823054,K00543.02,Kepler-181 b,CONFIRMED,3.137848829,7.802e-06,-7.802e-06,2454966.556,0.00204,-0.00204,0.2752,0.1762,-0.2752,1.9148,0.0643,-0.0643,,,,310.8,12.2,-12.2,0.016017,0.000542,-0.000548,3.54077,0.81572,-0.98741,1.33,0.34,-0.1,0.0395,,,1031.0,,,266.89,208.74,-59.61,12.26,2.8,-2.8,26.964216,29.9,2,,5324.0,170.0,-135.0,4.597,0.027,-0.155,-0.18,0.36,-0.28,0.761,0.193,-0.055,0.84,0.089,-0.09,,,,stellar_q1_q16,14.707,13.364,12.948,12.876,False,5120.0,60.0,-60.0,4.538,0.1,-0.1,-0.045,0.04,-0.04,2.0,1.0,-1.0,5124.0,65.0,-64.0,4.541,0.044,-0.044,-0.041,0.041,-0.042,0.801,0.039403558215,-0.0348947044693,0.813,0.0341231241243,-0.0298226021668,8.70963589956,4.55693906625,-5.31412692887,9.94,0.182758815446,-0.409095117821,1.655,0.078,-0.08,1.39856630984,0.122506471098,-0.122506471098,0.0391600995899,0.000657248163895,-0.000657248163895,258.202091681,44.5079832712,-44.5079832712,1021.53550349,43.8118532432,-43.8118532432
426,K00546,12058931,K00546.01,Kepler-182 c,CONFIRMED,20.68422311,5.199e-05,-5.199e-05,2455003.191,0.00196,-0.00196,0.6024,0.0118,-0.5013,6.4615,0.089,-0.089,,,,952.8,16.8,-16.8,0.029485,5.2e-05,-0.001454,0.37705,0.32573,-0.02488,3.69,2.22,-0.43,0.1565,,,742.0,,,71.48,131.9,-22.23,20.43,8.8,-8.8,49.265068,57.6,2,,6215.0,163.0,-195.0,4.397,0.062,-0.343,0.14,0.16,-0.36,1.145,0.689,-0.132,1.195,0.253,-0.188,,,,stellar_q1_q16,14.896,13.836,13.571,13.518,False,5960.2,60.0,-60.0,4.213,0.1,-0.1,0.115,0.04,-0.04,3.6,1.0,-1.0,5959.0,64.0,-65.0,4.222,0.103,-0.096,0.11,0.041,-0.042,1.36,0.182043511282,-0.172162249056,1.119,0.0603064208853,-0.0458351873564,5.28445251775,1.1792735263,-1.10395775423,9.723,0.0874829411949,-0.101772316227,0.666,0.095,-0.081,4.38341850533,0.575557163528,-0.575557163528,0.153096273762,0.00254170965506,-0.00254170965506,89.3362413293,23.7979564452,-23.7979564452,783.466524792,52.0969588132,-52.0969588132
427,K00546,12058931,K00546.02,Kepler-182 b,CONFIRMED,9.82578435,3.719e-05,-3.719e-05,2454964.425,0.00327,-0.00327,0.77,0.0103,-0.5713,5.1103,0.0866,-0.0866,,,,475.7,13.2,-13.2,0.021803,0.001639,-0.001829,0.19037,0.43792,-0.04549,2.73,1.64,-0.32,0.0953,,,950.0,,,192.75,355.73,-59.94,9.9,4.6,-4.6,34.280468,39.0,2,,6215.0,163.0,-195.0,4.397,0.062,-0.343,0.14,0.16,-0.36,1.145,0.689,-0.132,1.195,0.253,-0.188,,,,stellar_q1_q16,14.896,13.836,13.571,13.518,False,5960.2,60.0,-60.0,4.213,0.1,-0.1,0.115,0.04,-0.04,3.6,1.0,-1.0,5959.0,64.0,-65.0,4.222,0.103,-0.096,0.11,0.041,-0.042,1.36,0.182043511282,-0.172162249056,1.119,0.0603064208853,-0.0458351873564,5.28445251775,1.1792735263,-1.10395775423,9.723,0.0874829411949,-0.101772316227,0.666,0.095,-0.081,3.22192081007,0.49744863776,-0.49744863776,0.0932526724269,0.00156843740961,-0.00156843740961,239.351460877,65.046664835,-65.046664835,1002.35727493,67.5177983675,-67.5177983675
