kepid,Teff,logg,Mass,Prot,Prot_err,Rper,LPH,w,DC,Flag
8559849,5318,4.99,0.9167,20.491,0.117,6292.02,1.022,0.5929,0,---
8559962,5167,4.55,0.8775,14.321,0.081,12073.31,1.368,0.6987,0,---
8560027,6073,4.53,1.1297,10.153,0.042,3188.91,0.694,0.4873,0,---
8560043,4844,4.53,0.7936,10.164,0.024,7930.55,1.282,0.6687,0,---
8560153,5107,4.76,0.8619,22.784,0.191,8242.58,0.87,0.5588,0,---
8560194,5082,4.47,0.8555,5.326,0.016,2501.19,0.6,0.3347,0,---
8560364,5485,4.6,0.9607,3.149,0.02,11062.44,1.463,0.7326,0,---
8560480,5975,4.64,1.0994,7.732,0.015,7952.33,1.217,0.6971,0,---
8560652,5112,4.38,0.8632,15.114,0.012,22573.05,1.397,0.6929,0,---
8560658,5013,4.23,0.8376,16.65,0.138,14934.78,1.067,0.6214,0,---
8560806,5122,4.43,0.8658,13.397,0.065,15452.44,1.29,0.7175,0,---
8561019,5944,4.48,1.09,7.137,0.012,18217.74,1.128,0.6598,0,---
8561132,4580,4.45,0.7226,23.582,0.099,12005.06,0.903,0.5673,0,---
8561262,5436,4.45,0.9477,14.047,0.027,8127.69,1.167,0.6738,0,---
8563763,5303,4.68,0.9128,23.795,0.335,4810.21,0.731,0.4836,0,---
8564020,5288,4.39,0.9088,27.074,1.256,3712.06,0.629,0.4106,0,---
8564113,5934,4.46,1.087,1.194,0.01,1502.42,0.497,0.3045,0,---
8564261,5507,4.64,0.9666,16.428,0.114,11210.68,0.983,0.6064,0,---
8564290,4788,4.23,0.7788,9.883,0.035,9736.72,1.466,0.7646,0,---
8564404,5284,4.73,0.9078,30.661,4.786,2302.83,0.432,0.2798,0,---
8564441,5798,4.53,1.0471,5.956,0.04,11427.82,1.416,0.755,0,---
8564484,5252,4.77,0.8995,14.042,0.074,17754.91,1.033,0.6005,0,---
8564714,5369,4.64,0.93,18.126,0.932,1835.94,0.775,0.5042,0,---
8564722,6260,4.5,1.1907,4.962,0.019,12302.85,1.212,0.6856,0,---
8565075,5803,4.5,1.0486,18.83,2.719,3060.58,0.349,0.268,0,---
8565177,5854,4.39,1.0633,18.762,0.097,2444.27,0.981,0.5483,0,---
8565205,5232,4.29,0.8943,26.319,0.182,5398.63,0.644,0.4318,0,---
8565235,5636,4.54,1.0016,24.546,0.338,2004.8,0.89,0.4982,0,---
8565304,6000,4.46,1.107,8.408,1.59,3681.36,0.877,0.5686,0,---
8565330,5956,4.59,1.0936,2.421,0.005,3221.3,1.094,0.6058,0,---
8565506,5136,4.51,0.8694,8.732,0.059,9092.57,1.163,0.6123,0,---
8565615,5162,4.67,0.8762,17.298,0.029,23917.94,1.398,0.6742,0,---
8565683,4951,4.12,0.8215,2.428,0.007,53751.11,1.028,0.5342,0,---
8565723,5678,4.69,1.0132,8.812,0.032,17054.32,1.061,0.6195,0,---
8565900,5017,4.51,0.8387,10.69,0.054,8725.11,1.18,0.6289,0,---
8565924,5380,4.68,0.9329,41.977,1.048,3002.23,0.519,0.2603,0,BQR
8566072,5467,4.51,0.9559,5.206,0.044,13467.16,1.421,0.7318,0,---
8566083,6050,4.04,1.1224,9.389,1.015,825.79,0.388,0.2944,0,---
8570087,5732,4.54,1.0283,16.296,0.484,1537.32,0.354,0.257,0,---
8570134,5305,4.47,0.9133,25.151,0.147,3849.63,0.475,0.3525,0,---
8570211,5403,4.43,0.939,0.556,0.003,2620.7,0.939,0.5087,0,---
8570253,4457,4.43,0.6882,36.364,2.873,3622.44,0.418,0.2986,0,---
8570268,5476,4.65,0.9583,16.785,0.094,3230.75,0.66,0.4374,0,---
8570354,5815,4.47,1.052,9.25,0.01,18330.63,1.127,0.6665,0,---
8570515,5320,4.74,0.9172,17.219,0.122,8945.88,0.95,0.5942,0,---
8570575,4711,4.37,0.7583,11.222,0.07,6756.54,0.967,0.5263,0,---
8570781,5119,4.39,0.8651,21.321,0.212,4569.05,0.909,0.5857,0,---
8571004,5125,4.49,0.8666,9.217,0.02,13174.03,1.266,0.6641,0,---
8571125,6179,4.27,1.1637,2.09,0.004,1083.58,1.278,0.6961,0,---
8571134,5680,4.68,1.0138,12.185,0.1,6265.4,0.658,0.4309,0,---
8571146,5632,4.51,1.0005,22.106,0.464,652.02,0.452,0.3266,0,---
8571220,5153,4.48,0.8738,25.244,0.164,4398.7,0.797,0.5032,0,---
8571323,6007,4.57,1.1091,29.299,0.542,2302.47,0.495,0.2574,0,---
8571408,5694,4.62,1.0177,3.21,0.037,4296.72,0.952,0.5364,0,---
8571421,6116,4.71,1.1433,2.684,0.027,3040.37,0.75,0.4724,0,---
8571480,5521,4.6,0.9704,19.021,0.457,5981.53,0.669,0.4733,0,---
8571503,5315,4.96,0.9159,24.362,0.077,1270.41,0.681,0.4582,0,---
8571584,5262,4.79,0.9021,30.845,6.424,5548.39,0.614,0.3715,0,---
8571599,5483,4.91,0.9602,21.994,0.981,3091.99,0.424,0.3143,0,---
8571616,4522,4.5,0.7065,30.132,1.034,3431.86,0.434,0.2806,0,---
8571705,5804,4.33,1.0488,16.264,0.179,2357.75,0.518,0.3959,0,---
8571710,5052,4.66,0.8477,16.824,0.136,16399.53,1.151,0.6791,0,---
8571729,4875,4.44,0.8017,28.742,0.217,2752.63,0.527,0.3699,0,---
8571759,5945,4.47,1.0903,10.414,0.121,2353.01,0.682,0.4718,0,---
8571795,6403,4.85,1.2406,1.949,0.003,1567.66,1.478,0.7622,0,---
8571822,5780,4.14,1.042,2.248,0.007,11646.45,1.518,0.7564,0,---
8571989,5381,4.39,0.9332,17.459,0.041,12054.15,1.256,0.6555,0,---
8572216,6210,4.5,1.1739,4.064,0.035,3822.27,0.821,0.5331,0,---
8572338,4783,4.75,0.7775,3.435,0.007,25762.5,1.697,0.796,0,---
8572389,5133,4.23,0.8687,24.952,0.16,5474.0,0.487,0.3279,0,---
8572400,5711,4.5,1.0224,18.865,0.109,4083.51,0.902,0.5351,0,---
8572875,6062,4.58,1.1262,2.54,0.006,7776.41,1.223,0.6672,0,---
8572934,5192,4.71,0.8839,22.306,0.142,3435.97,0.642,0.4284,0,---
8573064,5996,4.54,1.1058,10.219,0.05,3336.49,0.76,0.5274,0,---
8573090,5188,4.64,0.8829,9.39,0.071,7887.42,1.252,0.6651,0,---
8573114,5494,4.82,0.9631,20.413,0.268,2798.05,0.663,0.4694,0,---
8573184,5851,5.0,1.0625,5.668,0.032,7403.79,1.312,0.7102,0,---
8573442,5813,4.4,1.0514,10.517,0.177,702.32,0.382,0.2519,0,---
8573782,5724,4.37,1.0261,24.877,0.375,1524.39,0.71,0.4169,0,---
8573946,5378,4.34,0.9324,26.334,1.256,6991.68,0.553,0.3757,0,---
8573948,5309,4.51,0.9143,19.43,0.065,6154.95,0.934,0.5894,0,---
8574353,6444,4.6,1.2555,2.188,0.006,769.14,0.41,0.3137,0,---
8574423,6142,4.53,1.1517,4.618,0.157,2812.21,0.66,0.4439,0,---
8574557,4963,4.83,0.8247,10.487,0.026,5507.83,1.264,0.6665,0,---
8574589,5633,5.01,1.0008,12.512,0.166,3688.57,0.607,0.3962,0,---
8574747,4942,4.51,0.8192,26.736,0.113,36569.77,1.389,0.6371,0,---
8574794,5499,4.68,0.9645,21.607,0.274,3978.73,0.746,0.4839,0,---
8575061,5183,4.46,0.8816,21.729,0.762,9363.95,0.893,0.5673,0,---
8578964,6348,3.85,1.221,1.796,0.004,1529.57,1.222,0.6943,0,---
8579304,5214,4.33,0.8896,28.74,3.774,2748.64,0.411,0.3022,0,---
8579697,5714,4.31,1.0233,7.958,0.123,2633.57,0.712,0.44,0,---
8579717,5108,4.53,0.8622,25.733,0.1,1590.01,0.827,0.5102,0,---
8580143,4764,4.58,0.7724,25.941,4.544,2296.21,0.42,0.2564,0,---
8580320,4990,4.47,0.8317,2.304,0.004,39182.45,1.693,0.8008,0,---
8580531,5328,4.61,0.9193,16.062,0.275,2821.39,0.648,0.4042,0,---
8580866,4857,4.39,0.797,16.781,0.221,7910.19,0.87,0.5046,0,---
8581207,6039,3.88,1.119,5.528,0.027,1399.28,0.561,0.3754,0,---
8581393,6059,3.9,1.1253,1.814,0.006,619.71,0.829,0.4984,0,---
8581544,5279,4.22,0.9065,20.571,0.445,2928.61,0.681,0.4527,0,---
8581545,5689,3.96,1.0163,4.944,0.025,4159.15,1.259,0.6747,0,---
8581668,5243,3.87,0.8972,36.591,1.476,807.34,0.751,0.4017,0,---
8582064,5132,4.38,0.8684,10.799,0.022,15717.45,1.25,0.6714,0,---
8582151,5104,4.33,0.8612,10.777,0.271,1357.91,0.461,0.252,0,---
8582224,5355,4.61,0.9264,8.961,0.017,15688.3,1.316,0.7095,0,---
8582348,5275,4.52,0.9055,8.147,0.039,11745.75,1.372,0.7232,0,---
8583911,5062,4.36,0.8503,4.201,0.003,18339.57,1.444,0.7072,0,---
8583918,5219,4.39,0.8909,8.509,0.024,6663.95,1.186,0.6295,0,---
8584005,5187,4.24,0.8826,7.039,0.044,11753.11,1.101,0.581,0,---
8584127,6287,4.27,1.1999,0.941,0.022,850.32,0.767,0.486,0,---
8584206,5656,4.4,1.0071,21.179,0.336,1537.86,0.485,0.3495,0,---
8584222,5098,4.43,0.8596,8.266,0.071,2621.65,1.333,0.688,0,---
8584439,5615,4.03,0.9958,2.867,0.006,8612.99,1.017,0.5602,0,---
8584509,5174,4.27,0.8793,18.395,0.239,3225.62,0.507,0.3044,0,---
8584610,5663,4.28,1.0091,26.432,1.445,271.86,0.403,0.2512,0,BQR
8584615,5395,4.39,0.9369,13.101,0.049,15998.24,1.432,0.7061,0,---
8586530,4920,4.31,0.8135,9.319,0.021,15370.04,1.223,0.6371,0,---
8586605,4590,4.33,0.7254,27.373,0.367,4114.6,0.761,0.5114,0,---
8586745,5919,3.79,1.0825,1.485,0.011,1188.49,0.65,0.3939,0,---
8587196,5999,4.41,1.1067,1.442,0.003,13087.69,1.539,0.7674,0,---
8587356,5476,4.68,0.9583,6.587,0.014,15012.2,1.296,0.6885,0,---
8587729,5090,4.72,0.8576,20.337,0.079,10494.35,0.899,0.5669,0,---
8587777,5897,4.38,1.076,5.684,0.137,2025.25,0.442,0.2805,0,---
8587787,5372,4.9,0.9308,24.878,4.452,1367.15,0.423,0.3193,0,SM1
8587886,5220,4.76,0.8912,5.916,0.059,18353.1,1.409,0.7149,0,---
8588031,6337,4.12,1.2172,0.721,0.005,3364.92,1.116,0.64,0,---
8588799,5501,4.33,0.965,17.147,0.321,1150.76,0.419,0.276,0,---
8588940,6001,4.24,1.1073,3.063,0.006,1234.05,0.876,0.5213,0,---
8589265,5174,4.82,0.8793,17.259,0.075,13328.08,1.268,0.6656,0,---
8589526,6082,4.24,1.1325,4.257,0.013,626.15,0.415,0.2791,0,SM1
8589530,5280,4.59,0.9068,20.24,2.941,5638.9,0.631,0.4157,0,---
8589616,5558,4.93,0.9803,9.124,0.039,15116.48,1.237,0.6935,0,---
8589799,5898,3.68,1.0763,1.965,0.021,1032.41,0.562,0.3439,0,---
8590037,5331,4.37,0.9201,15.141,0.072,28610.08,1.537,0.6988,0,---
8590149,5084,4.46,0.856,14.919,0.01,25072.69,1.387,0.6972,0,---
8590274,5056,4.32,0.8488,0.556,0.003,98534.46,1.337,0.6437,0,---
8590354,5381,3.97,0.9332,11.387,0.074,17363.7,1.24,0.699,0,---
8590594,5614,4.49,0.9956,14.308,0.446,953.79,0.477,0.3174,0,---
8590663,5851,4.4,1.0625,3.666,0.024,2574.06,0.552,0.3397,0,---
8590678,5359,4.65,0.9274,13.565,0.06,6205.11,1.144,0.6693,0,---
8590762,5032,4.54,0.8426,17.368,0.604,8856.3,0.69,0.4098,0,---
8590880,5705,4.38,1.0208,4.932,0.01,5074.35,0.823,0.4837,0,---
8590985,5412,4.39,0.9413,20.891,0.133,6539.23,0.727,0.5018,0,---
8591038,5347,4.15,0.9243,23.4,0.068,2207.7,1.203,0.6081,0,---
8591146,5027,4.13,0.8413,11.076,0.012,14590.98,1.143,0.6144,0,---
8591198,4636,4.92,0.738,24.122,5.616,5337.12,0.443,0.2607,0,---
8591304,4423,4.63,0.6785,9.34,0.068,17715.48,1.413,0.7304,0,---
8591404,6389,4.34,1.2356,0.394,0.014,6232.92,1.369,0.7281,0,---
8591486,5887,4.03,1.073,5.879,0.204,1215.07,0.437,0.2768,0,---
8591498,4431,4.41,0.6808,22.812,0.109,6801.46,0.755,0.4614,0,---
8591667,5284,3.73,0.9078,39.298,1.169,2003.52,0.515,0.2688,0,---
8591865,5885,4.51,1.0724,1.515,0.009,4776.66,1.107,0.6,0,---
8603745,4966,4.51,0.8254,16.547,0.029,23946.76,1.254,0.6908,0,---
8603873,4875,4.51,0.8017,34.258,1.389,3376.01,0.439,0.2943,0,---
8603975,5996,4.44,1.1058,14.13,0.127,7140.67,0.837,0.5157,0,---
8604020,4771,4.39,0.7743,1.598,0.003,2947.45,1.216,0.6025,0,---
8604028,5744,4.65,1.0317,16.877,0.144,12127.82,1.082,0.5996,0,---
8604175,5549,4.7,0.9779,21.492,0.622,5070.42,0.408,0.3105,0,---
8604386,4550,4.46,0.7143,19.059,0.18,3047.35,0.869,0.5093,0,---
8604474,4551,4.33,0.7146,29.666,0.319,7851.24,0.916,0.5334,0,---
8604510,5331,4.64,0.9201,28.474,7.121,2807.92,0.44,0.3021,0,---
8604799,5472,4.56,0.9572,29.106,1.885,3449.8,0.47,0.2933,0,---
8604805,5294,4.48,0.9104,2.861,0.019,34273.39,1.419,0.7006,0,---
8604877,5225,4.6,0.8925,25.463,0.773,3307.1,0.5,0.3617,0,---
8605042,5086,4.55,0.8565,20.376,0.066,5568.98,0.657,0.4087,0,---
8605229,5511,4.44,0.9677,12.566,0.025,34239.59,1.494,0.7116,0,---
8605289,5687,4.31,1.0157,27.452,0.111,1027.23,0.423,0.2526,0,---
8605302,5366,4.46,0.9292,49.209,0.114,10159.08,0.773,0.3811,0,---
8607302,5284,4.58,0.9078,19.041,0.205,9022.59,0.956,0.6017,0,---
8607443,5575,4.5,0.9849,20.625,0.499,1358.75,0.373,0.2786,0,---
8607558,5627,4.35,0.9991,5.553,0.023,2219.97,0.819,0.4804,0,---
8607718,4569,4.42,0.7196,34.516,0.372,4280.72,0.806,0.4632,0,---
8607834,6118,4.5,1.1439,14.193,0.155,829.52,0.728,0.4469,0,---
8608140,5397,5.03,0.9374,27.187,6.41,1847.98,0.367,0.2663,0,---
8608312,6026,4.21,1.115,1.448,0.018,4615.72,0.604,0.3768,0,---
8608348,4632,4.81,0.7369,27.832,0.368,5438.21,0.635,0.4264,0,---
8608411,5845,4.47,1.0607,13.65,0.09,4830.06,0.88,0.5652,0,---
8609313,4844,4.49,0.7936,24.032,0.444,5240.29,0.731,0.472,0,---
8609504,6204,4.39,1.1719,10.528,0.069,2227.01,0.733,0.4705,0,---
8609607,6044,4.49,1.1206,11.458,0.094,599.74,0.667,0.4656,0,---
8609752,4581,4.54,0.7229,22.607,0.598,11736.39,1.179,0.6404,0,---
8609845,5602,4.72,0.9923,19.173,0.411,6695.69,0.757,0.4973,0,---
8609852,4994,4.59,0.8327,21.513,0.27,11998.71,1.008,0.61,0,---
8609985,5064,4.58,0.8508,18.22,0.098,15075.45,1.418,0.6735,0,---
8610152,5164,4.43,0.8767,25.083,0.716,4062.65,0.534,0.3724,0,---
8610168,5222,3.9,0.8917,3.461,0.003,46775.91,1.474,0.7257,0,---
8610178,5137,4.54,0.8697,30.14,0.911,3417.28,0.742,0.4371,0,---
8610382,6257,4.48,1.1897,4.771,1.012,1135.47,0.576,0.4155,0,---
8610473,4736,4.33,0.765,20.315,0.041,11762.5,1.154,0.6579,0,---
8610545,5253,4.44,0.8997,19.366,0.025,9107.26,1.179,0.6335,0,---
8610585,4934,4.56,0.8171,26.86,3.74,8151.41,0.454,0.2991,0,---
8610634,5753,4.42,1.0343,19.451,0.468,994.38,0.595,0.4044,0,---
8611126,4815,4.57,0.7859,31.896,0.729,4253.54,0.518,0.3652,0,---
8611190,5957,4.3,1.0939,20.059,0.178,1409.95,0.763,0.4452,0,---
8611202,5888,4.64,1.0733,11.638,0.224,4282.59,0.868,0.5762,0,---
8611233,5175,4.98,0.8795,30.586,1.916,3559.35,0.351,0.2514,0,---
8611237,5341,4.66,0.9227,28.367,0.849,4268.59,0.473,0.3191,0,---
8611548,5964,4.57,1.096,12.964,0.345,519.78,0.402,0.3186,0,---
8611555,5427,4.75,0.9453,25.981,4.138,4238.07,0.5,0.3455,0,---
8611564,5071,4.78,0.8526,7.907,0.01,20123.3,1.107,0.5814,0,---
8611714,5983,4.42,1.1018,14.292,0.057,3352.37,0.836,0.5161,0,---
8611921,5943,4.41,1.0897,16.443,0.142,5282.7,0.834,0.503,0,---
8612070,5695,5.0,1.018,18.401,0.156,4790.25,0.765,0.4946,0,---
8612073,5149,4.75,0.8728,22.586,0.242,5358.67,0.529,0.3417,0,---
8612187,5059,4.56,0.8495,24.735,0.575,3783.94,0.779,0.518,0,---
8612228,5570,4.57,0.9836,24.54,1.036,3337.98,0.459,0.3149,0,---
8612572,4825,4.37,0.7886,15.253,0.084,7260.26,0.85,0.4855,0,---
8612716,5333,4.07,0.9206,26.063,0.455,3183.48,0.765,0.4684,0,---
8612788,5543,4.68,0.9763,20.058,0.476,3866.14,0.671,0.467,0,---
8613236,5461,4.35,0.9543,4.131,0.008,2099.57,1.159,0.6132,0,---
8613455,5679,4.48,1.0135,6.919,0.003,21608.35,1.317,0.7169,0,---
8613466,5535,4.53,0.9741,2.436,0.003,17870.55,1.602,0.7902,0,---
8613545,4996,4.47,0.8332,21.535,0.075,12673.5,1.243,0.6375,0,---
8613712,5640,4.51,1.0027,17.509,0.063,5788.56,1.014,0.5856,0,---
8613751,5468,4.6,0.9562,20.125,0.041,20427.35,1.298,0.6404,0,---
8616553,6070,4.41,1.1287,23.852,0.269,1278.4,1.005,0.5143,0,---
8616682,5351,4.91,0.9253,17.688,0.267,3857.14,0.969,0.6133,0,---
8616706,5159,4.75,0.8754,22.631,0.154,7039.19,0.838,0.5474,0,---
8616731,4902,4.58,0.8088,32.071,6.105,3790.35,0.487,0.3403,0,---
8616755,5512,4.55,0.9679,27.928,0.411,3432.33,0.401,0.2586,0,---
8617165,4789,4.66,0.7791,28.427,0.317,10961.29,1.094,0.5756,0,---
8617190,5588,4.91,0.9885,15.937,0.227,8228.57,0.82,0.549,0,---
8617196,5665,4.48,1.0096,14.927,2.542,4795.61,0.848,0.5666,0,---
8617331,6065,4.47,1.1271,9.727,0.025,9662.57,1.203,0.6557,0,---
8617463,5193,4.78,0.8842,27.254,0.622,7391.54,0.818,0.4847,0,---
8617476,5082,4.67,0.8555,23.434,0.836,5240.8,0.513,0.3295,0,---
8617502,5027,4.85,0.8413,20.964,0.159,12695.01,1.144,0.6284,0,---
8617530,4938,4.53,0.8182,10.296,0.023,5604.86,1.144,0.6073,0,---
8617622,5844,4.8,1.0604,18.592,1.031,2436.46,0.338,0.2541,0,---
8617679,4748,4.33,0.7682,24.721,0.106,5475.16,0.95,0.5825,0,---
8617691,5641,4.61,1.003,13.182,0.08,8078.22,1.205,0.6656,0,---
8617771,5136,4.65,0.8694,11.368,0.059,8347.39,1.308,0.7115,0,---
8617862,6412,4.27,1.2438,2.469,0.312,662.33,0.364,0.2778,0,---
8617910,4708,4.59,0.7575,34.879,0.233,3051.79,0.505,0.332,0,---
8618000,5867,4.36,1.0671,10.852,0.058,1596.9,0.855,0.5557,0,---
8618052,5375,4.56,0.9316,24.326,4.888,3216.59,0.409,0.3022,0,---
8618092,5110,4.16,0.8627,29.217,0.178,2735.02,0.522,0.3641,0,---
8618120,5783,4.43,1.0428,8.204,0.242,3764.27,1.009,0.598,0,---
8618279,5668,4.5,1.0105,19.264,1.344,1761.73,0.422,0.326,0,---
8618388,6183,4.35,1.165,5.062,0.005,10707.2,1.281,0.7103,0,---
8618399,6081,4.5,1.1322,11.544,0.738,1671.31,0.595,0.4205,0,---
8618494,5204,4.24,0.887,32.053,0.417,6834.03,0.774,0.4337,0,---
8618873,5714,4.62,1.0233,20.501,0.258,4238.99,0.52,0.3634,0,---
8619737,5269,4.89,0.9039,18.666,0.047,6995.26,0.743,0.4742,0,---
8619739,6090,4.56,1.135,4.795,0.006,12367.43,1.088,0.6417,0,---
8619745,4971,4.71,0.8267,26.103,0.325,4968.76,0.661,0.4564,0,---
8620220,4408,4.4,0.6742,20.734,0.189,9437.92,1.2,0.659,0,---
8620260,5792,4.54,1.0454,47.806,0.238,2426.8,0.795,0.3903,0,---
8620480,5052,4.59,0.8477,27.945,1.191,4401.39,0.424,0.2965,0,---
8620514,5532,4.69,0.9733,28.054,1.332,4700.99,0.509,0.3159,0,---
8620757,5238,4.65,0.8959,7.281,0.048,6324.41,1.289,0.6699,0,---
8620810,6185,4.67,1.1657,3.098,0.008,1228.87,0.424,0.2912,0,---
8621213,4768,4.29,0.7735,22.106,0.073,13138.65,1.118,0.6329,0,---
8621385,5196,4.5,0.885,25.451,0.186,5197.17,0.652,0.4516,0,---
8621422,5830,4.64,1.0564,13.108,2.553,4017.38,0.846,0.564,0,---
8621440,5610,4.59,0.9945,27.976,1.118,1258.55,0.637,0.3744,0,---
8621618,5415,4.55,0.9421,10.427,0.46,5662.56,0.755,0.4487,0,---
8621739,5940,4.35,1.0888,0.922,0.007,8787.87,0.706,0.423,0,---
8621825,6110,4.56,1.1414,2.676,0.022,1174.93,0.412,0.2719,0,---
8621906,5694,3.89,1.0177,5.534,0.032,11408.63,1.258,0.6791,0,---
8621939,5688,4.44,1.016,4.451,0.027,8351.86,1.223,0.6563,0,---
8622058,5793,4.5,1.0457,16.888,2.287,2566.28,0.333,0.2588,0,---
8622268,5998,4.23,1.1064,9.342,0.008,664.68,0.68,0.4717,0,---
8622980,4888,4.53,0.8051,11.664,0.072,4350.33,0.687,0.3882,0,---
8623058,6083,4.08,1.1328,7.616,0.051,482.14,0.431,0.317,0,---
8623737,6311,4.33,1.2081,7.732,0.121,2638.58,0.688,0.4633,0,---
8623883,5673,4.59,1.0118,7.045,0.007,12151.63,1.382,0.7468,0,---
8623993,6048,4.52,1.1218,4.581,0.022,8676.56,1.141,0.6543,0,---
8624272,5718,4.03,1.0244,25.385,0.687,901.64,0.548,0.3349,0,---
8624485,5544,4.84,0.9766,13.366,0.029,14049.95,0.996,0.614,0,---
8624745,5071,4.95,0.8526,23.177,0.362,6373.64,1.004,0.5809,0,---
8624758,4670,4.65,0.7472,23.938,0.291,6890.59,0.768,0.4859,0,---
8624825,4910,4.55,0.8109,23.313,0.349,3034.68,0.541,0.3383,0,---
8624902,5110,4.7,0.8627,14.144,0.027,15608.73,1.23,0.698,0,---
8624914,5868,4.38,1.0674,7.979,0.287,4312.69,0.74,0.4692,0,---
8624918,4820,4.4,0.7872,30.968,0.126,5810.26,0.717,0.4499,0,---
8624959,4826,4.68,0.7888,12.922,0.011,9998.26,1.157,0.6272,0,---
8624967,5980,4.34,1.1009,10.272,0.093,597.39,0.437,0.3203,0,---
8625059,4716,4.52,0.7596,29.149,0.27,4809.62,0.697,0.4726,0,---
8625099,6030,4.38,1.1162,5.988,0.115,1290.32,0.379,0.2561,0,---
8625136,5496,4.95,0.9637,6.061,0.083,5565.46,0.775,0.4503,0,---
8625143,5830,4.52,1.0564,15.0,1.201,4570.07,0.865,0.5468,0,---
8625650,5134,4.61,0.8689,21.723,2.148,3736.91,0.5,0.3122,0,---
8625726,5157,4.51,0.8749,20.777,0.198,14171.12,1.201,0.6275,0,---
8625793,4870,4.52,0.8004,32.209,0.374,4394.86,0.418,0.3114,0,---
8625930,5524,4.53,0.9712,15.749,0.098,9317.16,0.889,0.5764,0,---
8626052,5407,4.58,0.94,51.305,0.937,1377.08,0.561,0.2627,0,SM1
8626338,6004,4.45,1.1082,7.469,0.044,2438.9,0.99,0.6129,0,---
8628468,6388,4.42,1.2352,13.22,0.761,982.7,0.501,0.2999,0,SM2
8628780,5209,4.42,0.8883,14.495,0.047,17413.38,1.028,0.5961,0,---
8629098,5935,4.28,1.0873,10.149,0.131,6151.88,0.925,0.5988,0,---
8629171,4874,4.31,0.8014,26.627,0.574,7768.99,0.729,0.5018,0,---
8629191,5425,4.62,0.9448,4.848,0.004,30331.79,1.64,0.7732,0,---
8629244,4981,4.43,0.8293,13.27,0.062,12088.89,1.066,0.5895,0,---
8629307,5608,4.74,0.9939,11.996,0.052,11090.7,1.186,0.6788,0,---
8629380,5565,4.81,0.9822,12.933,0.067,4320.53,1.066,0.6506,0,---
8629424,5048,4.54,0.8467,40.7,0.415,12419.88,0.99,0.4886,0,---
8629503,5381,4.96,0.9332,20.857,0.083,8106.5,0.6,0.4161,0,---
8629552,5636,4.72,1.0016,16.561,3.158,1662.91,0.476,0.3354,0,---
8629597,5897,4.67,1.076,6.751,0.017,5904.35,1.123,0.6462,0,---
8629619,5064,4.52,0.8508,22.807,0.413,3210.51,0.986,0.5828,0,---
8629635,5476,4.94,0.9583,16.083,0.104,12781.47,1.187,0.6501,0,---
8629722,5446,5.05,0.9503,8.623,0.015,13646.78,1.107,0.6157,0,---
8629771,4978,4.48,0.8286,17.483,0.044,22117.08,1.457,0.6865,0,---
8629795,5898,4.58,1.0763,19.823,0.095,2037.29,1.05,0.5596,0,---
8629865,5800,4.59,1.0477,17.561,0.218,1774.97,0.519,0.3799,0,---
8630217,5679,4.65,1.0135,16.952,0.184,4095.14,0.607,0.4404,0,---
8630529,5789,4.45,1.0445,10.418,0.013,15790.05,1.184,0.6818,0,---
8630863,5707,4.73,1.0213,7.745,0.238,3446.7,0.542,0.3381,0,---
8631083,5787,4.54,1.044,9.217,0.609,3525.44,0.544,0.3528,0,---
8631144,5687,4.44,1.0157,7.833,0.014,20356.33,1.593,0.7519,0,---
8631330,5437,4.42,0.948,7.646,0.048,13140.74,1.369,0.7296,0,---
8631500,5873,4.38,1.0689,4.336,0.011,10118.9,1.068,0.6005,0,---
8631644,6181,4.65,1.1643,20.216,0.211,1723.89,0.472,0.2644,0,---
8631645,5527,4.61,0.972,15.616,0.049,10462.4,1.01,0.6184,0,---
8631765,5097,4.48,0.8594,32.787,0.939,5851.03,0.531,0.328,0,---
8635480,5773,4.64,1.04,6.804,0.02,20365.0,1.335,0.7283,0,---
8635719,5354,4.21,0.9261,27.819,0.856,6375.88,0.659,0.4103,0,---
8636046,6375,4.3,1.2306,1.233,0.007,1162.29,0.812,0.5226,0,---
8636241,5716,4.88,1.0238,11.292,0.009,7167.94,1.096,0.6632,0,---
8636243,6111,4.48,1.1417,6.436,0.081,394.34,0.372,0.2709,0,---
8636245,6041,4.52,1.1196,4.583,0.315,2542.7,0.638,0.4145,0,---
8636303,5025,4.51,0.8407,28.926,1.404,3877.04,0.475,0.3486,0,---
8636406,5204,4.89,0.887,21.099,0.485,4627.29,0.771,0.5069,0,---
8636744,4884,4.6,0.8041,10.154,0.016,1965.34,1.083,0.5776,0,---
8637014,6060,4.6,1.1256,10.818,0.057,4753.65,0.923,0.5681,0,---
8637041,4932,4.46,0.8166,28.197,0.161,2856.7,0.679,0.4593,0,---
8637098,5317,4.29,0.9164,19.005,0.068,18217.65,1.139,0.628,0,---
8637151,5365,4.38,0.929,11.177,0.08,10743.68,1.173,0.6599,0,---
8637331,5002,4.13,0.8348,33.306,3.336,3930.63,0.428,0.2831,0,---
8637776,5069,4.3,0.8521,24.061,0.126,4278.48,0.636,0.4254,0,---
8638173,6167,4.27,1.1598,2.864,0.011,5940.44,1.121,0.6446,0,---
8638217,6162,4.47,1.1581,6.319,0.07,1808.58,0.484,0.3568,0,---
8638263,5390,4.78,0.9355,18.632,0.115,11998.98,0.878,0.5769,0,---
8638974,5609,4.27,0.9942,18.459,0.246,4295.23,0.617,0.4495,0,---
