kepid,Teff,logg,Mass,Prot,Prot_err,Rper,LPH,w,DC,Flag
9570781,4246,4.56,0.6412,28.624,0.074,3098.79,0.801,0.5279,0,---
9571057,4287,4.59,0.6577,14.462,0.571,6640.43,1.155,0.6359,0,---
9573366,3765,4.8,0.4516,35.521,0.141,7898.57,0.617,0.4168,1,---
9573527,4091,4.65,0.579,20.608,0.039,8062.01,1.054,0.6257,0,---
9574706,3936,4.71,0.5176,28.053,0.051,22581.99,1.32,0.6426,1,---
9575305,3852,4.77,0.485,29.099,0.113,10375.95,1.089,0.6014,1,---
9575591,4207,4.6,0.6255,32.442,0.196,8246.6,0.959,0.5346,0,---
9575728,3903,4.73,0.5047,40.244,8.177,3035.28,0.489,0.3036,1,---
9575777,3710,4.81,0.4309,21.377,0.048,9685.4,1.241,0.7031,1,---
9578520,3482,4.92,0.348,36.312,1.774,1505.08,0.405,0.2765,1,---
9579643,4328,4.72,0.6743,11.965,0.064,11621.95,1.204,0.6439,0,---
9579753,4162,4.63,0.6074,20.872,0.298,6457.75,0.475,0.2742,0,---
9580051,4165,4.46,0.6086,14.016,0.651,2344.91,0.463,0.2566,0,---
9580671,4033,4.58,0.5559,35.173,0.68,6904.84,0.861,0.494,0,---
9580910,4070,4.57,0.5706,15.725,0.041,9098.77,1.357,0.7261,0,---
9580987,4323,4.57,0.6722,24.769,0.289,10144.5,0.987,0.6011,0,---
9581030,4286,4.49,0.6573,30.688,0.246,6185.47,0.717,0.4827,0,---
9581885,3581,4.85,0.3833,10.593,0.042,41018.64,1.702,0.751,1,---
9583357,3942,4.73,0.52,21.575,0.144,4369.74,0.78,0.4686,1,---
9583871,3947,4.72,0.5219,14.537,0.075,3969.01,0.931,0.5206,1,---
9588430,3683,4.42,0.4208,37.341,0.143,9923.34,1.283,0.6166,0,---
9588514,3577,4.85,0.3818,20.505,0.005,8178.06,1.075,0.6071,1,SM1
9588880,3765,4.82,0.4516,3.464,0.791,29796.57,0.501,0.2806,1,---
9589090,4254,4.61,0.6444,34.371,0.423,2635.0,0.495,0.3603,0,---
9589235,3468,4.91,0.3431,65.341,0.309,4327.03,0.684,0.3328,1,SM1
9589309,4148,4.46,0.6018,21.243,0.121,10680.74,1.309,0.6732,0,---
9590249,3855,4.74,0.4861,2.165,0.02,7720.71,0.79,0.4342,1,---
9591963,4147,4.66,0.6014,16.408,0.069,4212.08,1.161,0.6535,0,---
9593457,3410,4.96,0.323,36.505,9.702,5286.43,0.548,0.382,1,---
9593572,3974,4.68,0.5326,15.737,0.046,7272.3,0.981,0.5505,1,---
9594723,4227,4.53,0.6335,13.707,0.289,2288.37,0.484,0.2684,0,---
9595710,4397,4.77,0.7021,29.986,0.364,3829.15,0.548,0.3626,0,---
9596313,4311,4.65,0.6674,13.842,0.108,11294.04,1.283,0.7011,0,---
9596620,3830,4.82,0.4765,29.075,0.096,9935.08,1.077,0.6017,1,---
9597440,4103,4.49,0.5838,13.059,0.015,11707.25,1.341,0.7205,0,---
9597704,3433,5.01,0.3309,36.195,0.464,3357.41,0.471,0.3245,1,---
9598086,4340,4.53,0.6791,27.102,0.118,5970.3,1.027,0.5828,0,---
9601420,4088,4.53,0.5778,20.011,0.269,4851.07,1.162,0.678,0,---
9601825,3919,4.73,0.511,23.478,0.163,2124.52,0.666,0.408,1,---
9601977,3835,4.78,0.4784,33.206,1.252,4436.4,1.161,0.5937,1,---
9602658,3748,4.83,0.4452,19.903,0.028,9048.28,1.265,0.7101,1,---
9603175,3427,4.9,0.3289,26.168,0.264,11505.19,1.13,0.6583,1,---
9603955,4193,4.66,0.6198,40.14,1.643,4297.2,0.72,0.4089,0,---
9605603,3897,4.78,0.5024,20.952,0.097,5838.57,1.014,0.5949,1,---
9605714,3282,5.16,0.2804,23.751,0.221,9854.94,1.001,0.5769,1,---
9605729,3929,4.78,0.5149,33.813,1.852,3116.73,0.75,0.4702,1,---
9605900,3289,5.08,0.2827,37.835,0.187,7846.0,1.056,0.591,1,---
9606758,3856,4.74,0.4865,19.449,0.058,2929.81,0.93,0.5386,1,---
9606822,3684,4.8,0.4211,21.943,1.243,5207.0,0.937,0.5499,1,---
9611323,4356,4.57,0.6856,17.148,0.146,8214.98,0.903,0.5173,0,---
9611962,4294,4.54,0.6605,16.831,0.025,10670.9,1.1,0.6241,0,---
9612217,4196,4.58,0.621,20.35,0.421,1946.87,0.493,0.2845,0,---
9631020,4358,4.63,0.6864,20.971,0.09,10534.52,1.285,0.6626,0,---
9631366,3718,4.78,0.4339,7.045,0.003,16990.3,1.362,0.6735,1,---
9631914,4091,4.5,0.579,17.498,0.105,2759.93,0.606,0.3544,0,---
9632532,3684,4.81,0.4211,16.391,0.022,16353.67,1.545,0.7434,1,---
9635483,4268,4.51,0.65,13.996,0.047,5017.94,1.211,0.6622,0,---
9636406,3721,4.78,0.435,55.801,0.208,5293.25,0.788,0.3962,1,---
9636601,3399,4.91,0.3193,42.646,0.119,12832.67,1.025,0.5504,1,---
9637036,3390,4.92,0.3162,49.237,2.071,2638.58,0.869,0.4699,1,---
9637196,4342,4.49,0.6799,12.785,0.004,15283.64,1.52,0.7329,0,---
9639035,4125,4.42,0.5926,20.327,0.022,7334.47,1.32,0.6818,0,---
9640579,3685,4.84,0.4215,29.567,0.183,5860.66,0.968,0.591,1,---
9643210,3271,5.03,0.2769,29.766,0.245,14800.07,1.331,0.6921,1,---
9643691,4200,4.82,0.6227,14.106,0.061,9543.06,1.174,0.6434,0,---
9644066,4046,4.4,0.561,25.013,0.059,10301.62,1.025,0.6147,0,---
9644681,3420,4.9,0.3265,49.157,1.401,10840.89,0.813,0.4453,1,---
9644914,3403,4.91,0.3206,48.323,0.518,9418.43,0.667,0.3833,1,---
9649447,4074,4.27,0.5722,1.366,0.017,5144.15,0.563,0.3173,0,---
9653430,3460,4.88,0.3403,35.953,0.487,4200.52,0.904,0.5446,1,---
9654810,4262,4.67,0.6476,11.946,0.036,13816.18,1.25,0.6668,0,---
9655067,4322,4.69,0.6718,12.719,0.21,9889.72,0.727,0.4097,0,---
9655122,4394,4.61,0.7009,12.992,0.015,18806.28,1.135,0.6152,0,---
9655390,4263,4.62,0.648,11.887,0.465,15194.15,0.936,0.516,0,---
9655940,4306,4.6,0.6654,29.685,0.1,6934.46,0.835,0.5221,0,---
9657399,4362,4.63,0.688,20.088,0.05,7573.84,1.004,0.5956,0,---
9658673,4262,4.65,0.6476,19.233,0.02,8118.99,1.182,0.6796,0,---
9659036,3888,4.73,0.4989,4.957,0.003,42970.27,1.556,0.7577,1,---
9661885,3868,4.77,0.4911,34.504,0.764,2825.5,0.845,0.4981,1,---
9662061,3922,4.71,0.5122,13.855,0.019,9571.43,1.265,0.6755,1,---
9663013,3766,4.82,0.452,35.033,0.107,3017.37,0.72,0.4613,1,---
9663534,4377,4.73,0.6941,28.771,0.474,3215.58,0.561,0.3627,0,---
9665616,4100,4.55,0.5826,33.592,0.834,2922.24,0.492,0.3526,0,---
9665893,4303,4.75,0.6642,22.852,0.218,11281.85,1.19,0.6423,0,---
9666454,3810,4.82,0.4688,18.877,0.293,3031.13,0.65,0.3814,1,---
9666600,4115,4.49,0.5886,28.857,0.36,4682.42,0.802,0.5277,0,---
9667853,4296,4.73,0.6613,14.746,0.041,11846.13,1.157,0.6393,0,---
9673747,4354,4.91,0.6848,27.072,0.149,8162.56,0.725,0.4717,0,---
9691776,3622,4.82,0.3982,56.43,0.708,5238.86,0.6,0.3032,1,---
9691810,4256,4.29,0.6452,15.892,0.109,7562.79,1.204,0.6746,0,---
9691854,4167,4.53,0.6094,25.541,0.024,8548.86,1.014,0.602,0,---
9692092,4154,4.48,0.6042,18.393,0.115,2659.98,0.577,0.3373,0,---
9692206,3670,4.83,0.4159,14.847,0.058,28872.85,1.602,0.7478,1,---
9692518,4266,4.82,0.6492,36.917,0.239,7601.26,0.77,0.4449,0,---
9692612,4082,4.56,0.5754,27.514,0.109,9565.29,0.868,0.5588,0,---
9692927,4109,4.58,0.5862,24.518,0.048,7603.76,1.017,0.615,0,---
9693387,3792,4.77,0.4619,18.972,0.133,9827.17,1.236,0.6906,1,---
9693806,3683,4.86,0.4208,20.077,0.062,2115.49,1.166,0.6541,1,---
9696373,4125,4.53,0.5926,27.795,0.517,9825.94,1.263,0.6295,0,---
9696938,4115,4.59,0.5886,21.636,0.025,9101.03,1.142,0.6577,0,---
9696971,4301,4.62,0.6634,11.903,0.075,4205.82,1.1,0.5935,0,---
9697184,3725,4.8,0.4365,35.46,0.628,5703.54,0.592,0.4107,1,---
9697725,3631,4.86,0.4015,21.229,0.06,6791.95,1.333,0.7171,1,---
9697791,4093,4.53,0.5798,20.722,0.757,3862.8,0.854,0.5123,0,---
9700359,4118,4.54,0.5898,12.917,0.05,5051.14,1.389,0.7469,0,---
9700650,3639,4.84,0.4045,21.433,0.042,6839.96,1.174,0.6642,1,---
9700730,4116,4.56,0.589,20.023,0.379,3159.94,0.505,0.2944,0,---
9701012,4090,4.49,0.5786,12.563,0.315,8182.59,1.237,0.6628,0,---
9701634,4247,4.73,0.6416,45.885,0.919,6215.42,0.64,0.3431,0,---
9701719,4229,4.7,0.6343,32.724,4.615,3438.86,0.494,0.3445,0,---
9701901,4237,4.71,0.6376,24.406,0.094,3568.74,0.976,0.6066,0,---
9702112,3699,4.76,0.4267,30.776,0.484,4263.7,0.689,0.459,1,---
9702550,3685,4.82,0.4215,18.176,0.056,5756.74,0.746,0.4352,1,SM2
9702771,3887,4.79,0.4985,20.096,4.071,3633.17,0.827,0.4867,1,---
9704341,4154,4.59,0.6042,40.162,8.267,2433.78,0.605,0.3593,0,---
9704431,3357,4.95,0.3051,12.043,0.037,36938.97,1.549,0.7657,1,---
9704834,4393,4.61,0.7005,24.557,0.243,6269.4,0.813,0.5112,0,---
9705079,3279,5.03,0.2794,36.956,0.187,12431.41,1.123,0.6134,1,SM1
9706591,4027,4.52,0.5535,16.087,0.083,7694.96,1.009,0.5681,0,---
9706804,3667,4.88,0.4148,19.804,0.217,4198.31,1.181,0.6587,1,---
9711202,3826,4.76,0.4749,24.198,0.133,5886.91,1.087,0.6479,1,---
9712019,3933,4.74,0.5165,40.87,0.155,10849.54,0.782,0.4345,1,---
9712383,4302,4.67,0.6638,37.322,0.34,4804.79,0.61,0.3791,0,---
9712457,3506,5.0,0.3564,33.236,0.15,5363.11,1.096,0.6096,1,---
9712475,4313,4.62,0.6682,33.036,0.108,3891.29,0.565,0.4055,0,---
9713071,3502,4.92,0.355,36.524,0.411,6230.06,0.796,0.501,1,---
9713191,3711,4.75,0.4312,43.879,0.113,8929.01,1.142,0.5596,1,---
9713353,3678,4.85,0.4189,22.696,0.063,7318.82,1.098,0.6376,1,---
9713986,4291,4.56,0.6593,2.928,0.004,50583.6,1.704,0.8042,0,---
9715154,3764,4.76,0.4512,30.401,0.06,9320.88,1.128,0.6096,1,---
9715236,3381,4.93,0.3132,53.461,0.274,9058.77,0.888,0.4635,1,---
9715686,3756,4.81,0.4482,18.758,0.063,11700.0,1.308,0.7242,1,---
9715931,3801,4.73,0.4653,24.301,0.159,14886.8,1.102,0.6516,1,---
9716286,4034,4.6,0.5563,15.179,0.013,11012.32,1.051,0.5848,0,---
9716831,4271,4.6,0.6513,44.561,1.131,4691.9,0.534,0.2942,0,---
9717190,4358,4.41,0.6864,25.844,0.405,2845.64,0.592,0.3673,0,---
9717194,4068,4.48,0.5698,33.418,0.212,2137.51,0.43,0.2988,0,---
9717345,4112,4.53,0.5874,12.285,0.032,5065.68,1.058,0.578,0,---
9717880,4184,4.74,0.6162,32.958,0.824,6786.94,0.849,0.501,0,---
9718972,3714,4.83,0.4324,31.379,0.107,12578.96,1.152,0.6133,1,---
9719556,4317,4.62,0.6698,26.982,0.412,3367.66,0.685,0.4424,0,---
9723303,4226,4.53,0.6331,45.74,1.851,5079.39,0.618,0.3332,0,---
9725311,4203,4.68,0.6239,17.954,0.181,4445.61,0.969,0.5606,0,---
9725368,4221,4.67,0.6311,12.633,0.024,8093.18,1.196,0.6447,0,---
9726785,3670,4.83,0.4159,40.15,0.102,9518.41,0.884,0.4948,1,---
9727761,3821,4.82,0.473,25.629,0.532,3996.01,0.819,0.5118,1,---
9729984,4104,4.59,0.5842,21.038,0.182,3614.66,0.617,0.3713,0,---
9730373,4083,4.6,0.5758,37.809,2.045,3972.86,0.579,0.3663,0,---
9730609,3841,4.74,0.4807,17.207,0.049,6058.87,1.083,0.6031,1,---
9753017,3349,4.97,0.3024,55.821,1.932,5410.43,0.806,0.4232,1,---
9753503,4111,4.59,0.587,31.136,0.682,2101.78,0.73,0.4839,0,---
9753740,3797,4.76,0.4638,19.812,0.218,4004.96,0.9,0.5233,1,---
9754098,4318,4.92,0.6702,23.533,0.136,7665.01,1.059,0.6225,0,---
9758034,4042,4.62,0.5595,27.949,0.253,5281.45,0.707,0.4664,0,---
9758042,3803,4.75,0.4661,38.71,0.223,5354.29,1.048,0.543,1,---
9758051,4222,4.53,0.6315,24.455,0.157,3139.38,1.168,0.6308,0,---
9758864,3484,4.87,0.3487,60.044,12.463,2852.26,0.597,0.2975,1,---
9760640,4063,4.6,0.5678,17.101,0.053,4834.47,1.146,0.6469,0,---
9761113,3326,4.98,0.2948,0.684,0.004,21763.32,1.448,0.6827,1,---
9761158,4111,4.57,0.587,38.577,0.583,2952.52,0.454,0.2994,0,---
9761167,4191,4.64,0.619,31.009,0.239,7819.32,0.687,0.4716,0,---
9763726,4326,4.66,0.6735,11.006,0.016,16452.76,1.435,0.76,0,---
9763786,3358,5.01,0.3054,43.023,1.225,8382.74,0.827,0.4832,1,---
9765035,4358,4.73,0.6864,31.051,1.191,4271.98,0.802,0.4988,0,---
9765275,4348,4.41,0.6823,17.766,0.116,10592.28,1.177,0.6797,0,---
9766587,4310,4.54,0.667,24.674,2.848,2647.16,0.545,0.3305,0,---
9767253,3972,4.72,0.5318,34.047,0.264,3746.0,0.489,0.3521,1,---
9767524,4156,4.52,0.605,26.017,0.179,8970.02,1.155,0.6206,0,---
9771526,4198,4.62,0.6218,33.216,0.725,3532.95,0.433,0.2978,0,---
9771663,3810,4.76,0.4688,22.998,4.713,5775.81,0.606,0.3673,1,---
9771718,4256,4.75,0.6452,40.998,1.106,5638.54,0.652,0.3727,0,---
9772725,3819,4.78,0.4722,13.354,0.2,10339.08,1.358,0.7114,1,---
9773450,4091,4.59,0.579,31.021,0.235,4115.49,0.533,0.3639,0,---
9774141,3998,4.7,0.542,22.187,0.086,3196.54,0.82,0.4973,1,---
9774285,3998,4.69,0.542,23.337,0.202,4578.26,1.113,0.6455,1,---
9775786,3970,4.69,0.531,37.563,0.167,8395.37,0.856,0.4792,1,---
9775844,4229,4.65,0.6343,39.256,0.146,3961.86,0.553,0.3402,0,---
9776935,3550,4.88,0.3721,27.698,1.57,3800.81,0.826,0.5155,1,---
9778224,4354,4.75,0.6848,37.448,0.706,6539.4,0.747,0.4299,0,---
9778654,4231,4.7,0.6351,31.116,0.413,2989.65,0.544,0.3714,0,---
9778839,4118,4.62,0.5898,29.013,1.021,4944.26,0.585,0.389,0,---
9779575,4101,4.55,0.583,27.251,0.075,7731.14,1.102,0.6053,0,---
9782740,4090,4.53,0.5786,15.229,0.025,7844.45,1.162,0.6431,0,---
9783270,4234,4.74,0.6363,26.53,0.178,9218.48,1.095,0.6037,0,---
9785648,3568,4.28,0.3786,31.458,0.146,14972.81,1.299,0.653,0,---
9786877,3567,4.91,0.3782,11.17,0.45,11253.89,0.887,0.4919,1,---
9787380,4341,4.55,0.6795,23.001,0.62,2617.18,1.018,0.6246,0,---
9789630,4189,4.64,0.6182,36.05,0.867,4481.38,0.485,0.3396,0,---
9789699,4251,4.59,0.6432,34.413,0.379,3867.39,0.684,0.4343,0,---
9790574,4033,4.55,0.5559,19.958,0.224,5245.27,0.896,0.5292,0,---
9790889,3748,4.77,0.4452,31.181,0.13,8184.37,1.038,0.5869,1,---
9791707,4330,4.36,0.6751,12.548,0.056,10931.19,0.99,0.5428,0,---
9812640,4103,4.43,0.5838,26.886,0.51,5345.4,0.651,0.4214,0,---
9812929,3555,4.82,0.3739,26.065,0.203,5981.8,0.879,0.5359,1,---
9813003,3829,4.79,0.4761,24.468,0.296,4282.0,0.91,0.558,1,---
9813390,4211,4.53,0.6271,0.304,0.005,170684.78,1.289,0.6324,0,---
9815309,4165,4.58,0.6086,12.012,0.091,10365.31,1.405,0.7491,0,---
9815529,4300,4.49,0.663,35.096,1.088,1982.15,0.434,0.3122,0,---
9818003,3749,4.81,0.4456,18.976,0.156,5481.45,1.156,0.6457,1,---
9818472,3556,4.88,0.3743,26.791,0.361,5037.43,0.618,0.387,1,---
9818820,4213,4.64,0.6279,30.851,0.124,6754.82,0.831,0.5126,0,---
9820789,4286,4.5,0.6573,4.636,0.006,33825.34,1.587,0.782,0,---
9821105,4213,4.54,0.6279,21.045,0.343,7699.01,1.159,0.6608,0,---
9821238,4154,4.68,0.6042,31.032,0.062,4788.16,1.031,0.5635,0,---
9821545,4081,4.51,0.575,13.69,0.027,8137.2,1.167,0.6351,0,---
9821847,4318,4.58,0.6702,35.331,0.258,2204.12,0.476,0.3457,0,---
9823549,4264,4.62,0.6484,40.971,0.808,4303.34,0.729,0.4055,0,---
9823597,4308,4.55,0.6662,30.976,0.209,6009.22,0.788,0.4976,0,---
9824038,4081,4.45,0.575,34.916,0.393,4305.78,0.706,0.4416,0,---
9824914,4205,4.55,0.6247,32.92,0.064,5593.6,0.72,0.4611,0,---
9825237,3584,4.87,0.3844,42.579,1.201,3536.94,0.643,0.39,1,---
9827048,3956,4.71,0.5255,26.821,0.027,15419.42,1.224,0.6339,1,---
9827393,4283,4.6,0.6561,25.884,0.17,8809.36,1.042,0.5985,0,---
9827544,4100,4.6,0.5826,11.257,0.105,20760.18,1.503,0.759,0,---
9828138,4369,4.58,0.6908,35.79,4.49,2591.4,0.428,0.3127,0,---
9828292,3766,4.75,0.452,9.699,0.022,61106.44,1.486,0.7462,1,---
9832420,3962,4.7,0.5278,35.085,0.141,10664.76,0.994,0.5363,1,---
9833329,3689,4.81,0.423,36.975,9.988,2173.07,0.392,0.2811,1,---
9834661,3832,4.55,0.4772,28.048,0.776,3322.48,0.888,0.5728,0,---
9834837,4034,4.38,0.5563,27.102,0.124,15416.53,1.235,0.6313,0,---
9836261,4104,4.51,0.5842,15.271,0.023,9063.24,1.149,0.6378,0,---
9838213,3837,4.72,0.4792,20.938,0.091,6475.45,0.677,0.4035,1,---
9838643,4350,4.55,0.6832,19.063,0.045,12292.62,1.132,0.6654,0,---
9839824,4084,4.4,0.5762,12.589,0.02,13861.63,1.4,0.7475,0,---
9840227,3986,4.72,0.5373,34.331,0.23,5308.6,0.885,0.5079,1,---
9842972,4310,4.37,0.667,38.589,9.51,1563.58,0.381,0.262,0,---
9843211,4098,4.46,0.5818,29.609,0.07,14413.3,1.001,0.5683,0,---
9846631,4323,4.66,0.6722,14.869,0.095,7970.09,1.065,0.5915,0,---
9848077,4300,4.39,0.663,28.025,4.758,6236.49,0.857,0.545,0,---
9848792,3525,4.88,0.3632,21.294,0.587,4828.16,0.492,0.2902,1,---
9848932,3542,4.84,0.3692,34.59,1.813,5097.03,1.013,0.5777,1,---
9850346,4379,4.74,0.6949,18.319,3.637,6045.73,0.785,0.4553,0,---
9872434,4319,4.75,0.6706,30.914,0.498,6686.75,0.751,0.4885,0,---
9873729,3764,4.78,0.4512,19.022,0.029,6675.36,1.348,0.7214,1,---
9874206,4247,4.56,0.6416,29.587,0.619,3380.6,0.643,0.4346,0,---
9879930,3422,4.95,0.3271,30.263,0.204,6403.6,1.188,0.6546,1,---
9880751,4361,4.74,0.6876,12.979,0.152,4561.01,0.778,0.4365,0,---
9882247,4201,4.54,0.6231,28.635,0.38,5217.64,0.751,0.5063,0,---
9882303,3911,4.5,0.5079,29.528,0.424,8435.96,0.918,0.5576,0,---
9882703,4136,4.5,0.597,13.826,0.05,10789.99,1.381,0.7405,0,---
9883594,4404,4.53,0.705,13.404,0.042,12456.45,1.207,0.655,0,---
9884284,4106,4.56,0.585,33.261,0.516,7051.59,0.495,0.3515,0,---
9885607,4314,4.66,0.6686,24.913,0.064,10076.64,1.167,0.6227,0,---
9885985,3762,4.78,0.4505,37.753,0.458,4909.28,1.029,0.5452,1,---
9887238,4194,4.62,0.6202,12.735,0.05,7287.2,1.262,0.6787,0,---
9887831,4216,4.72,0.6291,32.316,4.577,3084.84,0.395,0.2583,0,---
9895121,4215,4.58,0.6287,23.405,0.3,7374.7,0.834,0.5176,0,---
9896492,4283,4.67,0.6561,13.307,0.033,7011.35,1.202,0.6524,0,---
9897830,4250,4.5,0.6428,32.311,0.454,6589.29,0.825,0.4969,0,---
9897922,3959,4.71,0.5267,16.73,0.03,5348.65,0.925,0.5263,1,---
9898046,3886,4.73,0.4981,14.799,0.188,7896.27,1.254,0.6744,1,---
9898405,4385,4.51,0.6973,20.53,0.092,12945.32,1.048,0.6275,0,---
9898639,3621,4.8,0.3979,41.656,0.248,7163.88,1.112,0.5641,1,---
9899670,4143,4.58,0.5998,15.086,0.095,6682.25,1.309,0.7237,0,---
9899874,4197,4.58,0.6214,19.25,0.049,7429.24,1.0,0.5866,0,---
9899900,3565,4.86,0.3775,32.391,1.006,5105.79,0.745,0.4971,1,SM1
9903125,4304,4.62,0.6646,15.281,0.035,11147.68,1.511,0.7161,0,---
9903203,4165,4.74,0.6086,16.607,0.02,11990.13,1.211,0.6834,0,---
9903540,4225,4.54,0.6327,45.952,2.63,1011.61,0.483,0.2599,0,---
9903613,3755,4.81,0.4478,13.84,0.064,14249.24,1.198,0.6362,1,---
9903965,3492,4.86,0.3515,43.869,0.546,8670.51,0.785,0.4524,1,---
9904420,4271,4.57,0.6513,33.104,0.164,4492.61,0.754,0.4685,0,---
9905279,4193,4.55,0.6198,11.982,0.02,9745.48,1.354,0.7207,0,---
9905966,4119,4.44,0.5902,27.271,0.067,7240.0,1.065,0.5978,0,---
9907450,3491,4.9,0.3511,38.158,0.401,4357.4,0.717,0.4598,1,---
9908153,4306,4.36,0.6654,37.649,7.327,2663.76,0.809,0.4528,0,---
9909232,4329,4.72,0.6747,27.437,0.04,11166.96,1.165,0.6048,0,---
9910083,4133,4.61,0.5958,28.792,0.107,15690.15,1.273,0.6263,0,---
9912689,3995,4.71,0.5408,15.544,0.069,5423.01,1.242,0.6813,1,---
9913134,4307,4.41,0.6658,27.114,0.489,2199.44,0.58,0.368,0,---
9933305,3811,4.76,0.4692,35.543,0.276,6305.81,0.91,0.517,1,---
9933464,3315,5.08,0.2912,1.226,0.006,32656.82,1.372,0.6595,1,---
9933507,4070,4.63,0.5706,24.339,0.133,14006.82,1.156,0.6372,0,---
9934865,3550,4.96,0.3721,19.501,0.045,10682.88,1.366,0.7385,1,---
9935092,4365,4.42,0.6892,22.547,0.16,17550.77,1.245,0.6467,0,---
9935454,4049,4.55,0.5622,37.096,2.317,3166.17,0.61,0.386,0,---
9935558,3460,4.88,0.3403,51.264,0.273,7440.45,0.953,0.4912,1,---
9935739,3368,4.94,0.3088,43.125,0.929,10418.44,0.879,0.5013,1,---
9936389,4213,4.59,0.6279,29.067,5.798,4613.46,0.609,0.4057,0,---
9940621,4259,4.66,0.6464,13.297,0.024,12810.41,1.095,0.5985,0,---
9940808,4307,4.53,0.6658,35.921,2.516,3736.32,0.4,0.2892,0,---
9941061,3461,5.04,0.3406,21.464,0.107,4628.36,0.865,0.5065,1,---
9941508,4352,4.57,0.684,17.902,0.022,11953.06,0.983,0.566,0,---
9941632,3855,4.75,0.4861,24.239,0.124,3275.1,0.652,0.4017,1,---
9941718,3523,4.91,0.3625,3.703,0.003,17348.65,1.468,0.6986,1,---
9941815,4215,4.55,0.6287,40.219,1.42,5723.36,0.838,0.4541,0,---
9942242,3339,4.96,0.2991,49.917,0.599,13415.84,0.852,0.4636,1,---
9942695,3578,4.91,0.3822,17.953,0.026,7142.01,1.223,0.6619,1,---
9943450,4357,4.48,0.686,10.76,0.036,12920.98,1.391,0.7339,0,---
9943650,4301,4.53,0.6634,32.153,0.37,5174.25,0.745,0.4741,0,---
9944770,3685,4.82,0.4215,29.049,0.182,7466.35,0.847,0.545,1,---
9945070,4107,4.47,0.5854,28.891,0.176,4766.7,0.894,0.5495,0,---
9945771,3798,4.75,0.4642,2.687,0.005,91583.7,1.72,0.7979,1,---
9946811,3686,4.82,0.4219,26.371,0.738,4771.53,0.902,0.5578,1,---
9947668,4359,4.61,0.6868,38.952,2.611,5573.87,0.551,0.3389,0,---
9954054,4312,4.53,0.6678,22.113,0.174,4683.26,0.944,0.5758,0,---
9955316,3682,4.84,0.4204,35.78,0.17,6647.17,0.842,0.5063,1,---
9956856,4112,4.53,0.5874,45.238,3.126,3386.91,0.504,0.2782,0,---
9958806,4124,4.73,0.5922,21.003,0.302,6083.85,1.118,0.6619,0,---
9959966,4065,4.42,0.5686,18.046,0.402,4825.23,0.814,0.4759,0,---
9963678,4250,4.6,0.6428,18.83,3.456,2763.09,0.578,0.336,0,---
9963819,3475,4.94,0.3455,41.477,0.486,9061.52,0.658,0.4126,1,---
9964354,4321,4.59,0.6714,20.701,0.25,5562.6,0.986,0.5896,0,---
9964662,4289,4.31,0.6585,13.526,0.018,8271.4,1.291,0.7025,0,---
9964925,4304,4.56,0.6646,18.435,0.041,11198.94,0.692,0.4037,0,---
9968101,4358,4.65,0.6864,16.479,0.04,7136.76,1.304,0.7052,0,---
9969084,4154,4.49,0.6042,41.699,0.696,3616.99,0.577,0.3363,0,---
9969188,4121,4.36,0.591,20.647,0.119,6760.9,1.099,0.655,0,---
9970700,4318,4.5,0.6702,11.144,0.045,5713.82,1.242,0.6571,0,---
9971018,4217,4.56,0.6295,27.934,0.176,10875.34,1.059,0.5875,0,---
9971294,4316,4.64,0.6694,23.912,0.117,12682.14,0.968,0.6099,0,---
9971549,4359,4.6,0.6868,17.098,0.183,6184.1,0.818,0.47,0,---
9972195,4363,4.29,0.6884,27.478,1.296,2584.43,0.507,0.3138,0,---
9972576,4322,4.47,0.6718,17.758,0.393,8556.78,0.981,0.5641,0,---
9991488,3403,4.92,0.3206,22.084,0.03,13319.85,1.375,0.7351,1,---
9991565,3856,4.74,0.4865,14.755,0.013,6972.13,1.04,0.5708,1,---
9992083,3759,4.74,0.4493,0.424,0.006,46959.04,1.491,0.6989,1,---
9992904,4172,4.49,0.6114,12.317,0.029,4623.29,1.138,0.6156,0,---
9993806,3907,4.74,0.5063,14.924,0.274,3639.37,0.999,0.5536,1,---
9994229,4335,4.67,0.6771,5.536,0.015,31433.11,1.553,0.7724,0,---
9994237,3977,4.72,0.5337,28.003,0.146,4656.05,0.78,0.5141,1,---
9996468,4201,4.62,0.6231,41.879,6.083,7062.61,0.587,0.3388,0,---
9996478,4312,4.67,0.6678,21.662,0.059,14196.46,1.166,0.6507,0,---
10000500,4262,4.48,0.6476,31.746,1.749,2628.68,0.456,0.3042,0,---
10000939,4246,4.47,0.6412,29.461,0.518,7495.49,0.966,0.5557,0,---
10001313,4326,4.67,0.6735,17.475,0.032,8348.11,1.103,0.6314,0,---
10002792,4334,4.45,0.6767,1.165,0.007,32360.08,1.294,0.6337,0,---
10004510,4341,4.6,0.6795,1.373,0.003,76989.89,1.707,0.8206,0,---
10005439,4264,4.54,0.6484,46.433,4.046,6366.55,0.726,0.3812,0,---
10005609,4349,4.63,0.6828,21.55,0.119,13454.38,1.203,0.6524,0,---
10010283,3953,4.72,0.5243,13.855,0.047,10255.4,1.306,0.6979,1,---
10011038,4363,4.58,0.6884,22.23,0.046,17760.63,1.159,0.6422,0,---
10014945,4338,4.77,0.6783,19.505,0.061,29845.89,1.652,0.7027,0,---
