praesepe_oid,col1,solution_id,designation,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,source_id
100,99,1635721458409799680,Gaia DR2 664353757620108544,492260027,2015.5,129.13893955087818,0.05275272944355892,19.915046145026682,0.028631104081274207,5.398691476972244,0.06252799688568142,86.340385,-35.046795940336935,0.09269018243942909,-14.357357202294217,0.059873086182515294,-0.2535361,-0.5431415,-0.292806,0.3054786,0.119384095,0.2009288,-0.2547857,0.48288912,-0.30600023,-0.34100044,180,0,180,0,1.0981877,195.64072,0.06154678807139871,0.3535990228784497,31,false,14.07803,1.3311624822838373,0.010000414655663715,0.026054002,21,11,0.09747867,0,28,false,240,12473.041757869192,9.769728356048669,1276.703,15.448435,27,3030.3467159179854,14.055582491189302,215.59738,16.647657,27,14619.034372741757,31.059592507274985,470.67694,14.349624,1.4150021,0,2.2980337,1.1992226,1.0988111,,,0,,,,NOT_AVAILABLE,205.2747436047211,31.721975935387754,126.41332585559567,1.286168123254395,100001,3488.0,3413.6667,3997.56,0.106,0.0105,0.5168,0.0887,0.0062,0.3137,200111,0.55054414,0.41913614,0.5747816,0.040418938,0.039418686,0.04141919,http://geadata.esac.esa.int/data-server/datalink/links?ID=664353757620108544,,664353757620108544
101,100,1635721458409799680,Gaia DR2 664441615470632064,1606862435,2015.5,130.00543203626884,0.20052018528218776,20.372872337102923,0.1328898386512956,5.234640476717932,0.23924861865920982,21.879501,-34.756180401486944,0.3961301478871615,-12.68859098247789,0.2881464112940035,-0.13051742,-0.20442225,-0.1996978,-0.06937743,-0.12593685,-0.11320816,-0.098404445,0.45458263,-0.08368444,-0.30357233,175,0,174,1,2.183195,211.62352,0.4686962216725957,1.228146757834593,31,false,0.51722664,1.2651085692780553,0.042450029467671575,0.01372373,20,10,0.37483132,0,28,false,233,855.9206902824322,1.7176639545203074,498.30508,18.357283,24,137.2082097577328,6.006657075947644,22.842691,20.007938,25,1279.69201793731,13.487975506708194,94.87651,16.994156,1.6554106,0,3.0137825,1.6506557,1.3631268,,,0,,,,NOT_AVAILABLE,205.09630518784815,32.64314733325923,127.08444781797351,1.935259334696281,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664441615470632064,,664441615470632064
102,101,1635721458409799680,Gaia DR2 664310601788795392,411809047,2015.5,129.5045933133314,0.13856879124518307,19.978559451787227,0.08156207849343078,5.455429438217338,0.20180454134812578,27.033234,-35.30532017131982,0.2733479581392133,-12.562811899348944,0.15947686211048626,-0.40964687,-0.58583564,-0.5428814,0.35273716,0.14510101,0.16769443,-0.24047355,0.7514154,-0.49672097,-0.5423334,156,0,156,0,6.0739202,282.04645,0.45664859447957057,5.594344694778982,31,false,1.957129,1.2217042382157721,0.028267111727029167,-0.110407986,18,10,0.2949956,0,25,false,217,3272.9032298620577,3.5174835430572133,930.4672,16.901033,20,495.9372081460888,10.698317439373087,46.35656,18.612822,22,4594.0527155214895,11.624844445448646,395.19263,15.60643,1.555191,0,3.0063915,1.7117882,1.2946033,,,0,,,,NOT_AVAILABLE,205.34441293057463,32.06647150523385,126.73001491683127,1.434291803683293,100001,4305.75,3576.5535,4753.553,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664310601788795392,,664310601788795392
103,102,1635721458409799680,Gaia DR2 664365852247875840,324912553,2015.5,129.09321280214618,0.13262738405776178,20.1185450127495,0.08162060394642229,5.154436057481757,0.17985951391012417,28.658123,-34.742941047647086,0.2619349941640181,-13.397191324910285,0.17076839420138162,-0.2620693,-0.4018986,-0.19649339,0.109933466,0.14763501,0.17776406,-0.35450277,0.5880615,-0.17697872,-0.41540152,188,0,188,0,4.0581,271.2647,0.38556829004938525,2.418808498273301,31,false,1.3995385,1.2312019449633844,0.02516648720381314,0.0019365471,22,9,0.25991553,0,26,false,223,2065.5538628498207,2.672194825932981,772.9803,17.400774,25,367.6476575009159,16.117973718282407,22.809793,18.937809,24,2837.018006856659,10.02384515603126,283.02692,16.129765,1.55148,0,2.8080444,1.537035,1.2710094,,,0,,,,NOT_AVAILABLE,205.0327394529603,31.751922551423448,126.32062632428324,1.4723656477091998,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664365852247875840,,664365852247875840
104,103,1635721458409799680,Gaia DR2 664409175581692288,1628659141,2015.5,129.1740828623969,0.07872261272268198,20.411041118953793,0.04447300728800071,5.153553882442397,0.08410075155456553,61.27833,-34.40347689501549,0.13819907132419015,-13.171934121331532,0.08974330025462851,-0.6282229,-0.7109495,-0.7200326,0.617582,0.41219285,0.5492137,-0.66681516,0.7033047,-0.51733446,-0.6506678,147,147,145,2,0.43616408,146.73701,0.0,0.0,31,true,253.15077,1.5280368119583982,0.01303384364420648,-0.041510895,17,10,0.09707723,0,24,false,206,172727.35384109963,80.68095977241285,2140.869,12.594963,23,77007.36007166065,207.13206414099147,371.77905,13.135057,23,135652.13003385565,303.3865096527407,447.12643,11.930854,1.2311859,0,1.2042036,0.5400944,0.66410923,34.97926460642769,1.2811987117211758,5,4500.0,3.0,0.0,NOT_AVAILABLE,204.73993566635323,31.923482523230547,126.32059837272547,1.774540025902944,100001,4955.4067,4815.1265,5081.38,,,,,,,200111,0.7261114,0.69055545,0.7690357,0.28643,0.280663,0.292197,http://geadata.esac.esa.int/data-server/datalink/links?ID=664409175581692288,,664409175581692288
105,104,1635721458409799680,Gaia DR2 664354994570694400,1041581600,2015.5,129.0356365745043,0.16630425768907742,19.956992289172447,0.12074694440840622,5.004109599878046,0.23358240815837827,21.423315,-36.44685034809294,0.3363235075962684,-13.37741889086182,0.20727036050652764,-0.3352387,-0.11492111,-0.27903014,0.28757077,-0.23438154,0.06006025,-0.51454914,0.604526,-0.16450071,-0.37066412,158,0,157,1,6.0070357,281.62747,0.6402401242671918,6.644810982290685,31,false,1.0609796,1.2406155703293682,0.02959952288720044,-0.0011296641,18,10,0.33025426,0,24,false,209,2237.2363415409927,2.873529523737425,778.5674,17.314087,22,331.44120185530693,10.331599112915837,32.080338,19.050371,22,3257.0564707389312,19.559145480790313,166.52345,15.9798565,1.6039869,0,3.0705147,1.7362843,1.3342304,,,0,,,,NOT_AVAILABLE,205.18899670494721,31.645385552047827,126.30876939804536,1.3024109245639282,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664354994570694400,,664354994570694400
106,105,1635721458409799680,Gaia DR2 664283522018090496,660791600,2015.5,129.4432180536987,0.047262754679175505,19.599243574398134,0.029162367154723225,5.498632882055974,0.06525271274883193,84.26673,-36.37324982144975,0.09515780920542784,-12.509673238169501,0.05953955213973372,-0.4036366,-0.40066323,-0.09803893,0.110411696,0.117502905,0.07821703,-0.1066204,0.5700953,-0.24099557,-0.46175188,185,185,185,0,2.9382606,240.8927,0.0,0.0,31,true,359.0281,1.5598607920171454,0.010178974083070037,-0.08224579,21,11,0.060010765,0,26,false,227,274420.01393559884,140.45430294207682,1953.8029,12.092326,25,129096.17875789452,291.8850382434582,442.28433,12.574104,24,205889.38257768445,279.2907001165702,737.18665,11.477835,1.2207038,0,1.0962696,0.48177814,0.61449146,34.62520583868364,1.6964345740249736,8,5500.0,4.5,0.0,NOT_AVAILABLE,205.74023725221087,31.880806540112562,126.77009485276632,1.0527029710513585,100001,5427.125,4980.6133,7015.6997,0.0143,0.008,0.292,0.0098,0.0036,0.1421,200111,0.68749523,0.4114029,0.81628853,0.36941403,0.36374754,0.37508053,http://geadata.esac.esa.int/data-server/datalink/links?ID=664283522018090496,,664283522018090496
107,106,1635721458409799680,Gaia DR2 664365852247876864,575587778,2015.5,129.08480481865126,0.10524717710979055,20.116694396896683,0.08193598382000812,5.03077340898443,0.1277614655853641,39.376297,-35.26076850082422,0.21704862811666084,-13.139676744420274,0.1835063707346111,-0.5122605,-0.30264246,-0.39336166,0.42806274,0.03143256,0.48834217,-0.6931651,0.4422328,-0.047263,-0.64807683,178,0,178,0,4.485775,269.67667,0.322628235052987,3.451579405122704,31,false,2.8339407,1.2491672619069323,0.018095136055006015,-0.07060786,20,8,0.24523823,0,27,false,235,4084.604936041005,6.073373618395249,672.543,16.66049,25,775.261238403483,14.751037925286834,52.556385,18.127768,24,5383.591661351999,22.55744391125809,238.66142,15.434239,1.507821,0,2.6935282,1.4672775,1.2262506,,,0,,,,NOT_AVAILABLE,205.03158503480603,31.74387319740081,126.31344578444256,1.4685934327140124,100001,3564.3333,3214.0,4128.8,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664365852247876864,,664365852247876864
108,107,1635721458409799680,Gaia DR2 664456733755404928,216419694,2015.5,130.07025169748803,0.0962666956910753,20.71166684767974,0.05805383806145756,5.29174028627112,0.1186763520680105,44.589676,-35.32981707837749,0.18789509849513483,-13.04208273331055,0.12901716923633225,-0.14977019,-0.24586044,-0.03477365,-0.06455756,0.05408693,0.014312235,-0.12637727,0.45660275,-0.05820433,-0.3780812,176,0,176,0,4.049764,256.48453,0.32474681129360244,3.072824794277943,31,false,2.592934,1.3334501520037776,0.01973739649092137,0.05547387,20,9,0.18116204,0,27,false,236,3524.0267935843917,6.366360271488656,553.5387,16.820768,24,619.6136093032572,10.225101157649403,60.59731,18.371086,24,4695.903291795219,24.195512882291908,194.08157,15.582623,1.5083644,0,2.7884636,1.5503178,1.2381458,,,0,,,,NOT_AVAILABLE,204.74166286961918,32.814787555230254,127.05635105871369,2.2783010157103734,100001,4038.51,3560.0,4370.7134,0.478,0.175,0.8141,0.2353,0.1019,0.459,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664456733755404928,,664456733755404928
109,108,1635721458409799680,Gaia DR2 664387808120781440,931452425,2015.5,129.34244927173654,0.058679278543612705,20.176953489098516,0.036675085416188066,5.225539844907971,0.09374908050831401,55.73964,-35.274165804505614,0.13287971542536947,-13.272447749240044,0.06789171134113867,-0.42608342,-0.54149175,-0.56970936,0.34004685,0.27876297,0.29538137,-0.34823266,0.8110157,-0.46308985,-0.55302113,150,150,146,4,6.3775997,276.45676,0.0,0.0,31,true,388.74127,1.5976730532722,0.012982207677760234,-0.057545453,18,10,0.084640615,0,27,false,224,594205.1485899282,773.306723802355,768.39514,11.253525,24,310351.8597259376,1031.9879107129264,300.73206,11.621753,23,400362.92112050945,981.5945993074782,407.86993,10.755785,1.1960764,0,0.86596775,0.36822796,0.4977398,36.281925559311084,0.9413068669354205,9,5500.0,4.5,0.0,NOT_AVAILABLE,205.06288387480862,31.991724992668658,126.53246528937218,1.5877641354865693,100001,5597.075,5468.02,5763.0,0.1077,0.0253,0.2085,0.0463,0.0209,0.091,200111,0.992398,0.9360756,1.0397956,0.87078524,0.8517911,0.8897794,http://geadata.esac.esa.int/data-server/datalink/links?ID=664387808120781440,,664387808120781440
110,109,1635721458409799680,Gaia DR2 664334035130360192,1525887882,2015.5,129.53142587444597,0.38445042053008754,19.98781070363074,0.23837709829205672,5.570376861155776,0.5343233010896299,10.425106,-35.57418014398871,0.7000636327401943,-13.100590265045891,0.45638376304894246,-0.29524398,-0.65923554,-0.50819874,0.3548571,0.26277718,0.2652399,-0.25821745,0.68494296,-0.40724388,-0.36999467,178,178,178,0,118.89739,25177.312,1.4506573799244766,800.5298284648737,31,true,0.4544828,1.5896895750106592,0.09756224626081644,-0.07650841,20,10,0.41766798,0,28,false,248,342970.34255545534,239.6153362854569,1431.3372,11.8502245,26,161136.32780138974,441.73199954307785,364.78302,12.333405,26,259342.2177863749,490.80261238337545,528.4043,11.227237,1.225991,0,1.1061678,0.48318005,0.62298775,37.64374321921092,1.2090126231404306,7,5500.0,4.5,0.0,NOT_AVAILABLE,205.34442243805108,32.09333198361635,126.75207490854841,1.4496264146847382,100001,4993.9,4953.0,5224.5,0.264,0.0719,0.378,0.1433,0.0734,0.1868,200111,0.9280806,0.84796107,0.9434714,0.48264238,0.43102026,0.5342645,http://geadata.esac.esa.int/data-server/datalink/links?ID=664334035130360192,,664334035130360192
111,110,1635721458409799680,Gaia DR2 664403506224429184,396988858,2015.5,129.50548744697136,0.21065058398970157,20.541466093451472,0.1413061626930629,5.024309966124152,0.2846929438374015,17.648172,-37.14185193368368,0.4254182955166842,-12.954149318727236,0.26851763685445557,-0.22904213,-0.17752022,-0.24504648,0.31354347,0.04532742,0.23155116,-0.4086548,0.6564199,-0.2639078,-0.37337953,178,0,176,2,3.8988032,252.84381,0.7766067612468737,4.178476653990446,31,false,0.51256126,1.2476563651929529,0.045081205223803045,0.055754006,20,10,0.42127332,0,25,false,215,983.1463553861208,1.8897274065582668,520.2583,18.20682,21,137.67363633802296,13.714733468241592,10.038375,20.004261,21,1487.8838645109952,11.139616544272197,133.56688,16.830498,1.6534237,0,3.1737633,1.7974415,1.3763218,,,0,,,,NOT_AVAILABLE,204.7199065009955,32.259803046117874,126.58825887736323,1.9790741383678019,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664403506224429184,,664403506224429184
112,111,1635721458409799680,Gaia DR2 664311392062657920,745366443,2015.5,129.46686941159314,0.0710774777690193,19.98712654210043,0.04436773383695775,5.24907056545466,0.08433332261443509,62.24195,-36.40550449793779,0.13400399536960145,-13.130742477213683,0.08445938779620402,-0.5737428,-0.62155765,-0.6788436,0.49686465,0.28734958,0.41800967,-0.52264786,0.7209742,-0.43930316,-0.61808497,175,175,162,13,12.467609,496.3192,0.07515868849538865,1.9336227881227088,31,true,112.82921,1.6171304142460514,0.014794201236349768,-0.12371827,20,10,0.09088078,0,28,false,221,686556.129732892,709.6162298145249,967.5034,11.096676,27,361101.32109180745,636.6384387958725,567.2,11.457315,27,457150.63419837074,583.5976329877757,783.3319,10.611772,1.1918209,0,0.84554386,0.36063957,0.4849043,33.98962501222077,0.6191328801334111,8,5750.0,4.5,0.0,NOT_AVAILABLE,205.32050339407198,32.03614630398201,126.69353670898644,1.433609873393134,100001,5751.175,5656.685,5806.0,0.0877,0.0175,0.2776,0.047,0.0079,0.1281,200111,1.0000145,0.98121774,1.0337023,0.98567474,0.96612364,1.0052259,http://geadata.esac.esa.int/data-server/datalink/links?ID=664311392062657920,,664311392062657920
113,112,1635721458409799680,Gaia DR2 664516107383262208,118169370,2015.5,129.45748926246063,0.15692017419614313,20.79459635297208,0.11147267634869917,5.169035535983634,0.19856586780014407,26.031843,-36.4757367610438,0.30603784516038585,-14.222629542919377,0.22163087640715984,-0.34965804,-0.2615444,-0.30571398,0.38126078,-0.013486859,0.26597303,-0.47813717,0.5836534,-0.18396105,-0.42561802,196,0,196,0,1.9453695,230.84343,0.403913581280867,1.5303872792861213,31,false,0.87425697,1.2220490909286803,0.03358737423538552,0.010283079,22,11,0.31199077,0,26,false,229,1265.9948434564537,1.9810921487690263,639.0388,17.932285,21,183.4273454095492,8.436770830581994,21.741417,19.692728,18,1830.2462216116976,13.36032813490571,136.99112,16.605646,1.590586,0,3.087082,1.7604427,1.3266392,,,0,,,,NOT_AVAILABLE,204.4201726958354,32.30313355505853,126.48067574503743,2.212597400659523,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664516107383262208,,664516107383262208
114,113,1635721458409799680,Gaia DR2 664446666352164224,194320749,2015.5,129.96917333554222,0.08351853872130127,20.512827909394606,0.046356266332867505,5.333183719556115,0.10713786893094757,49.778698,-34.32319200640492,0.16246478787449173,-13.014825282654781,0.09543017961621016,-0.2196893,-0.35324132,-0.15501995,0.23592362,0.12215709,0.19414753,-0.22340617,0.5584371,-0.26694718,-0.34622383,174,0,173,1,3.5874035,241.85999,0.2770783329958767,3.820083687346489,31,true,4.4152746,1.3044969090143153,0.016990133683214472,0.07258005,20,11,0.15952396,0,26,false,226,6000.757891305679,6.176886518623535,971.48584,16.242851,22,1145.1179121235998,16.547201440081476,69.20312,17.704262,22,7774.138768991483,22.813385692524726,340.77094,15.035289,1.4863551,0,2.668973,1.4614105,1.2075624,,,0,,,,NOT_AVAILABLE,204.9262475942232,32.65864654103483,127.01576396016397,2.0618695253800987,100001,3602.725,3218.0,4093.8835,0.756,0.509,0.9531,0.4135,0.2885,0.5099,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664446666352164224,,664446666352164224
115,114,1635721458409799680,Gaia DR2 664316614743007360,585470964,2015.5,129.71246504870814,0.08255638026161452,19.850489789889952,0.050155446680370704,5.521530051139273,0.12819592275323294,43.071026,-36.80237969767586,0.17979067512916241,-14.16822488675699,0.09860459190900787,-0.5005431,-0.5084881,-0.41117346,0.5351628,0.39967513,0.48551992,-0.53672814,0.7806738,-0.5555544,-0.5933356,243,0,243,0,6.209755,399.87128,0.3170100802632169,6.368641081547313,31,true,4.1543016,1.269046558247943,0.01379728587052224,-0.017134162,28,11,0.19393942,0,34,false,293,6496.07468200331,5.68830333253529,1142.0056,16.156738,32,1159.250595851168,9.136030747221813,126.88777,17.690945,32,8525.52221962167,21.407222103530493,398.2545,14.935118,1.4908653,0,2.755827,1.5342064,1.2216206,,,0,,,,NOT_AVAILABLE,205.56602417395004,32.20569737778033,126.95161711732135,1.3599896442971906,100001,4133.69,3684.9,4746.51,1.217,0.822,1.505,0.642,0.423,0.7697,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664316614743007360,,664316614743007360
116,115,1635721458409799680,Gaia DR2 664366779961036288,271247134,2015.5,129.19034668485799,0.04648805503378409,20.123890074022494,0.02913365184232872,5.488404687208226,0.06307185795798884,87.01828,-34.38985730335143,0.09308334635423211,-13.450447324769286,0.06388412893587685,-0.35065237,-0.46832106,-0.3298176,0.058338683,0.19294542,0.15903516,-0.22370638,0.5971388,-0.093636915,-0.4131849,188,188,177,11,11.08884,469.23062,0.0,0.2139074201777064,31,true,449.7261,1.5796567934753845,0.009714091009501073,-0.035328273,21,10,0.060209826,0,28,false,246,484218.74447471986,515.9331416187674,938.53,11.475761,27,245977.54753591135,506.4574891549601,485.68253,11.874149,25,336431.9660174479,393.910274486623,854.08276,10.944676,1.2027818,0,0.9294729,0.3983879,0.531085,34.09783148400474,0.7501280386167368,6,5500.0,5.0,0.0,NOT_AVAILABLE,205.06377585575834,31.839393516575964,126.40759456628265,1.5004481606570417,100001,5405.5,5291.0,6288.0,0.045,0.0164,0.22,0.024,0.0069,0.109,200111,0.923437,0.6824235,0.9638367,0.6559228,0.6460905,0.66575503,http://geadata.esac.esa.int/data-server/datalink/links?ID=664366779961036288,,664366779961036288
117,116,1635721458409799680,Gaia DR2 664323761568567808,824998701,2015.5,129.76321711144786,0.03570974830696139,20.04371058333109,0.025379982268362807,5.498617772722282,0.034839893978763394,157.82533,-37.75088948591973,0.06691616250035504,-13.948871860859908,0.048593951545900724,-0.5730392,-0.40989432,-0.67174524,0.59012413,0.14400043,0.5148201,-0.70837665,0.5771291,-0.2859111,-0.6138559,178,0,178,0,-1.1795387,151.36311,0.0,0.0,31,false,72.14514,1.4485864064312177,0.007177501562227337,-0.01587828,20,10,0.0873423,0,29,false,239,54797.10514735941,23.028510797886362,2379.5332,13.841472,28,18847.220011884154,33.741011392931384,558.5849,14.66327,28,52454.24116592674,46.98700025648527,1116.3564,12.962468,1.3011903,0,1.7008018,0.8217983,0.8790035,,,0,,,,NOT_AVAILABLE,205.37095862944972,32.31705819124652,126.9486042490085,1.558990124889629,100001,4296.73,4033.2725,4720.3,0.406,0.0,0.8853,0.198,0.0,0.4346,200111,0.57252645,0.4743867,0.6497654,0.10065562,0.09915955,0.10215169,http://geadata.esac.esa.int/data-server/datalink/links?ID=664323761568567808,,664323761568567808
118,117,1635721458409799680,Gaia DR2 664320497393421952,1478066597,2015.5,129.8103710777985,0.0363670581834754,20.02192754283791,0.023828038000036248,5.318458812135385,0.046926234454303044,113.33658,-36.596755499215035,0.07257204545178816,-13.515564361891027,0.04718617928094634,-0.34269118,-0.38535988,-0.35427988,0.3228781,0.115818776,0.23224753,-0.3638068,0.6125533,-0.31492555,-0.3833085,232,0,232,0,2.1569884,275.37207,0.09493375555249753,1.2702318871804565,31,false,18.331125,1.3445773256927245,0.008837234969574235,-0.016177779,26,12,0.080288045,0,30,false,266,17728.725906330466,12.949532075135224,1369.0631,15.066672,27,4638.381121637707,19.50979013263443,237.74634,16.185472,27,20017.825408623612,37.99113455459553,526.90784,14.008378,1.390749,0,2.1770945,1.1188002,1.0582943,,,0,,,,NOT_AVAILABLE,205.41318508356633,32.35117695143398,126.99700957757544,1.5492061568259643,100001,3676.6633,3546.0,4119.3877,0.435,0.133,0.6967,0.2335,0.0812,0.348,200111,0.558912,0.44523144,0.60086054,0.051427692,0.050420243,0.05243514,http://geadata.esac.esa.int/data-server/datalink/links?ID=664320497393421952,,664320497393421952
