praesepe_oid,col1,solution_id,designation,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,source_id
243,242,1635721458409799680,Gaia DR2 660317068180478336,1048154828,2015.5,132.49723701534717,0.08405343724716713,19.16688833316287,0.05237120867746344,5.132174505294033,0.10226158029075857,50.186733,-37.10636155023994,0.1672038562803713,-12.058288298842447,0.10778057172384527,-0.39699015,-0.319325,-0.39273936,0.25980628,0.31713977,0.3119201,-0.6365654,0.5432142,-0.2687974,-0.3659344,343,0,341,2,4.3603454,461.35785,0.3106144707863908,4.118332682422335,31,false,2.6350172,1.2591743183722648,0.01423700007215794,0.031879842,39,14,0.16971065,0,41,false,356,3348.4850398641906,2.4674212510098577,1357.0787,16.876245,38,544.2402312189819,6.730147803941613,80.86601,18.511911,37,4594.110893286177,12.166234193876678,377.61157,15.606417,1.5345302,0,2.9054947,1.6356659,1.2698288,,,0,,,,NOT_AVAILABLE,207.42095539333187,34.43174939062802,129.66467108352097,1.3867804416557339,100001,4568.61,4022.895,4824.643,0.891,0.81,1.1484,0.511,0.4717,0.7097,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=660317068180478336,,660317068180478336
244,243,1635721458409799680,Gaia DR2 660327685339473152,535827889,2015.5,131.97417704676258,0.11017671986703924,19.131441108374798,0.06269855299532673,5.4179043205011155,0.13639809247598372,39.72126,-37.24323705200226,0.22795351049551668,-12.281325336335652,0.13699092107321376,-0.31214607,-0.043365724,-0.04148021,0.12763165,0.13107164,0.19753344,-0.5073871,0.42061815,-0.04024557,-0.3452661,335,0,329,6,4.1468453,440.62186,0.3713316342840752,3.2716588240045956,31,false,1.4542383,1.2256671283849894,0.019278071712959505,0.04897767,39,14,0.21427849,0,41,false,347,1944.5646662645283,2.4881022070298857,781.54535,17.46631,34,318.1371795666912,15.348391013504656,20.727722,19.094852,35,2721.521808001862,8.249578966602424,329.89825,16.17489,1.5631566,0,2.919962,1.628542,1.29142,,,0,,,,NOT_AVAILABLE,207.2534656849745,33.95612721213858,129.19791210824928,1.2204741282361005,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=660327685339473152,,660327685339473152
245,244,1635721458409799680,Gaia DR2 660553978576244736,728837079,2015.5,134.0070070262035,0.4072319969726669,19.287592041979426,0.2457309492453743,5.179384256156714,0.5111077711780783,10.133644,-42.164058249950806,0.8396714899387946,-13.005405174189985,0.5744863348815762,-0.48736155,-0.09587294,-0.14097135,0.36766112,0.30245358,0.4076504,-0.6612959,0.5649453,-0.22451347,-0.4678337,421,0,419,2,56.70242,5124.098,2.9172943127211255,143.90493026819706,31,false,0.10376397,1.2247829760573519,0.058503192237437475,0.038419064,48,13,0.8346879,0,50,false,438,1404.8757249662215,3.245390737212115,432.8834,17.819271,47,198.94857901178588,7.562808574619704,26.306177,19.604536,46,2276.6806856150547,9.08630217006543,250.56184,16.368664,1.7621696,0,3.2358723,1.785265,1.4506073,,,0,,,,NOT_AVAILABLE,207.88393652568624,35.811378150889325,131.00384606487924,1.891609053410718,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=660553978576244736,,660553978576244736
246,245,1635721458409799680,Gaia DR2 662603575626986368,961943966,2015.5,128.22102267443043,0.05553158468524981,18.50811384542913,0.038934805442855866,5.369721892277711,0.08324127317551594,64.50793,-35.16010206752061,0.12275902443831894,-12.86641915335882,0.06848574090767838,-0.28244784,-0.1016672,-0.22927764,0.21980308,-0.096228905,0.0703574,-0.24353613,0.68303305,-0.3247964,-0.34993717,154,0,154,0,3.0141969,206.49525,0.14482691941974854,1.561174365810248,31,false,9.044177,1.3506238524396843,0.012941551122871193,-0.008678278,18,12,0.12427735,0,24,false,202,9274.327294348119,7.628792046518348,1215.7007,15.77016,22,2023.2590702957136,10.099833169422899,200.32599,17.08626,22,11322.228809567296,23.226742680145456,487.4652,14.62709,1.438971,0,2.4591694,1.3161001,1.1430693,,,0,,,,NOT_AVAILABLE,206.45318912370726,30.413562836092044,125.92351282645579,-0.29207786791681295,100001,3457.0,3336.6667,3972.0698,0.4375,0.1609,0.801,0.2653,0.1226,0.44,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=662603575626986368,,662603575626986368
247,246,1635721458409799680,Gaia DR2 662655183953995392,1631857909,2015.5,128.2730785128005,0.06631922588813646,18.930140409937778,0.04488242772088664,5.395651285543451,0.09361270981109664,57.63802,-33.95777361126085,0.13911306981756044,-12.435577836223413,0.08303333291087182,-0.16902593,-0.16705778,-0.11727766,0.2364264,-0.15521896,0.046854187,-0.14869685,0.6348726,-0.23125659,-0.29963225,193,0,192,1,8.156138,392.14377,0.34632092203272435,8.788214913073311,31,false,4.5556407,1.2892099756304725,0.015274980855324546,0.030604871,22,11,0.13759017,0,29,false,250,8487.562020699237,5.52684049330088,1535.6987,15.866408,26,1656.7014979197727,13.709793183679187,120.84074,17.303278,27,10800.769733719955,21.81127400223665,495.19205,14.678284,1.4677325,0,2.6249943,1.4368696,1.1881247,,,0,,,,NOT_AVAILABLE,206.01655938731722,30.611141622605366,125.86737423202335,0.1290938275641182,100001,3681.0,3315.25,4183.02,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=662655183953995392,,662655183953995392
248,247,1635721458409799680,Gaia DR2 662633228081183872,419287064,2015.5,128.20701125362666,0.04964200349918368,18.701700766617186,0.02988614261299485,5.233690385530939,0.06618800440086733,79.0731,-34.00632200236335,0.1010026900403043,-12.176547525296293,0.05605790848970899,-0.20878421,-0.39342058,-0.43815055,0.33825836,-0.025605302,0.13163018,-0.3324179,0.65723747,-0.3862487,-0.31691828,157,157,157,0,0.7628354,164.98709,0.0,0.0,31,true,304.8727,1.4918442636812403,0.010703349901941927,0.0753705,18,11,0.06441396,0,25,false,218,208823.70490113855,62.16762599258304,3359.0427,12.388916,25,84152.99123323093,198.4513467549652,424.04846,13.038714,25,178125.71209040366,127.24981940560222,1399.8112,11.635103,1.2559814,0,1.4036112,0.6497984,0.7538128,38.38600284363384,2.597502235886133,8,4500.0,3.0,0.0,NOT_AVAILABLE,206.23817305721911,30.47091015537189,125.86300622494032,-0.10771075627510439,100001,4770.1465,4583.69,4867.0547,1.026,0.896,1.2511,0.506,0.449,0.621,200111,0.86901075,0.8347494,0.9411484,0.3522669,0.34652755,0.35800627,http://geadata.esac.esa.int/data-server/datalink/links?ID=662633228081183872,,662633228081183872
249,248,1635721458409799680,Gaia DR2 662634430672023680,1116704828,2015.5,128.36738077869938,0.15694992954348816,18.726711390287107,0.10507440245140887,5.358905650038686,0.19935188869449247,26.88164,-35.54575010452298,0.3110590934436959,-13.112944148414064,0.1965868534272118,-0.11166857,-0.23429471,-0.19660647,0.15644689,-0.16756733,0.0015321868,-0.08629217,0.52848625,-0.21854201,-0.28361055,195,0,195,0,5.1727138,308.80212,0.5505007719091186,2.827490804196619,31,false,0.7365244,1.1902470443550397,0.033464868409182516,0.023952834,22,11,0.29616952,0,29,false,256,1135.0651972684964,1.632670435844615,695.22003,18.050814,25,179.75743936222366,7.63548997189576,23.542358,19.71467,26,1624.7308941451377,8.447201176786395,192.33955,16.734966,1.5897663,0,2.979704,1.6638565,1.3158474,,,0,,,,NOT_AVAILABLE,206.27440377442412,30.621650918990813,126.00404748520161,-0.046035978358813824,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=662634430672023680,,662634430672023680
250,249,1635721458409799680,Gaia DR2 662665629314342272,253576636,2015.5,127.7453886945455,0.037151060951637616,18.694706459781244,0.02316033211847321,5.339832034375674,0.05189849559967069,102.88992,-33.702977435376795,0.07993654458306192,-12.521657910858167,0.049226500213498274,-0.52637386,-0.19746728,-0.13444126,0.2914028,0.31587473,0.33655155,-0.083173126,0.6300284,-0.36701104,-0.5105946,311,0,309,2,4.995039,443.69,0.14099708062339988,3.876191198232236,31,false,18.241524,1.400235159614052,0.0053554614397597665,-0.09707467,35,12,0.08669598,0,43,false,377,24607.02031069043,6.825410661167576,3605.2073,14.710718,40,7097.413261061758,17.385000773301837,408.24924,15.723638,39,26170.421680181014,25.45478302957719,1028.1141,13.717393,1.3519652,0,2.0062447,1.0129194,0.99332523,,,0,,,,NOT_AVAILABLE,206.06354349722295,30.060428751622045,125.44075870194018,-0.22151835809379963,100001,4098.343,3772.0,4306.38,0.458,0.228,0.806,0.21,0.119,0.4215,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=662665629314342272,,662665629314342272
251,250,1635721458409799680,Gaia DR2 662661540505500160,702689806,2015.5,128.30984333013726,0.04762520958612925,19.076739568512608,0.03202808718429848,5.347649830284142,0.06097528172403463,87.70193,-33.63993615248934,0.09636630384317918,-12.702567725245931,0.06642713044902467,-0.25923896,-0.18448743,-0.15847328,0.26188534,-0.053802356,0.20116962,-0.29764983,0.51365685,-0.059981853,-0.3952608,204,0,203,1,3.6184266,278.2499,0.18677733202770855,3.48288750006979,31,false,9.617264,1.3238131200838075,0.01067505843812076,0.00441792,23,11,0.099505626,0,30,false,264,12233.859718813623,9.67615247694296,1264.331,15.469457,28,2981.958770352215,12.935155882933133,230.53134,16.665134,30,14207.384979678189,42.73044963548602,332.48856,14.380634,1.405063,1,2.2845001,1.1956778,1.0888224,,,0,,,,NOT_AVAILABLE,205.87174935544266,30.695880507697687,125.86492768743685,0.27973798078994566,100002,3517.0,3461.0,4277.0425,0.028,0.0105,0.4951,0.0365,0.0062,0.3004,200111,0.53528565,0.36194554,0.55274796,0.03949621,0.038531244,0.040461175,http://geadata.esac.esa.int/data-server/datalink/links?ID=662661540505500160,,662661540505500160
252,251,1635721458409799680,Gaia DR2 662538498282258176,1504580875,2015.5,126.31707727809882,0.3098900016825185,18.910829695721052,0.17571867378858871,5.665063794342667,0.38109217938571444,14.865337,-32.815805995672285,0.5906419190874748,-12.068700638435297,0.3782573748120741,-0.56764543,-0.39978662,-0.3169664,0.5030226,0.35377738,0.46560857,-0.26467115,0.5441803,-0.4796558,-0.4733434,256,0,255,1,4.2248373,356.02484,0.8837751960685875,3.5068337562285508,31,false,0.30489603,1.249766354752088,0.04785741911947472,-0.07332885,29,12,0.6026044,0,38,false,328,591.2400066546066,1.2317198937276035,480.01175,18.758957,32,77.11598569738152,5.2928197055750035,14.569925,20.633528,34,923.7638371280481,7.181428209194506,128.63232,17.348017,1.6928486,0,3.285511,1.8745708,1.4109402,,,0,,,,NOT_AVAILABLE,205.27153826118138,28.87746191809118,124.07625542356108,-0.3355932846301563,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=662538498282258176,,662538498282258176
253,252,1635721458409799680,Gaia DR2 662632540886348928,1495774528,2015.5,128.2619030292611,0.031865633413480136,18.682583234119463,0.021414031445434172,5.35349828997738,0.038917711381471584,137.55943,-34.000882318777336,0.06362554029871594,-12.879056739770567,0.03983484374160433,-0.19717371,-0.32739753,-0.44626954,0.13927723,-0.11242441,0.0044910572,-0.26772383,0.5731716,-0.1981762,-0.3113825,179,77,175,4,0.10550837,171.28201,0.0,1.2787531621422872E-15,31,false,161.63184,1.501371437665165,0.007211921171995995,-0.02380039,21,11,0.05633408,0,28,false,229,120550.20168156967,53.78970857085612,2241.1387,12.985446,26,49407.685380033974,68.35419013547852,722.81866,13.616902,26,101556.25604432572,104.85863857948841,968.50635,12.245153,1.2522911,0,1.3717489,0.6314564,0.74029255,39.419495161805116,1.2785648606073254,9,4000.0,3.0,0.0,NOT_AVAILABLE,206.28056356453143,30.512561301104803,125.91810889470874,-0.11343960375256541,100001,4839.0,4664.19,4936.25,0.2823,0.1679,0.4199,0.1385,0.0779,0.1994,200111,0.6212675,0.5970292,0.6687094,0.19066654,0.18814108,0.193192,http://geadata.esac.esa.int/data-server/datalink/links?ID=662632540886348928,,662632540886348928
254,253,1635721458409799680,Gaia DR2 662625978176332160,866240155,2015.5,127.97596496387321,0.18465575560938563,18.760018139886295,0.11436197100062497,5.091500225656026,0.28680965548049775,17.752193,-34.89534512832399,0.397937902734144,-12.033700372996291,0.23878888556173264,-0.5687758,-0.51778674,-0.50774986,0.57858455,0.38805044,0.4796592,-0.52230644,0.80014336,-0.63242936,-0.6249497,221,0,221,0,5.4506235,349.33017,0.6103758861771126,4.844308063061713,31,false,0.8483942,1.3110105974077,0.03318739650663572,-0.06431711,25,10,0.43629983,0,32,false,279,1643.3376971491314,1.9723784322164368,833.17566,17.649048,28,273.55053790130586,9.156711696019432,29.874321,19.258795,27,2316.179753673629,16.18546194619103,143.10248,16.349989,1.5758966,0,2.9088058,1.6097469,1.2990589,,,0,,,,NOT_AVAILABLE,206.08394753960607,30.287671849103756,125.6365760742517,-0.10487166034900776,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=662625978176332160,,662625978176332160
255,254,1635721458409799680,Gaia DR2 662625668938685184,1683418822,2015.5,128.0329941248803,0.08324814482458921,18.740720735255316,0.052618626267126795,5.032732074258138,0.1153118498716038,43.644535,-31.75045154950281,0.17228318227035852,-11.549679218971367,0.1020718658387691,-0.2946788,-0.24398436,-0.28686002,0.27220538,0.024848105,0.16159126,-0.2282944,0.6417781,-0.3497842,-0.39281988,188,0,184,4,5.7905717,311.47137,0.36006493326688044,6.364131976121678,31,false,3.4392164,1.3278889078203437,0.017365690201143192,0.006778582,21,12,0.173239,0,28,false,249,5828.885544390913,7.395998779489797,788.1134,16.274403,26,1167.1622386001395,10.134280743551738,115.169716,17.68356,26,7332.814699392835,23.276815831689674,315.02655,15.098743,1.4582508,0,2.584816,1.4091568,1.1756592,,,0,,,,NOT_AVAILABLE,206.1272850359978,30.331132956841973,125.69366027414614,-0.11035497619053208,100001,3995.76,3658.6125,4282.48,0.653,0.2822,0.8568,0.3565,0.1644,0.4741,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=662625668938685184,,662625668938685184
256,255,1635721458409799680,Gaia DR2 662635083506980992,1091219873,2015.5,128.28201654771976,0.1250444538226307,18.754326968270938,0.0801352670544886,5.149635653472675,0.14871664394928508,34.627163,-33.51716967151462,0.23957266857266227,-12.210166433991201,0.14667324948515345,0.04849472,-0.1894937,-0.10425376,0.15210433,-0.2169529,-0.006006716,-0.17097099,0.4800541,-0.21149449,-0.117460355,157,0,157,0,2.9069097,207.70381,0.36511249920113154,2.2631481214322564,31,false,1.5954148,1.2487506433199722,0.026927805893176324,0.12803893,18,10,0.22207452,0,24,false,208,2037.7389106060727,2.7240455770579857,748.0561,17.415495,20,340.6088300671627,14.961584542260278,22.765558,19.020748,20,2757.6431660786147,9.712994204331498,283.91278,16.160574,1.5204362,0,2.8601742,1.6052532,1.254921,,,0,,,,NOT_AVAILABLE,206.21076672679612,30.556103336570114,125.91889498468666,-0.03921403753648806,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=662635083506980992,,662635083506980992
257,256,1635721458409799680,Gaia DR2 662633743477189632,175832480,2015.5,128.23176356947036,0.047341007805070556,18.73277596767868,0.028155758164888276,5.353382668170351,0.06413266428046191,83.47357,-34.978342555085234,0.10152919948061893,-13.100694190717856,0.053564025145594114,-0.09738232,0.024477636,0.028615244,0.14680405,-0.15574858,0.01758504,-0.1806204,0.6128644,-0.15831225,-0.19314691,152,134,148,4,-1.1802689,123.349045,0.0,0.0,31,true,212.06732,1.509924540075375,0.010476506983038491,0.09909794,18,10,0.06392009,0,25,false,197,148276.52617154032,53.85400840338818,2753.3052,12.760685,22,63257.124654634135,73.1373775220731,864.9083,13.348615,21,120956.03183140092,111.57596053754477,1084.069,12.055351,1.2423623,1,1.2932634,0.5879297,0.7053337,35.933659949873956,1.3702869127425241,5,5500.0,4.5,0.0,NOT_AVAILABLE,206.2142911191559,30.50395129309738,125.87808107848795,-0.07182198557606607,100002,4790.227,4639.7725,4913.5977,0.2725,0.0136,0.5659,0.139,0.0272,0.2891,200111,0.7078658,0.67276585,0.7545183,0.2376955,0.23384038,0.24155062,http://geadata.esac.esa.int/data-server/datalink/links?ID=662633743477189632,,662633743477189632
258,257,1635721458409799680,Gaia DR2 661836284012503552,399455687,2015.5,131.0026144600862,0.18635508603220036,20.645917166045088,0.10396602539948943,5.490678177396711,0.21889337068041476,25.083803,-36.63933977311734,0.3711533741866061,-13.323949582708725,0.21515612456566177,-0.2095998,-0.06835164,-0.16582298,0.15351194,0.22733475,0.24420229,-0.72691756,0.45384264,-0.06020756,-0.21959318,440,0,438,2,4.132686,565.5606,0.5573300979313092,3.1385253450383015,31,false,0.5642479,1.2370970566008066,0.028724094568988515,0.098352045,51,13,0.3437804,0,55,false,471,839.312525080112,1.0305609239781692,814.42303,18.378557,50,115.86096052308005,5.095920628186299,22.736021,20.191545,49,1217.1608232711596,6.024122586558725,202.04782,17.04855,1.5882305,0,3.1429958,1.8129883,1.3300076,,,0,,,,NOT_AVAILABLE,205.16543910616898,33.61449044063763,127.91668155162293,2.4404920927229545,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=661836284012503552,,661836284012503552
259,258,1635721458409799680,Gaia DR2 662045092440012288,67616335,2015.5,126.77812541431217,0.027021024400578398,17.32255309522319,0.015135047554114121,5.176867838453324,0.03206401246265886,161.45415,-32.36276770461728,0.05329224532433857,-11.017214434187302,0.03311912444027707,-0.5251633,-0.12203318,-0.23168479,0.37258548,0.13004325,0.38140416,-0.10443622,0.4212103,-0.41061145,-0.39343876,401,0,401,0,4.1636815,524.30963,0.073997409099615,1.4448274626017015,31,false,31.47158,1.404749761729513,0.003795897881769135,-0.06411395,46,12,0.061067615,0,53,false,459,31351.79373448059,7.0290749606644045,4460.302,14.44771,51,9716.3558162188,24.31814049311877,399.55176,15.382629,50,32146.686863536495,33.59125656361513,956.99567,13.49408,1.3352679,0,1.8885498,0.93491936,0.95363045,,,0,,,,NOT_AVAILABLE,207.14072978124852,28.701028092347034,124.87840708507578,-1.7748371936784446,100001,3847.0,3764.0,4295.7373,0.566,0.103,0.955,0.2775,0.0549,0.4673,200111,0.65769315,0.5274633,0.6870186,0.08535522,0.084092356,0.08661809,http://geadata.esac.esa.int/data-server/datalink/links?ID=662045092440012288,,662045092440012288
260,259,1635721458409799680,Gaia DR2 661775845232285312,956653588,2015.5,131.50798813269034,0.2903293519054576,20.534138931952814,0.174024218738231,5.605558776134963,0.30603898113795297,18.316486,-37.326424776249794,0.5670281168723678,-13.292144979087404,0.3540868106645429,-0.5842186,-0.27162197,-0.49578267,0.516495,0.29232493,0.5584653,-0.7895031,0.42527136,-0.18627368,-0.5863789,340,0,338,2,4.1458015,451.0415,0.6882275603884268,2.746730943639443,31,false,0.3626872,1.240484403286865,0.03737277804711283,0.050294,39,13,0.5878413,0,43,false,360,648.5074461980488,1.18255603914823,548.3947,18.658579,31,141.34898491782806,15.410301526563433,9.17237,19.975657,33,977.586854948971,7.492030792698803,130.48357,17.286531,1.7254016,0,2.689125,1.3170776,1.3720474,,,0,,,,NOT_AVAILABLE,205.48277785723488,34.022902659865075,128.40296684721872,2.4568398593703855,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=661775845232285312,,661775845232285312
261,260,1635721458409799680,Gaia DR2 661768771422658816,498772376,2015.5,131.35814915334385,0.024939179655862218,20.422886817446553,0.01531404262234836,5.257900214997648,0.029399038449805202,178.846,-35.60236975072445,0.05081282153855634,-12.921807040289345,0.035207870196704225,-0.39658198,-0.23984909,-0.2661656,0.21805857,0.11221105,0.34040117,-0.6602847,0.24775036,0.10810028,-0.44616362,363,0,362,1,-0.88775545,333.16296,0.0,0.0,31,false,53.030083,1.413417454784382,0.004240449209606578,0.013195926,41,13,0.059905186,0,44,false,386,41332.45062874505,10.448776069010371,3955.7217,14.147637,37,13343.041206341237,41.183781850542445,323.98776,15.038251,35,41386.32592142146,35.23349837840657,1174.63,13.219778,1.3241259,0,1.8184729,0.89061356,0.9278593,,,0,,,,NOT_AVAILABLE,205.552364479844,33.853351191509795,128.29677416326936,2.3125370127826623,100001,4130.677,3900.0,4548.6167,,,,,,,200111,0.5887129,0.4854978,0.6604147,0.09090476,0.08966513,0.092144385,http://geadata.esac.esa.int/data-server/datalink/links?ID=661768771422658816,,661768771422658816
262,261,1635721458409799680,Gaia DR2 661766778557840000,896422841,2015.5,131.26744414921714,0.041854160140494555,20.357684991560813,0.024166752637228926,5.542117949542688,0.046195914451931865,119.96987,-37.12255435379037,0.08017543138974066,-13.496863905546794,0.050410476651874356,-0.17771581,-0.28588256,-0.39921054,0.052083448,0.15602963,0.12954956,-0.64238405,0.40406063,-0.030722959,-0.17087503,361,361,351,10,20.611311,1219.1848,0.08721537918713072,4.068964241245407,31,true,77.399055,1.6591414555769681,0.007871927441139553,0.06924833,41,14,0.052713107,0,50,true,402,1505272.3796519164,559.4907634163886,2690.4329,10.244328,46,853054.8868499069,729.2486839905848,1169.7722,10.523946,45,937037.6586586761,626.2046006360315,1496.3762,9.832527,1.1892151,0,0.69141865,0.27961826,0.41180038,33.371994701324674,0.7033971774707926,15,6000.0,4.0,0.0,NOT_AVAILABLE,205.59181561023277,33.75134504896885,128.23182576740007,2.227282918100871,100001,6124.4336,5547.64,6537.4,0.0917,0.014,0.1596,0.052,0.013,0.087,200111,1.2264688,1.0764114,1.4947611,1.906652,1.8843395,1.9289645,http://geadata.esac.esa.int/data-server/datalink/links?ID=661766778557840000,,661766778557840000
263,262,1635721458409799680,Gaia DR2 661775265413200640,383936622,2015.5,131.4410377766603,0.06149823973915246,20.494684507459134,0.034148414869407014,5.576882243267776,0.07028991516732537,79.34114,-38.41627757092563,0.12990778841236253,-14.010580152925758,0.07304728830717208,-0.4189657,-0.22128664,-0.19373934,0.26832634,0.2271986,0.32057133,-0.69422907,0.20248567,-0.038762346,-0.4174332,311,0,309,2,4.758849,436.23865,0.20621770597107192,4.906435665286673,31,false,8.413672,1.302286503597573,0.009304705289596482,0.05362342,35,12,0.12707423,0,39,false,345,10862.945392665159,7.595584869338149,1430.1658,15.598496,32,2467.7920735199737,17.149734828718493,143.8968,16.870617,32,13089.417737861648,28.51764928097621,458.99356,14.469619,1.4321355,0,2.400998,1.2721205,1.1288776,,,0,,,,NOT_AVAILABLE,205.5022860602107,33.950605534391954,128.35283957217243,2.402247784072813,100001,3620.5,3403.0,4209.95,0.547,0.1409,0.783,0.2475,0.0812,0.4186,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=661775265413200640,,661775265413200640
264,263,1635721458409799680,Gaia DR2 661690736160492928,767218142,2015.5,132.6468073628272,0.11268394183181853,20.710382175157097,0.06559611778510703,5.354753221956647,0.13915054285379527,38.481728,-39.235718972021346,0.22529571738599258,-13.258574551016025,0.1367682789172896,-0.34268656,-0.11547978,-0.15423469,0.20681663,0.15948202,0.2517578,-0.56009954,0.4743469,-0.1226707,-0.35999382,321,0,317,4,5.086615,456.23383,0.29510331291631153,1.8992874896432488,31,false,1.481901,1.248410388095588,0.019792164956723216,0.05705054,37,14,0.2158937,0,40,false,334,1947.9559525441023,2.123616593247663,917.28235,17.464418,32,306.6057996952416,11.194781183433879,27.388279,19.134937,36,2727.3798743557527,8.554161367478857,318.8366,16.172556,1.5575228,0,2.9623814,1.6705189,1.2918625,,,0,,,,NOT_AVAILABLE,205.7111211836789,35.08672652498415,129.38420857086433,2.9111154866317475,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=661690736160492928,,661690736160492928
265,264,1635721458409799680,Gaia DR2 661838281173303808,380791450,2015.5,131.05116375689153,0.1280140352448228,20.716862469445022,0.06887018063926717,5.692782895583042,0.14249008894014287,39.952133,-37.132913026125564,0.24966777786697245,-13.45474763796689,0.14708883384420476,-0.2424627,-0.2675114,0.038569786,0.130608,0.19161518,0.20246056,-0.65647614,0.30706578,-0.021469638,-0.23187976,417,0,416,1,5.3130665,582.0814,0.45043291441566025,4.162956072075629,31,false,1.1451626,1.2477912340751793,0.01999985566082329,0.06937543,47,13,0.22832628,0,52,false,454,1568.2236408662031,2.5013875023040657,626.9415,17.699846,43,217.02683884296835,7.5802461021770675,28.630579,19.510105,47,2251.8109297077185,9.771052412961422,230.45735,16.38059,1.5742893,0,3.1295147,1.8102589,1.3192558,,,0,,,,VARIABLE,205.1033520307337,33.681010663614316,127.94200572286589,2.520842360256868,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=661838281173303808,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=661838281173303808,661838281173303808
266,265,1635721458409799680,Gaia DR2 661779796602531712,232735385,2015.5,131.37687975615577,0.04404005627973204,20.590108936298048,0.026053681272578,5.412289737755958,0.0563619839104143,96.02731,-36.972869665371384,0.0903486227137661,-13.385212541774454,0.058425378669670035,-0.2491896,0.047378585,-0.18012893,0.14169197,0.1137905,0.2579028,-0.65440613,0.3865456,0.08869565,-0.33012652,313,313,295,18,14.152693,780.5219,0.0,0.9285507122428006,31,true,248.58192,1.6592803294242267,0.007948132183479558,0.07070886,35,12,0.056268614,0,44,true,350,2438941.7154529663,611.5553620156618,3988.0964,9.720362,39,1430228.423492768,700.0498852274858,2043.0378,9.962874,41,1451358.238545798,710.0307367667,2044.078,9.357484,1.1814905,0,0.60539055,0.2425127,0.36287785,35.84189353520594,0.891965783711772,10,6500.0,4.5,0.0,NOT_AVAILABLE,205.36966120062093,33.92593870278631,128.26967725741147,2.478482964073155,100001,6534.42,6415.0103,6700.4053,0.249,0.1593,0.3464,0.1292,0.0799,0.2073,200111,1.4002311,1.3317161,1.4528443,3.2204924,3.175737,3.2652478,http://geadata.esac.esa.int/data-server/datalink/links?ID=661779796602531712,,661779796602531712
